,Unnamed: 0,name,Accessory,Background,Body,Eyes,Fur,Head,Mouth,trait_5_rarity,trait_2_rarity,trait_0_rarity,trait_3_rarity,trait_1_rarity,Head_rarity,trait_4_rarity,rarity_rank,overall_rarity,min_rarity,mean_rarity,trait_n,mint,pred_SOL
1675,1675,Ape #1615,Studded,Mint,Overalls,Unimpressed,Cream,Backwards Ball Cap,Smile,2.35,10.28,2.36,5.7700000000000005,16.68,7.4700000000000015,13.8,1676,5.656457489438149e-09,2.35,8.387142857142857,7,DtN9CefRG92jw2T7NryDPNGFUToNWiVCLCbXPCU32dxE,7.4111333
9794,9794,Ape #3614,,Rose,Down Jacket and Scarf,Neutral,Coffee,Snapback,Disgusted,75.97,10.1,3.17,11.98,19.44,9.77,6.64,9795,3.6748404161895826e-07,3.17,19.58142857142857,6,AME6K2iB9SZcCFsSb6NPdXCu3kMuoCuXip6KS2v7KjZJ,7.4111223
6829,6829,Ape #3841,,Forest,Overcoat,Side Glance,Chocolate,Backwards Flat Cap,Loathing,75.97,9.62,3.04,6.19,16.6,6.81,6.3100000000000005,6830,9.809931848625332e-08,3.04,17.791428571428572,6,Hv7Gg1ZQniTSt9PaZjuQxn4VtxLAsfqVkm69NURoAqYq,7.410989
7640,7640,Ape #7175,,Creamsicle,Flannel,Bold,Chocolate,Snapback,Pout,75.97,10.41,2.5700000000000003,5.89,16.6,9.77,6.3100000000000005,7641,1.2251049229598596e-07,2.5700000000000003,18.217142857142857,6,E6G3UMehngAJr45AGfsY3geuHHV8iKCSTZn842oEnmhA,7.4109745
9012,9012,Ape #6829,,Sky,Buttondown,Neutral,Cream,Headscarf,Annoyed,75.97,10.09,5.510000000000002,11.98,16.68,3.6,6.63,9013,2.0144374421154784e-07,3.6,18.63714285714285,6,BCM4oP7bQqJGtmC5s9pLd64uNVT7SqSi58G9baHSRNFm,7.410667
6108,6108,Ape #122,,Sky,Short Sleeve Jacket,Blank Stare,Cream,Flat Cap,Pout,75.97,10.09,2.34,6.04,16.68,7.06,6.3100000000000005,6109,8.050376561975536e-08,2.34,17.784285714285716,6,32qAHpmz1cwj2LnNSMVnNSNWWzNjeRzFk6dCtrayBjXb,7.4106436
9603,9603,Ape #2837,,Mint,Dress Shirt,Neutral,Coffee,Snapback,Disgusted,75.97,10.28,2.58,11.98,19.44,9.77,6.64,9604,3.04418238605574e-07,2.58,19.52285714285714,6,6dPWqsMt4p8i5ixt9zcrMgGjWZ279WqWqSLLj1idUxwU,7.4106264
4863,4863,Ape #9251,,Forest,Bomber,Bold,Chocolate,Western Hat,Blep,75.97,9.62,2.04,5.89,16.6,5.29,6.93,4864,5.3439163988414593e-08,2.04,17.47714285714286,6,4aamN6bLZaR2Lsz2tCCyTYT4tTpbvxGFvvE7Nvg5uCEG,7.4106107
6102,6102,Ape #6881,,Violet,Tracksuit,Bewildered,Silverback,Beanie,Loathing,75.97,9.89,2.23,5.65,12.62,10.66,6.3100000000000005,6103,8.035957805220819e-08,2.23,17.61857142857143,6,DQFNV6gZBh59tifky4n5RKRCF2NuWtFdbDfT9cN5wrMR,7.4106083
2655,2655,Ape #8629,,Snow,Suit,Confused,Silverback,Deerstalker,Unimpressed,75.97,10.26,0.75,6.11,12.62,4.69,6.63,2656,1.401643885615924e-08,0.75,16.71857142857143,6,AEtEhKeKcLHw95g2ez86g927gViRPXac1RhNtwRjEKxc,7.4105773
8192,8192,Ape #4274,,Rose,Shirt and Ascot,Bold,Cream,Headphones,Smile,75.97,10.1,2.1,5.89,16.68,6.75,13.8,8193,1.4746093905801007e-07,2.1,18.755714285714287,6,3tihh44fPvYUh3rtYbofx76sS7KSDuKVbW1E84KpPLKE,7.410527
5745,5745,Ape #930,,Creamsicle,Tracksuit,Unimpressed,Cream,Headphones,Ponder,75.97,10.41,2.23,5.7700000000000005,16.68,6.75,6.2799999999999985,5746,7.195036393305622e-08,2.23,17.727142857142855,6,8KUNxcRULB992W2Mv3ayxA3QQW7J296D19BwyrvsdBvy,7.4105124
2717,2717,Ape #840,Diamond Studs,Rose,,Worry,Cream,Snapback,Smile,3.4799999999999995,10.1,3.1300000000000003,6.0600000000000005,16.68,9.77,13.8,2718,1.4992956324440158e-08,3.1300000000000003,9.002857142857145,6,EnsKVEVPJte8x4vjPyMYrPruFcShWovHVFGB2hWinDYQ,7.410372
8637,8637,Ape #4748,,Rose,Flannel,Content,Coffee,Beanie,Confused,75.97,10.1,2.5700000000000003,6.13,19.44,10.66,6.88,8638,1.7234512428742133e-07,2.5700000000000003,18.821428571428566,6,DmoKNkqt6pXihJPmfR2Q4X19BXCFWsovAfxLx67R6LZZ,7.410193
5307,5307,Ape #2020,,Violet,Biker Jacket,Bold,Cream,Ivy Cap,Pout,75.97,9.89,2.32,5.89,16.68,5.7700000000000005,6.3100000000000005,5308,6.235092723861741e-08,2.32,17.547142857142855,6,DcBM6r5Z76E7SKAtT17VjSj82Eo4VZ8FvPq91prawquN,7.4101696
5953,5953,Ape #8386,,Mint,Vest,Worry,Coffee,Beanie,Unimpressed,75.97,10.28,1.18,6.0600000000000005,19.44,10.66,6.63,5954,7.672852794208119e-08,1.18,18.602857142857143,6,2AE8mg9Uyxsp4u2x6dhCL8Y1Z171ovyjZfPi8VgDXZTH,7.410144
6396,6396,Ape #6668,,Snow,Dress Shirt,Confused,Chocolate,Backwards Flat Cap,Loathing,75.97,10.26,2.58,6.11,16.6,6.81,6.3100000000000005,6397,8.764657760729032e-08,2.58,17.80571428571429,6,2kFMfv1y2F1eynpa7bf4pg1AU8RSGyWgz3W1avPbuPnL,7.410112
8794,8794,Ape #951,,Wheat,Down Jacket and Scarf,Blank Stare,Silverback,Backwards Ball Cap,Smile,75.97,9.67,3.17,6.04,12.62,7.4700000000000015,13.8,8795,1.8298851993297773e-07,3.17,18.391428571428573,6,JCmaF1EjGNZWUUHffAkNRenZVJfbWxunsbGiDDDGCTiN,7.4101048
4170,4170,Ape #3334,,Lime,Tracksuit,Anger,Cream,Headscarf,Ponder,75.97,9.81,2.23,6.17,16.68,3.6,6.2799999999999985,4171,3.8668680399680984e-08,2.23,17.248571428571427,6,5AKNFChJfiihd7kV6S728rhhR5iRMPta9jkyN32EbsRd,7.410025
6218,6218,Ape #5302,,Sky,Flannel,Confused,Chocolate,Visor,Ecstatic,75.97,10.09,2.5700000000000003,6.11,16.6,6.67,6.260000000000002,6219,8.342877780025842e-08,2.5700000000000003,17.752857142857145,6,4qK7hv9ppnwu6zDYnE4b6jY85Moa2wZgkK1xbWr5RFgb,7.410025
9094,9094,Ape #3275,,Sky,Down Vest and Flannel,Blank Stare,Chocolate,Beanie,Smile,75.97,10.09,1.85,6.04,16.6,10.66,13.8,9095,2.0916371113596312e-07,1.85,19.287142857142857,6,AKazPzFhjYM2MAy7hMpbhfNoTswcXCBMHoXKN6vsFQdn,7.409992
8074,8074,Ape #144,,Lime,Down Jacket and Scarf,Zen,Chocolate,Beanie,Ponder,75.97,9.81,3.17,5.37,16.6,10.66,6.2799999999999985,8075,1.4098393181315722e-07,3.17,18.26571428571429,6,FUKyg1o1VuHsnVECrvx7Lnf5jKgDsAsCy7MwN7joCtbs,7.409976
9372,9372,Ape #9872,,Scarlet,Dress Shirt,Neutral,Cream,Deerstalker,Smile,75.97,9.87,2.58,11.98,16.68,4.69,13.8,9373,2.5019796816664075e-07,2.58,19.367142857142856,6,GGCfLQTELYiNqSTvzw4KHhwJNkid9HUrP7Zszi8Nmbym,7.409915
3563,3563,Ape #6348,,Violet,Shirt and Vest,Bewildered,Synth,Backwards Ball Cap,Cheeky,75.97,9.89,3.47,5.65,3.49,7.4700000000000015,6.909999999999998,3564,2.653630295768288e-08,3.47,16.121428571428574,6,9a61Wp3Q6X4m4hPuHBRWVZN1BTzGHFH1qghwzri1wJaV,7.4098806
5170,5170,Ape #9860,,Forest,Down Vest,Neutral,Cream,Visor,Pout,75.97,9.62,0.97,11.98,16.68,6.67,6.3100000000000005,5171,5.962068894804423e-08,0.97,18.31428571428572,6,5T5oKeJXEgNhjGFuqeGwXG34p2sgSoS6vmfRfWyo3aSL,7.409812
1447,1447,Ape #1590,Bar,Wheat,Bomber,Paranoid,Chocolate,Snapback,Disgusted,3.5700000000000003,9.67,2.04,6.03,16.6,9.77,6.64,1448,4.573123194215588e-09,2.04,7.760000000000002,7,GQAEHXDnCHc64ko6wKK1vHMbJQuuucB7B4afgGCqpEdC,7.409806
7554,7554,Ape #6378,,Forest,Pullover,Mischievous,Cream,Backwards Ball Cap,Ponder,75.97,9.62,3.88,5.38,16.68,7.4700000000000015,6.2799999999999985,7555,1.1937338018606042e-07,3.88,17.897142857142857,6,FyqUNjsmQP6EXiogAXAkSysv62Wr15i6R9ivgzYVqu6h,7.4095635
6508,6508,Ape #4954,,Scarlet,Cardigan,Confident,Silverback,Snapback,Confused,75.97,9.87,2.59,5.48,12.62,9.77,6.88,6509,9.027800608217064e-08,2.59,17.59714285714286,6,2XP3R6NrLQiuT5kxw2jxYM4smwN5K8uojeRSE8Dg4tiA,7.4095564
3656,3656,Ape #2238,,Rose,Backpack and Shirt,Paranoid,Chocolate,Headscarf,Ponder,75.97,10.1,1.63,6.03,16.6,3.6,6.2799999999999985,3657,2.8303402617470102e-08,1.63,17.172857142857143,6,CjmomEob8xrPhMsctN4MmdMccNw8PbB2Bw5APAmHPoWH,7.4095464
6028,6028,Ape #9705,,Lime,Bomber,Paranoid,Chocolate,Backwards Ball Cap,Cheeky,75.97,9.81,2.04,6.03,16.6,7.4700000000000015,6.909999999999998,6029,7.855346572622035e-08,2.04,17.832857142857144,6,BhkKTs6htcqUocp39oQAdGX69zn5Fhy6s98yexvrmXde,7.4095464
8364,8364,Ape #5380,,Mint,Hoodie,Anger,Chocolate,Western Hat,Ponder,75.97,10.28,5.87,6.17,16.6,5.29,6.2799999999999985,8365,1.5598466701320634e-07,5.29,18.06571428571429,6,5oKHvWbt9ZsJNRRWSY9wySaM27d1MBvfLGmY8BhZX6j,7.4094386
7199,7199,Ape #9006,,Wheat,Down Jacket and Scarf,Mmmmkay,Cream,Headphones,Blep,75.97,9.67,3.17,5.94,16.68,6.75,6.93,7200,1.0793128841704039e-07,3.17,17.872857142857143,6,Cf3vibPxAnrhUj8Rtona4xaXUx66NxpXbEbDbo9sTr8s,7.409163
7040,7040,Ape #4980,,Wheat,Cardigan,Content,Coffee,Headphones,Grin,75.97,9.67,2.59,6.13,19.44,6.75,6.78,7041,1.0376683401745355e-07,2.59,18.19,6,FpJDEYUM2BMCb9sVU3hQR3GzGnVpTqcrf5tRSkRFGZGj,7.409119
1482,1482,Ape #6458,Earrings,Snow,Flannel,Blank Stare,Coffee,Flat Cap,Ecstatic,3.45,10.26,2.5700000000000003,6.04,19.44,7.06,6.260000000000002,1483,4.720758813834552e-09,2.5700000000000003,7.868571428571428,7,6tmxobrEBQ4R3dh9VNQb1WUyFFCYiurRArNQ8oiukT8R,7.408998
5955,5955,Ape #9185,,Wheat,Tracksuit,Paranoid,Chocolate,Backwards Flat Cap,Confused,75.97,9.67,2.23,6.03,16.6,6.81,6.88,5956,7.683063345142921e-08,2.23,17.74142857142857,6,5hnDZr8i375aRmHG2Uvrn4RP8YQYNNggoH2EKoG649aN,7.4089785
5352,5352,Ape #8553,,Wheat,Overalls,Mmmmkay,Cream,Trilby,Cheeky,75.97,9.67,2.36,5.94,16.68,5.34,6.909999999999998,5353,6.338440226412571e-08,2.36,17.552857142857142,6,6yjNizVA7VqLMjxMchrwaaDQdbiCZBjSXrfKd3nNgA8G,7.408966
9924,9924,Ape #343,,Mint,Jacket,Neutral,Coffee,Backwards Flat Cap,Smile,75.97,10.28,2.83,11.98,19.44,6.81,13.8,9925,4.837276957340155e-07,2.83,20.158571428571427,6,56NparbXewpXaBdMhK4hR53uwbvrEyY2ygYZDhWv2hea,7.408955
9228,9228,Ape #2041,,Mint,Cardigan,Confused,Coffee,Backwards Flat Cap,Smile,75.97,10.28,2.59,6.11,19.44,6.81,13.8,9229,2.2578686539465718e-07,2.59,19.285714285714285,6,HDcvRfUFE6sAA2uwEFyW29Fvn1p3zMcHQGDajSMign6N,7.408928
9652,9652,Ape #1505,,Lime,Pullover,Neutral,Coffee,Backwards Ball Cap,Pout,75.97,9.81,3.88,11.98,19.44,7.4700000000000015,6.3100000000000005,9653,3.1742848700227626e-07,3.88,19.265714285714285,6,9epVRUM2inyMZcVsYoAkxFWQLyGMa1djtyPkEa3NUDFq,7.4088936
7058,7058,Ape #1489,,Sky,Softball League,Side Glance,Silverback,Snapback,Annoyed,75.97,10.09,2.69,6.19,12.62,9.77,6.63,7059,1.0433827892505516e-07,2.69,17.708571428571428,6,BQfNBDxMS4hM4XtPyQNuJZuf1qEwNLgoxXCkdwFyQHQA,7.40888
7300,7300,Ape #5764,,Forest,Down Jacket and Scarf,Relaxed,Coffee,Headphones,Ponder,75.97,9.62,3.17,5.81,19.44,6.75,6.2799999999999985,7301,1.1092061534424827e-07,3.17,18.14857142857143,6,Exz29z4tJXqHzruR843Dy3GnhQLqgQj3bzggjgxNswzx,7.4088473
1399,1399,Ape #5456,Diamond Stud,Forest,Cardigan,Worry,Cream,Visor,Blep,3.76,9.62,2.59,6.0600000000000005,16.68,6.67,6.93,1400,4.3771398244173964e-09,2.59,7.472857142857142,7,81d4SiFHeYqcLbSfS3FUsiZQtUPEHGGU2GiGmsWD73w5,7.408845
9730,9730,Ape #273,,Lime,Buttondown,Neutral,Chocolate,Visor,Pout,75.97,9.81,5.510000000000002,11.98,16.6,6.67,6.3100000000000005,9731,3.437026114293446e-07,5.510000000000002,18.978571428571428,6,4dT4bCQSwNvqoYTbx5NUrjXRnRNy2KWAXoyf54nH91cL,7.408808
5035,5035,Ape #1652,,Sky,Down Vest and Flannel,Relaxed,Chocolate,Visor,Ecstatic,75.97,10.09,1.85,5.81,16.6,6.67,6.260000000000002,5036,5.710700823336607e-08,1.85,17.607142857142858,6,Avjq66RqmtpvuMBQt5JF4CVDmiz1br8ciLFvRyPrfxiN,7.408785
6230,6230,Ape #1565,,Scarlet,Backpack and Shirt,Bewildered,Coffee,Winter Beanie,Ponder,75.97,9.87,1.63,5.65,19.44,9.93,6.2799999999999985,6231,8.371446076230378e-08,1.63,18.39571428571429,6,CcGv6rENurz4d9WHzSiL5K27uCs4hwSVLFaHeiRjKqt6,7.4087577
6088,6088,Ape #1124,,Rose,Overalls and Shirt,Unimpressed,Chocolate,Ivy Cap,Woah,75.97,10.1,2.75,5.7700000000000005,16.6,5.7700000000000005,6.8599999999999985,6089,7.999816478401217e-08,2.75,17.68857142857143,6,4QkE4fifWmDJUrFrUzaVFzNEAMTQpqd2tH3mmc9YeDCK,7.4087014
1597,1597,Ape #3961,Diamond Stud,Sky,Down Jacket and Scarf,Mmmmkay,Cream,Flat Cap,Ecstatic,3.76,10.09,3.17,5.94,16.68,7.06,6.260000000000002,1598,5.266229710744568e-09,3.17,7.565714285714287,7,8SMTVff6hqWb3KD9Qy7DchTcc7AiSTVXGXrgWNh2VVaa,7.4087014
8919,8919,Ape #9569,,Mint,Biker Jacket,Neutral,Coffee,Headphones,Bewildered,75.97,10.28,2.32,11.98,19.44,6.75,6.78,8920,1.931122265853964e-07,2.32,19.07428571428571,6,EUnj2HLyjAUXXjhQDf2ZquVva7ouL2gtZQerwWQMDDnH,7.4086537
1909,1909,Ape #9562,Earrings,Sky,Shirt and Vest,Confused,Silverback,Trilby,Smile,3.45,10.09,3.47,6.11,12.62,5.34,13.8,1910,6.863737166297265e-09,3.45,7.8400000000000025,7,BgNYuoDv1Cr3kGFQvYx8VZL9YPVzgq7DbWWcCdDkx3ED,7.4085937
6115,6115,Ape #2808,,Forest,Down Vest and Flannel,Neutral,Tamarin,,Pout,75.97,9.62,1.85,11.98,9.86,8.01,6.3100000000000005,6116,8.072062858544407e-08,1.85,17.65714285714286,5,8WhZjuydnr2S9db8yYRFgi4KiUYNU9DEYnaopVJkocf9,7.4085903
7588,7588,Ape #9525,,Wheat,Pullover,Paranoid,Coffee,Ivy Cap,Ecstatic,75.97,9.67,3.88,6.03,19.44,5.7700000000000005,6.260000000000002,7589,1.2068798744089535e-07,3.88,18.145714285714284,6,5rM8d9hXx9SGESyNLpUsMjJBPnbFa876n52JbjL9Pdst,7.4085693
1214,1214,Ape #1524,Diamond Studs,Forest,Cardigan,Anger,Coffee,Western Hat,Woah,3.4799999999999995,9.62,2.59,6.17,19.44,5.29,6.8599999999999985,1215,3.774116417680825e-09,2.59,7.635714285714285,7,8FqYhCbTYfuh1WGA8S9Kx7pdW9BgQRVXtavrKa8a3pL8,7.408528
3602,3602,Ape #915,Earring,Mint,Down Jacket,Bold,Coffee,Winter Beanie,Smile,5.1400000000000015,10.28,3.27,5.89,19.44,9.93,13.8,3603,2.7110896348369044e-08,3.27,9.678571428571429,7,2CGvFCbg8zxck1jUt7wtkwJjrLBGoUVLGPGhbbZPVB6a,7.408497
5173,5173,Ape #3258,,Snow,Overalls,Unimpressed,Cream,Trilby,Pout,75.97,10.26,2.36,5.7700000000000005,16.68,5.34,6.3100000000000005,5174,5.965460383085662e-08,2.36,17.527142857142856,6,539mqNhr25ipH6DHWqmXNwh6ysSxegK3HH2QkoDNYHay,7.4084826
8787,8787,Ape #4688,,Scarlet,Down Jacket,Worry,Chocolate,Beanie,Blep,75.97,9.87,3.27,6.0600000000000005,16.6,10.66,6.93,8788,1.8221250690267502e-07,3.27,18.48,6,5zEfAsahjEoJF7rHXNrRhh5PweXetnHUwn7GJ8UohfYL,7.4084764
8988,8988,Ape #4714,,Lime,Turtleneck,Mischievous,Chocolate,Headphones,Smile,75.97,9.81,3.22,5.38,16.6,6.75,13.8,8989,1.9963662923899281e-07,3.22,18.79,6,Jfcc6dv4ftxzWXE1khm3vmuR4GqvMzRUQo9uVUWr4en,7.4084654
9278,9278,Ape #5810,,Scarlet,Crewneck,Paranoid,Coffee,Visor,Smile,75.97,9.87,2.89,6.03,19.44,6.67,13.8,9279,2.3381674744567188e-07,2.89,19.238571428571426,6,3nrEiLS42dPQUGmwkFkyXGoKkF5DEGEeK6bp9n8kQn7Y,7.4083157
4296,4296,Ape #4289,,Scarlet,V Neck,Mischievous,Silverback,Headscarf,Smile,75.97,9.87,1.63,5.38,12.62,3.6,13.8,4297,4.122589579910607e-08,1.63,17.552857142857142,6,5XpStZiEtfBSmoc2yBicBGPQ1jLp7k2nLTqFaP27sHQ7,7.40831
9246,9246,Ape #7163,,Lime,Short Sleeve Buttondown,Content,Coffee,Backwards Ball Cap,Unimpressed,75.97,9.81,5.18,6.13,19.44,7.4700000000000015,6.63,9247,2.2784093744798283e-07,5.18,18.66142857142857,6,Gm4f8YUjdKzEzogYxszp3SZaC7uhe6KQ9G4kRF33Z4PC,7.40825
1555,1555,Ape #6151,Earrings,Forest,Hooded Jacket,Anger,Silverback,Winter Beanie,Pout,3.45,9.62,3.14,6.17,12.62,9.93,6.3100000000000005,1556,5.084484665488034e-09,3.14,7.32,7,EKu961b4j2x8e9kML8znxc2wMPghkYairb1KmfrGndbB,7.4081507
5962,5962,Ape #907,,Wheat,Overcoat,Blank Stare,Coffee,Deerstalker,Ecstatic,75.97,9.67,3.04,6.04,19.44,4.69,6.260000000000002,5963,7.698791519195745e-08,3.04,17.872857142857143,6,Hht1bEdY2aHQcqFbkGot19c7AfvESRJ6XEE8P1Y4puAY,7.408121
7862,7862,Ape #6131,,Scarlet,Overalls,Relaxed,Coffee,Winter Beanie,Disgusted,75.97,9.87,2.36,5.81,19.44,9.93,6.64,7863,1.3178348944666677e-07,2.36,18.574285714285715,6,ixYkWacMmd6MyfbTD7qdca8qkHhebL2jiNETTjLZFLr,7.408049
7383,7383,Ape #1467,,Forest,Dress Shirt,Content,Coffee,Backwards Ball Cap,Bewildered,75.97,9.62,2.58,6.13,19.44,7.4700000000000015,6.78,7384,1.1380043842003944e-07,2.58,18.28428571428571,6,8gwTWStjRampiPEcJZx3vGYYvmXohGrEHTDLzZ9jZSgX,7.407993
8632,8632,Ape #2761,,Lime,Shirt and Vest,Worry,Cream,Winter Beanie,Unimpressed,75.97,9.81,3.47,6.0600000000000005,16.68,9.93,6.63,8633,1.7209650711624e-07,3.47,18.36428571428572,6,F5T8YJndduMiBMi2GHaa1xhwaHGHis9216gYNo9FyVkS,7.4079094
8212,8212,Ape #7533,,Lime,Hooded Jacket,Unimpressed,Chocolate,Snapback,Grin,75.97,9.81,3.14,5.7700000000000005,16.6,9.77,6.78,8213,1.4847349803893828e-07,3.14,18.262857142857143,6,C7zXXAd6GXWd3raqh2ymQa9tytpmpC19yMPFbabx9Fkt,7.407869
5049,5049,Ape #220,,Rose,Overalls,Bold,Silverback,Backwards Flat Cap,Ecstatic,75.97,10.1,2.36,5.89,12.62,6.81,6.260000000000002,5050,5.7381460507504215e-08,2.36,17.144285714285722,6,Cbcc1KV8ow7pFk8DJGWAYwE4Nr5BGjYMmX44JsjN8jc8,7.40782
6925,6925,Ape #7895,,Rose,Overalls and Shirt,Anger,Coffee,Ivy Cap,Cheeky,75.97,10.1,2.75,6.17,19.44,5.7700000000000005,6.909999999999998,6926,1.0090936637229017e-07,2.75,18.158571428571427,6,6T54DGVJbQWTFStr1nggVNKgYajVusaYw6yy1RvXbBPW,7.4078164
4660,4660,Ape #6559,,Sky,Vest,Confused,Coffee,Visor,Confused,75.97,10.09,1.18,6.11,19.44,6.67,6.88,4661,4.93022844388229e-08,1.18,18.048571428571428,6,7tTHNxTgU6o88WGFFvw47FogMzRVddqdRPePYctbdbkp,7.40765
4647,4647,Ape #2458,,Lime,V Neck,Mischievous,Chocolate,Backwards Flat Cap,Annoyed,75.97,9.81,1.63,5.38,16.6,6.81,6.63,4648,4.898349197294402e-08,1.63,17.547142857142855,6,DYmQC6eie5bXjJkxHkSzCbbfGd4fXTTPFSRcPuPYFPCd,7.407575
5861,5861,Ape #3650,,Mint,Crewneck,Bewildered,Cream,Western Hat,Unimpressed,75.97,10.28,2.89,5.65,16.68,5.29,6.63,5862,7.460136576270521e-08,2.89,17.627142857142857,6,FST2wafdhpxNJAeJixCfk5RAan6gY6dJPLACjB9yBS6L,7.4075665
6417,6417,Ape #5095,,Snow,Softball League,Blank Stare,Cream,Visor,Ecstatic,75.97,10.26,2.69,6.04,16.68,6.67,6.260000000000002,6418,8.820128638921633e-08,2.69,17.79571428571429,6,2QdrjvMmagJAyFvoGNx84BiVNdTp3q2F3BeyA4zn4X6U,7.407515
8370,8370,Ape #2697,,Wheat,Pullover,Bold,Silverback,Trilby,Smile,75.97,9.67,3.88,5.89,12.62,5.34,13.8,8371,1.5613322099569953e-07,3.88,18.167142857142856,6,Ce8TMEh1FtExGKBSX9YyEFh3Av8ZigwCuUCoDC9V3dfX,7.407447
5230,5230,Ape #1500,,Scarlet,Overalls and Shirt,Confused,Silverback,Ivy Cap,Unimpressed,75.97,9.87,2.75,6.11,12.62,5.7700000000000005,6.63,5231,6.082496666873246e-08,2.75,17.102857142857143,6,6DsdPhiZEJhGVUqEKRaUNRmCjUiWFKVCPTgTK2T3uYD1,7.4074025
6388,6388,Ape #7197,,Snow,Flannel,Mischievous,Coffee,Visor,Ecstatic,75.97,10.26,2.5700000000000003,5.38,19.44,6.67,6.260000000000002,6389,8.747849724924086e-08,2.5700000000000003,18.07857142857143,6,CvTb9y4rMPHhYsSVzTNBa9fnQnMwk8GicVddyHvLgr8W,7.4073915
1466,1466,Ape #6169,Diamond Stud,Wheat,Cardigan,Blank Stare,Silverback,Snapback,Unimpressed,3.76,9.67,2.59,6.04,12.62,9.77,6.63,1467,4.649630792201875e-09,2.59,7.297142857142857,7,4mbsRGRDpbX7SDhx9XofB6QCNj8TB7pk5qzb5eoVeM3B,7.407368
6134,6134,Ape #8053,,Rose,Turtleneck,Bold,Silverback,Visor,Unimpressed,75.97,10.1,3.22,5.89,12.62,6.67,6.63,6135,8.121446428155197e-08,3.22,17.3,6,8HMXvDuYx8njGWYU5ARRUa2fVYPJsEgACALD4WZPgs5n,7.4072657
6110,6110,Ape #7057,,Violet,Biker Jacket,Side Glance,Cream,Headphones,Annoyed,75.97,9.89,2.32,6.19,16.68,6.75,6.63,6111,8.054348175049349e-08,2.32,17.775714285714287,6,D8KTJ98nDrWzJN728D8D794oY7EpAjFYJDmvCBGUBNrm,7.4072337
7562,7562,Ape #753,,Scarlet,Jacket,Worry,Silverback,Beanie,Cheeky,75.97,9.87,2.83,6.0600000000000005,12.62,10.66,6.909999999999998,7563,1.195399158391953e-07,2.83,17.84571428571429,6,EUEYbnMNBwF7UnAYaQk9Qx548iYd1U7Lha7aY42QmPeK,7.407119
3985,3985,Ape #2361,,Scarlet,Vest,Bewildered,Chocolate,Headphones,Ecstatic,75.97,9.87,1.18,5.65,16.6,6.75,6.260000000000002,3986,3.5065168347338834e-08,1.18,17.46857142857143,6,C7LALhUTqvB1REPqbFyHxHMMHeGtZkYPC7eWy4ghWTYp,7.4070315
6565,6565,Ape #3267,,Violet,Overalls and Shirt,Relaxed,Cream,Visor,Confused,75.97,9.89,2.75,5.81,16.68,6.67,6.88,6566,9.188773843229168e-08,2.75,17.807142857142857,6,2JDaxAeF2tDn37vvJg7RPCvgCdsthZ9us6TRtSbZ1XJ6,7.4068274
8187,8187,Ape #6208,,Lime,Overalls and Shirt,Zen,Coffee,Winter Beanie,Blep,75.97,9.81,2.75,5.37,19.44,9.93,6.93,8188,1.4723018473479352e-07,2.75,18.6,6,HZ21RK6tH7keQxe5KVUeSEBiZ1RciH5nJJKj9gr71YK5,7.406748
6236,6236,Ape #6320,,Wheat,Turtleneck,Paranoid,Chocolate,Trilby,Unimpressed,75.97,9.67,3.22,6.03,16.6,5.34,6.63,6237,8.383100212558006e-08,3.22,17.637142857142855,6,9PbQCRcsgaErQRqP4R5z5WnEwwv4umQkH9hnnZbg6Zts,7.4067345
7981,7981,Ape #4134,,Scarlet,Jacket,Confident,Chocolate,Beanie,Annoyed,75.97,9.87,2.83,5.48,16.6,10.66,6.63,7982,1.3642849686736416e-07,2.83,18.291428571428565,6,4QPiKRWcKGibW9tfwiVeN2GRxcgcw3tfn1RYf6eqmjm1,7.4066696
7764,7764,Ape #3149,,Forest,Dress Shirt,Paranoid,Cream,Beanie,Loathing,75.97,9.62,2.58,6.03,16.68,10.66,6.3100000000000005,7765,1.2756655483578148e-07,2.58,18.26428571428571,6,D5bVEUBx1V9ekuwG4Kb3KJu9zvcdWEghGnWApA8jRZrd,7.40664
8177,8177,Ape #6682,,Scarlet,Turtleneck,Zen,Chocolate,Winter Beanie,Woah,75.97,9.87,3.22,5.37,16.6,9.93,6.8599999999999985,8178,1.4661246266910939e-07,3.22,18.26,6,GC7E2i5JBb7rjSrRT5gpfT5kd3ZLLXfMGV87ETU1Ld1H,7.4065423
8151,8151,Ape #5147,,Wheat,Hoodie,Zen,Silverback,Backwards Ball Cap,Disgusted,75.97,9.67,5.87,5.37,12.62,7.4700000000000015,6.64,8152,1.4495360592967063e-07,5.37,17.65857142857143,6,GnD4Wp7zUTSdDkmBxR4yNMtNdRwEpmfMdpGAhq71cxH1,7.40653
7662,7662,Ape #5653,,Scarlet,Cardigan,Relaxed,Chocolate,Winter Beanie,Disgusted,75.97,9.87,2.59,5.81,16.6,9.93,6.64,7663,1.2349818967684125e-07,2.59,18.201428571428565,6,BkLZwqpQ1C1pQRnaRmNSkQNdGqn5vaEaCnhjr4yJrHY3,7.4064574
9077,9077,Ape #7482,,Forest,Short Sleeve Buttondown,Anger,Coffee,Headphones,Bewildered,75.97,9.62,5.18,6.17,19.44,6.75,6.78,9078,2.078078023330953e-07,5.18,18.55857142857143,6,BiNqbAsW4CYzutGqtcJWyvsJzMEV6XPjA3hUSVU9S6mS,7.4063816
