,signature,type,source,tokenMint,collection,slot,blockTime,buyer,buyerReferral,seller,sellerReferral,price
6,zDWnniDdKHWq1ZuG1qbse2Z5m6xCMoib5rg4cRGgSdG3uyCQPdxNKqHj69GvyDEA7otf28YqdHPazprGWFWxCom,buyNow,magiceden_v2,Bzwc9siGkFU5FCjAAUoAuJJUREFuQAd6oo6Uu1xubxJK,primates,137720681,1655355523,EdFdTU5PUn3oF2jqwJiW8k7eQmsaxxWyKeDZcWweffYQ,,BLMMwePoVSMZbsR1CWfzuhhr2chNezFHZgH6NKhByDpA,,4.75
7,4XQ1VKLM2MYDKdctXXApAuyKxbuAzoG5taM6aGAqGMdwL8xrvh56VBX3LTnAHvCqzwY2f42ugib9QkcJCGawfxYL,buyNow,magiceden_v2,EFUDPKwgP4Q3djxur1RTmnzRDDz8dTaSHtH2zxwNwSZs,primates,137720610,1655355470,3FVp9gnTidkjbu6nEJBZyATx3Dr7XgiD6Twj1ECfVgK4,,EdPMFk5vJKsBDHWVZjkj78bi39yvGHc8Z9rGAbxmYMts,,4.37
8,2LJAGaEYv5vpjH38PtTVKECG4ZNwF6TRwoxNSfwNPY3zyGJkL83wDSzTE4haftY4Mj9D2g1KMNanNRFWcCyWxjZy,buyNow,magiceden_v2,5XaoXG4CMze8SUtfnA2mc8NncZiMiPpyDwVSmm25rKqU,primates,137720579,1655355450,4V2DbhZigx2arbmwFh689wiwEsWoeJuTby3u8ARCXq3M,,DvSRd6kicVDjRhD6MfbbZWQEhumirhnF3XwadV3Ra1fT,,4.3
9,nqhWkbYDFJ14sBDf1yrohEu1xXksoiymjZ2Qxeq9zbVTVVAwvwtsoase8ytBGBjmp1f6RdS3GDCUnQwLzydEPys,buyNow,magiceden_v2,9aurxnjsCqbAsA8E8zEpUHBZWKxJ4a9B4yxbYuTJYhNq,primates,137720556,1655355433,4JkrEz3eLsHcdWYD9YctC2ZZw4tSQh1ziNgAoSEWHz44,,E5j7TNrc97pyLWX7JEy8fb3iNUH4zYpw3i7wC8gAxSTv,,5.0
10,dRZJDeTgTn4rWKXNsNvvbvp36ZaSSHt5bFi8j8fzzZnobQpCxiwrnkCCYA4jW66xccimH6icJThgvTcnHYPyNcn,buyNow,magiceden_v2,B4v7hQEayNy3NnXFKgc2XMehHWnPFbXCKM4KrHKkBs1d,primates,137720366,1655355305,3FVp9gnTidkjbu6nEJBZyATx3Dr7XgiD6Twj1ECfVgK4,,9VUhe8RvSUSWyGyZSMriqzyHUnCWAZDKzyN8DSKenTcY,,4.38
11,Dt1Qv7mjXuPGHAoFBZTNcCr1U2gvb4TcWmQ17nmsnXHRvGbEL3rBCHSTQJnhgUu3fFXMrxRTyNaxfahNBjTkmZ5,buyNow,magiceden_v2,4S4RWANg6gqXGN1VnHxUYCrW4gnbXvrbhdthonbKd2TC,primates,137720300,1655355262,5kJW9DtwfhLrhpH7ia6hjuZb7anKqrnNV8NKnJSEafy4,,4kc8yQMrHRfL8XTCCSCQvX2WPKHAnTqFj4mbk6XyRope,,7.0
12,5R51euBSHSCahzCx9EzyZvHMhggfez2i1Ch1WBYoHBFMxBJG7eaxNL9Fdy4Pwr76pPC5J1g5XJrEnnQMKPuXHoYf,buyNow,magiceden_v2,G5E8QQPpq8F9ht5nRRqsPUYwpEqsh9s7xg7BjYaVofvr,primates,137720230,1655355211,8YY2dYVom44646rddM6PHcYqQqn2TGEGdJVGCEWA5gVv,,GfsSMoPd5zNHNZTW5DxDRhy2Xx9qzDHGhSXEHttpprt5,,4.37
13,gVnGbtYLsfLeySkg3TigRU2oEnzYhiYkFrpi7PXsdPESXFkZoMc9BLGwdUvgqdS2NxnWfUrGDR8YgvAJTmG9GKk,buyNow,magiceden_v2,7QMKn6wPfe6ciogH8TwLYw12uAEFY81rrHxx65Lpc6sb,primates,137720165,1655355166,4JkrEz3eLsHcdWYD9YctC2ZZw4tSQh1ziNgAoSEWHz44,,CGdQpUxcSsNQ1Cz7UNDf64c3vDJD2tHrHQakPWsrgc4w,,12.0
14,cWYP8satcx18Zvsi4hgQ6xgSL8WaWwDHSSyDMX7oBrPK42a7RWb9mQcCpjFkqZyogG3s5nJMtsEPn8rUmXyyBKB,buyNow,magiceden_v2,CELuYjDHde1Uz5LJT29Gbjb4r2j4fUM4UtEJzkokf6WN,primates,137720061,1655355099,CUV99LBPeGpotsttgpvwF262k5oTjWgEjenyThoPoPSG,,7HLjfngPUj5inDWLqc6Bu4vWS6HQx3C2ttvrtRDUAngb,,4.6
15,4XyrckYt1LzHnwSKXSLr7MKBpygYF8hHHWjse9ViZ7nZ6wqp8qgMcgs4siGF9XpNLdhkQwAJLbgKsdNCor1rcxj3,buyNow,magiceden_v2,5qWd5nuDNhGYqmauuKf2z4DUrsC7n4RCEjrqn1SPhayH,primates,137720026,1655355077,X8EsgZh3r1ijojqZmvH3zxYVnYnySJeJCeg81grLeBe,,2WhUYgqZNcRbanKj1FqjqzbAhmBTAyw4JRPrEJ7ntfM9,,32.0
