,Unnamed: 0,name,Background,Body,Clothing,Eyes,Head,Mouth,trait_5_rarity,trait_3_rarity,trait_0_rarity,trait_2_rarity,trait_4_rarity,trait_1_rarity,rarity_rank,overall_rarity,min_rarity,mean_rarity,trait_n,mint,pred_SOL
6621,6621,Primate #6630,Red,Robot,Wifebeater,Enucleated,Propeller Hat,Excited,10.48,8.790000000000001,1.4200000000000002,3.87,2.12,10.79,6622,1.1579952360809665e-08,1.4200000000000002,6.245,6,jLwnNpfTvRh5gNAskwZ1x3nW7tfiiomqnMAa1Yv5Vho,14.767555
2792,2792,Primate #8813,White,Pill,Casual Denim Jacket,Bandages,Backwards Cap,Amused,10.19,4.15,1.95,3.01,2.09,7.07,2793,3.6676601583872253e-09,1.95,4.743333333333333,6,55UtMtB3oYb1nrpmQeJK1YFvMYBmwBzEtytVaV4ZwRgA,14.767345
3947,3947,Primate #845,Mint,Caution Tape,Motorcycle Jacket,Superstar Glasses,Drummer,Amused,10.15,8.89,1.91,1.88,2.21,7.07,3948,5.062566106239461e-09,1.88,5.351666666666667,6,FX6GuER3BunxkTRStwofEwStG7KHipi3h7TjduyaVxw4,14.766536
7152,7152,Primate #9035,Yellow,Naked,Varsity Jacket,Wide Eyed,Headset,Banana,9.83,19.21,2.43,4.7,2.42,2.82,7153,1.4718023381623318e-08,2.42,6.901666666666667,6,HfCW8M18uRacE6yq5JvdZKyGoJCq1ZhYPryQcfE8k9yn,14.766333
2990,2990,Primate #8942,Yellow,Stone,Basic Hoodie,Superstar Glasses,Camo Cap,Tnt,9.83,7.79,1.51,1.88,2.29,7.88,2991,3.922721464871632e-09,1.51,5.196666666666666,6,129pV5hbdSRpwpTeuX1cryFiBT7rmeVr2w2PWP4iSXLp,14.763203
3494,3494,Primate #3287,Yellow,Robot,Cardigan Sweater,Bandages,Propeller Hat,Skelly,9.83,8.790000000000001,2.03,3.01,2.12,4.05,3495,4.5331053324240585e-09,2.03,4.9716666666666685,6,B7cvhiHFWCmj4xzFqp9aERP79E9ssWFjeFKQi11UC7UQ,14.762422
2985,2985,Primate #1000,White,Mutated Zombie,Casual Zip-Up,Undercover Glasses,Antlers,Sassy,10.19,7.57,2.02,2.73,1.5699999999999998,5.86,2986,3.913644273829835e-09,1.5699999999999998,4.99,6,Ftf2Kzpsfpx38CUBTPqKXHn3zSsyN91tQbQiDX9UAmpZ,14.761802
7625,7625,Primate #6066,Lilac,Glitch,Suspenders,Cougar Glasses,Headset,Content,10.0,6.45,2.11,3.08,2.42,18.05,7626,1.8309878340600005e-08,2.11,7.0183333333333335,6,8gtgjusiNzVkwwiJpWHC87J5pgdV2fGNZSf5tN8Sq9FY,14.761639
2630,2630,Primate #1856,Blue,Test Dummy,Windbreaker,Cougar Glasses,Pink Bandana,Jngl Grill,10.37,4.17,2.03,3.08,2.78,4.66,2631,3.5026139932402074e-09,2.03,4.515,6,8a87G6aAgFJLDfm61Q8vNir8oRYZkkgaCuhhw1zs63VW,14.760851
4158,4158,Primate #4740,Lilac,Naked,Bib,Crossed Out,Aviator Helmet,Vampire,10.0,19.21,1.98,3.37,1.0,4.18,4159,5.357951002800001e-09,1.0,6.623333333333334,6,DbcWDMLB4qiBNcj1sCnQvdDci9ZTZVYXBumJ6nv7WWCs,14.760748
1715,1715,Primate #1658,Orange,Mutated Zombie,Turtleneck,Stitched,Unkept Hair,Content,9.85,7.57,1.48,1.92,0.69,18.05,1716,2.6388903870144004e-09,0.69,6.593333333333334,6,HyzWn3pQgb6xmwL6ntSqUMzkB3XeoKhFpMiCgUTjvvSj,14.760402
6953,6953,Primate #659,Red,Glitch,Striped Jacket,Parallelogram Glasses,Backwards Cap,Content,10.48,6.45,1.76,3.0,2.09,18.05,6954,1.346413359456e-08,1.76,6.971666666666668,6,7EPUhAPg7U76A5yusRfZxUsk6us9FWPryrPgoT3nhB36,14.759621
2659,2659,Primate #1540,Red,Stone,Iridescent Windbreaker,Cougar Glasses,Newsboy Hat,Vampire,10.48,7.79,2.09,3.08,1.61,4.18,2660,3.536697380383552e-09,1.61,4.871666666666666,6,AKPGNuxXu5q4bsqveF6NjwwCmV4L5zrchFWM1K9wan6V,14.759114
2290,2290,Primate #6190,Red,Intestines,Casual Denim Jacket,Crossed Out,Drummer,Snake,10.48,4.23,1.95,3.37,2.21,4.94,2291,3.1804266569306404e-09,1.95,4.53,6,8zgGcMadPVBh2diyBft4xQvQzYPWaC7YnyoqNxS3Kh6x,14.759109
3318,3318,Primate #6899,Blue,Caution Tape,Exoskeleton,Classy Glasses,Skate Helmet,Dumbfounded,10.37,8.89,1.44,3.58,1.0,9.1,3319,4.324813942176e-09,1.0,5.73,6,CxcWJskzJBYPSR5xvBk67SE3ryeEZhba2ZpcKihzdxG6,14.757019
7544,7544,Primate #2786,Lilac,Robot,Exoskeleton,Flip-Up Glasses,,Stitches,10.0,8.790000000000001,1.44,2.78,19.05,2.62,7545,1.756274656608e-08,1.44,7.446666666666666,5,77omwXbdmk1qZmvaBRsKzQHs2zTRYrUZ74U1EYyiFrmS,14.75697
2970,2970,Primate #6997,Yellow,Mutated Zombie,Sleeveless Hoodie,Crossed Out,Devil Horns,Sassy,9.83,7.57,1.95,3.37,1.36,5.86,2971,3.897179720325841e-09,1.36,4.989999999999998,6,EAYG59N2vmZRXKA9NkzZboL4NWFe4fnuTJmPBAywA9N5,14.755765
4660,4660,Primate #6351,Lilac,Caution Tape,Motorcycle Jacket,Eye Patch,Stunt Dummy Helmet,Excited,10.0,8.89,1.91,3.02,1.11,10.79,4661,6.141670242161999e-09,1.11,5.953333333333332,6,KcQnGiAxZg8jWUsJCn11cBN5p6nkT6ATYjodpdBqfDi,14.755533
3021,3021,Primate #5182,Lilac,Tribesman,Formal Collared Shirt,Censored,Horned Cap,Dumbfounded,10.0,6.68,1.41,1.94,2.3800000000000003,9.1,3022,3.95745198576e-09,1.41,5.251666666666666,6,AxGvsqSmjZd1dzDTTwazGG2NiYGzFsnfZGZ8YXthk5kt,14.755511
1686,1686,Primate #574,Orange,Stone,Button-Up Shirt,Squinted,Tactical Helmet,Jngl Grill,9.85,7.79,2.09,3.85,0.91,4.66,1687,2.6182313145488492e-09,0.91,4.858333333333333,6,2jxiGakQiN4Kh5Z1K8qTiLgXVEuENLoSbatFrYZLrrQj,14.7555065
2755,2755,Primate #4409,Green,Caution Tape,Cyber Zip-Up,Reading Glasses,Arrow,Tnt,9.64,8.89,0.89,2.95,2.0500000000000003,7.88,2756,3.6347194589691995e-09,0.89,5.383333333333333,6,Ci8EHGSjDYyV34dqXbLxWXsXzTTVYX6c5kdTgv1Tjk9p,14.755168
2831,2831,Primate #4784,Lilac,Scarred,Striped Tee,Stitched,Cig Hat,Amused,10.0,9.13,1.48,1.92,2.03,7.07,2832,3.723481267968e-09,1.48,5.2716666666666665,6,FiK3tm23EkeAbscbF1r7N9feNzV8ChLJWhjfZKXo5EPA,14.754963
2586,2586,Primate #2430,Blue,Tribesman,Motorcycle Jacket,Flip-Up Glasses,Professor,Cigarette,10.37,6.68,1.91,2.78,1.85,5.09,2587,3.46356141442972e-09,1.85,4.7799999999999985,6,GwJ1qoyXdGtkCiMsets4dcLQtBEunfcVSP2UZhLwUga,14.754073
8938,8938,Primate #668,White,Mutated Zombie,Layered Jacket,Thug Life Glasses,,Cigarette,10.19,7.57,2.2,2.9000000000000004,19.05,5.09,8939,4.7720337284432993e-08,2.2,7.833333333333335,5,7C76P6s8PV7ePh8Cnp8MrcLciJzcP1taGVm8BjgsjWA4,14.753815
5422,5422,Primate #8229,Red,Glitch,Winter Coat,Thinking,Outdoor Hat,Pipe,10.48,6.45,2.18,4.32,2.8400000000000003,4.24,5423,7.665587306127362e-09,2.18,5.085,6,3xFqCXCbJCFFzuy1EV9A4PDEBXX3wQvmvqEJRgoLwcwG,14.7538
3226,3226,Primate #6730,Purple,Tiger,Fur Robe,Meth Scientist,Red Fedora,Dumbfounded,9.66,6.63,1.87,1.83,2.11,9.1,3227,4.20830490898818e-09,1.83,5.2,6,3EDWfWD8obQA1cpjPNAGaYxADi7Y2WPrdWaiJdpSiAVU,14.753332
2168,2168,Primate #8048,Mint,Intestines,Bib,Classy Glasses,Reggae Braids,Sassy,10.15,4.23,1.98,3.58,1.72,5.86,2169,3.0674725812561605e-09,1.72,4.586666666666667,6,BR9APHJ1ok5sgUKVXcbDGCevUvubf9rAwnsRNEsG762Z,14.752706
3660,3660,Primate #6352,Pink,Tiger,Cardigan Sweater,Baller Shades,Racing Helmet,Excited,9.83,6.63,2.03,2.95,1.12,10.79,3661,4.716551354707919e-09,1.12,5.558333333333334,6,253K8bujtRmXAfF5B3Smm4GMHuT3FPS5zp9z9n22ptjf,14.752364
6126,6126,Primate #8399,Yellow,Glitch,Painting Jacket,Enucleated,Luscious Hair,Content,9.83,6.45,1.5,3.87,1.44,18.05,6127,9.56654579646e-09,1.44,6.8566666666666665,6,HtgtYpNpfitz2gEysCCeZFVYCfsoG3d4hBqZs4C7fAsc,14.749187
8274,8274,Primate #8701,Green,Skeleton,Fur Coat,Vr Headset,,Cigarette,9.64,6.3100000000000005,2.25,2.09,19.05,5.09,8275,2.7736263829939497e-08,2.09,7.405000000000001,5,DQivWYSis6NPwXozyB65jBc6EdGD2Duzz7osJM1rHwoZ,14.748815
3200,3200,Primate #2767,Red,Naked,Sliced Cutoff,Eye Patch,Antlers,Banana,10.48,19.21,1.55,3.02,1.5699999999999998,2.82,3201,4.172305010135521e-09,1.55,6.441666666666667,6,AsWqSrjSp9ZPT9PLePQJE62ahNZGrsVje8Zoj2UJQtqc,14.748673
5755,5755,Primate #1121,Blue,Naked,Wifebeater,Wide Eyed,Headdress,Amused,10.37,19.21,1.4200000000000002,4.7,0.8999999999999999,7.07,5756,8.459686063697399e-09,0.8999999999999999,7.278333333333332,6,4Fc44kwSwijzsEdXRYhAL2RmMPS4ajcW3vKr6LGrH1PT,14.747688
2556,2556,Primate #3723,Blue,Intestines,Fur Coat,Striped,Captain Cap,Sassy,10.37,4.23,2.25,2.87,2.07,5.86,2557,3.4359869055991493e-09,2.07,4.608333333333333,6,BggfZ19bkavrHxC49ZninWFuAh8dMkhk6WcsPDTzaNA2,14.747019
2258,2258,Primate #4383,Yellow,Test Dummy,Army Jacket,Eye Patch,Football Helmet,Content,9.83,4.17,1.5,3.02,0.94,18.05,2259,3.1505968514610004e-09,0.94,6.251666666666668,6,F4XTrphiApqQgKNM3CyzH2YfhN95SLPh3Rt9EycbiA2r,14.74697
2159,2159,Primate #2677,Yellow,Pill,Vest N Tie,Bandages,Outdoor Hat,Bubble Gum,9.83,4.15,1.83,3.01,2.8400000000000003,4.8,2160,3.0632241501791998e-09,1.83,4.41,6,21sFpNf61Q2BZ7tPFyh6MkQNWn3qVnzAmiNJFe2YbbG6,14.746533
2551,2551,Primate #5189,Orange,Stone,Studded Punk Jacket,Bandages,Hippie Hat,Cigarette,9.85,7.79,1.65,3.01,1.77,5.09,2552,3.4333270618011758e-09,1.65,4.86,6,22kG3JBnSjCspCoxpSiZWZTCoEBh8xKwoispvKx6CWzH,14.746397
8864,8864,Primate #4199,Green,Test Dummy,Windbreaker,Pritv,,Dumbfounded,9.64,4.17,2.03,3.17,19.05,9.1,8865,4.48440431039874e-08,2.03,7.86,5,CQscPUrPZUHREjVgWViK9kxhpjPeRMcFFqw2pNjcaUKc,14.745239
5613,5613,Primate #9327,Lilac,Robot,Fur Coat,Wide Eyed,Stunt Dummy Helmet,Tnt,10.0,8.790000000000001,2.25,4.7,1.11,7.88,5614,8.130522339000001e-09,1.11,5.788333333333334,6,HsNPk3weH5kDBmvqSZ8A24YyA9VG5aZg8WjZ3jqdA9jD,14.744677
2362,2362,Primate #3832,Lilac,Robot,Anorak,Superstar Glasses,Captain Cap,Sassy,10.0,8.790000000000001,1.62,1.88,2.07,5.86,2363,3.247354492848e-09,1.62,5.036666666666666,6,ELzEUedpWGE73kmEg8p8NxmE6TKrQL67CVkNTAbRgCyA,14.744603
4253,4253,Primate #148,Mint,Tiger,Color Block Zip-Up Jacket,Questionable,Backwards Cap,Sassy,10.15,6.63,1.78,3.75,2.09,5.86,4254,5.5014192508275e-09,1.78,5.043333333333333,6,9iN2Twk4j2pnX8Mw3bEcyRhxB9MQSp7MuTLCGDTceik9,14.744379
8640,8640,Primate #1679,Purple,Pill,Casual Denim Jacket,Pritv,,Tnt,9.66,4.15,1.95,3.17,19.05,7.88,8641,3.7199773382498995e-08,1.95,7.643333333333333,5,CMLigNLz2Y1gchWPnYFnMHTMNBGy4PKAYck4R3UexHH2,14.742981
2689,2689,Primate #1496,Pink,Test Dummy,Fur Coat,Thug Life Glasses,Pink Bandana,Bubble Gum,9.83,4.17,2.25,2.9000000000000004,2.78,4.8,2690,3.56907868056e-09,2.25,4.454999999999999,6,6RXaoy3KY3d8Z2oe1E5EM4WkZxeJUKvXi6tqpL4FoRd,14.7429495
7298,7298,Primate #577,Red,Naked,Iridescent Windbreaker,Wide Eyed,Racing Helmet,Amused,10.48,19.21,2.09,4.7,1.12,7.07,7299,1.5659223690978558e-08,1.12,7.445,6,27F7agr593dvvmn3oNwrxkGU6LBsAZk5GmovNfC2oMEA,14.742496
4977,4977,Primate #3484,Red,Caution Tape,Casual Zip-Up,Baller Shades,Racing Helmet,Excited,10.48,8.89,2.02,2.95,1.12,10.79,4978,6.7092796852390394e-09,1.12,6.041666666666668,6,H2j9az1xK1tbduFdXmVFCBZ9E1Hs5LMiSH3zyFtmanqK,14.741831
5128,5128,Primate #9528,Red,Mutated Zombie,Winter Coat,Enucleated,Bag Mask,Content,10.48,7.57,2.18,3.87,0.58,18.05,5129,7.0069629411374406e-09,0.58,7.121666666666666,6,9e6v49sLHxc9no79rxPobQQVSAihaWaJ1DyAyzeXCk3C,14.74061
5525,5525,Primate #3993,Mint,Tiger,Painting Jacket,Parallelogram Glasses,Luscious Hair,Content,10.15,6.63,1.5,3.0,1.44,18.05,5526,7.871033897999999e-09,1.44,6.795000000000001,6,HGu46Tp2Lbcakj2YDqR6WB5aM1RqR14aUTBMefAgULzh,14.739723
2840,2840,Primate #7788,Green,Caution Tape,Suspenders,Classy Glasses,Devil Horns,Pipe,9.64,8.89,2.11,3.58,1.36,4.24,2841,3.732923086531072e-09,1.36,4.97,6,33tTEzyWnDUaPQMPj7MLcaw6PN3nmgQ7z3QUdruHbYCB,14.739521
2616,2616,Primate #3785,Mint,Stone,Suspenders,Squinted,Unkept Hair,Tnt,10.15,7.79,2.11,3.85,0.69,7.88,2617,3.4923840247527002e-09,0.69,5.411666666666666,6,FHXW7v6eREoedWsWDSbAEEFiNPWRxYfpK1ymMri7Syxj,14.739098
3547,3547,Primate #2084,Red,Tribesman,Anorak,Cyber Gas Mask,Stunt Dummy Helmet,Content,10.48,6.68,1.62,2.02,1.11,18.05,3548,4.589911524689279e-09,1.11,6.66,6,GhrJ7Kb1yfLiUafJWsbjGXJq1T2DRUSaQYkWfrNBwLUi,14.738464
4523,4523,Primate #6449,Lilac,Caution Tape,Color Block Zip-Up Jacket,Eyeball,Luscious Hair,Dumbfounded,10.0,8.89,1.78,2.85,1.44,9.1,4524,5.909769028800001e-09,1.44,5.676666666666668,6,EWufxEMbJJDFvrESCWAM8btnc7xSj2375H1xfpMhULT2,14.73844
4809,4809,Primate #1742,Blue,Scarred,Striped Jacket,Mummified,Anonymous,Dumbfounded,10.37,9.13,1.76,2.96,1.43,9.1,4810,6.4184674422668804e-09,1.43,5.791666666666668,6,3yJMZUc9UfuuS1ehBCGXXPQAvCnHiMUkMpvo4NALjuij,14.7379265
2951,2951,Primate #3921,White,Mutated Zombie,Studded Punk Jacket,Enucleated,Professor,Pipe,10.19,7.57,1.65,3.87,1.85,4.24,2952,3.8636925253146e-09,1.65,4.8950000000000005,6,56SGuiENp4HkhoC4H24usbHDZVai4suHzqt6z4Xzh1NL,14.73693
2199,2199,Primate #448,White,Test Dummy,Army Jacket,Mummified,Tactical Helmet,Content,10.19,4.17,1.5,2.96,0.91,18.05,2200,3.098930295006001e-09,0.91,6.296666666666668,6,BaxiWt7oAv6H1kf7kWjWA9P5EKxv4KucWAyFYj4WQgLj,14.735934
2741,2741,Primate #7445,Pink,Test Dummy,Football Pads,Enucleated,Thin Mohawk,Jngl Grill,9.83,4.17,2.45,3.87,2.0,4.66,2742,3.622284308538001e-09,2.0,4.496666666666666,6,EUaKJPHJj7FA63Bth1KcGdMapD5EBjs3T3JvEnLUiZTX,14.735742
6629,6629,Primate #8504,Red,Naked,Hype Fanny Jacket,Slashed,Camo Bandana,Cigarette,10.48,19.21,2.43,3.19,1.46,5.09,6630,1.1597282658848304e-08,1.46,6.9766666666666675,6,Bij9G18HhDEj6G2RtMfyrUnH6idj8wQqSjRsBqoApmX3,14.735688
5042,5042,Primate #1621,White,Naked,Casual Zip-Up,Thief,Stunt Dummy Helmet,Tnt,10.19,19.21,2.02,1.97,1.11,7.88,5043,6.813469885638407e-09,1.11,7.0633333333333335,6,D4eXVV3NsRMTDvAahf5wd6x3WgEnmoP7B9JkWt4WhCM8,14.735384
3786,3786,Primate #3908,Yellow,Tiger,Football Pads,Enucleated,Stunt Dummy Helmet,Amused,9.83,6.63,2.45,3.87,1.11,7.07,3787,4.8493830283393945e-09,1.11,5.159999999999998,6,AFoUGBZFmtAhczUnKuDCz3ENcWSELPNmp3mXoNfWNcYV,14.735011
3563,3563,Primate #848,Red,Naked,Striped Jacket,Censored,Horned Cap,Banana,10.48,19.21,1.76,1.94,2.3800000000000003,2.82,3564,4.613484975762432e-09,1.76,6.431666666666668,6,JP7pXBuQXRihLMA2A22xJLV8TbhsFwmyT3UGgvbVMND,14.73411
6537,6537,Primate #2110,Blue,Naked,Color Block Zip-Up Jacket,Eye Patch,Bag Mask,Content,10.37,19.21,1.78,3.02,0.58,18.05,6538,1.121084288898428e-08,0.58,8.834999999999997,6,78BzGVK6zKJ5E65ZZibiAUP1LBT9woWgWb2x2tye4s3M,14.733
3169,3169,Primate #509,Pink,Naked,Sliced Cutoff,Crossed Out,Headdress,Jngl Grill,9.83,19.21,1.55,3.37,0.8999999999999999,4.66,3170,4.1368608016137e-09,0.8999999999999999,6.586666666666668,6,92NwJTZyHaEhyyzckT5R1Q6ZozU3P5Wn7otXtLn8me8R,14.732827
3109,3109,Primate #9624,Yellow,Naked,Sliced Cutoff,Flip-Up Glasses,Hippie Hat,Banana,9.83,19.21,1.55,2.78,1.77,2.82,3110,4.0614372853111785e-09,1.55,6.326666666666667,6,C319bwXNEzETECMGBT72S6gS6hWvEFqY2JcSL8proX3f,14.732004
3260,3260,Primate #772,Yellow,Scarred,Aviator Jacket,Meth Scientist,Fedora,Excited,9.83,9.13,2.03,1.83,1.18,10.79,3261,4.244972440170461e-09,1.18,5.798333333333333,6,7ouzoDpynmJo1dcShj4Q2p1HsvfzdTvkB81g5RdXSRms,14.731668
4437,4437,Primate #7947,Lilac,Skeleton,Vest N Tie,Wide Eyed,Backwards Cap,Cigarette,10.0,6.3100000000000005,1.83,4.7,2.09,5.09,4438,5.77354261011e-09,1.83,5.003333333333334,6,ELNYRsXAVxomMYHDgBr3EewvuvR3TjXrTCvzLeyL3wU6,14.729935
8031,8031,Primate #4457,Green,Skeleton,Studded Punk Jacket,Parallelogram Glasses,,Skelly,9.64,6.3100000000000005,1.65,3.0,19.05,4.05,8032,2.323066249845e-08,1.65,7.283333333333334,5,4cggju8gi4mA5N5K5UF7pj3D3erGVNr25pjdg8y4G6zv,14.729772
6457,6457,Primate #7299,Green,Glitch,Army Jacket,Questionable,Reggae Braids,Content,9.64,6.45,1.5,3.75,1.72,18.05,6458,1.08583773075e-08,1.5,6.8516666666666675,6,FJttSiy1nJEh5gscTJtvZk7RNYpg72QzXq9czHpD1oPZ,14.729328
9025,9025,Primate #3039,Mint,Mutated Zombie,Football Pads,Polarized Sunglasses,,Cigarette,10.15,7.57,2.45,2.82,19.05,5.09,9026,5.147423213683276e-08,2.45,7.855,5,9eUVQnqGrV7PzJqjqYJuZFCg9SyBCnYoSaV87YbbJgp4,14.728854
