,signature,type,source,tokenMint,collection,collectionSymbol,slot,blockTime,buyer,buyerReferral,seller,sellerReferral,price,image
89,3iQXFT9bAayn4ZjGGKBig372XMmFiNprjYpjVZNHca478dmd855JiCLuF3oHns6ekbxaZeDEDJG4QWfYgosT9U5r,buyNow,magiceden_v2,Bvks8nzHjjhAkLc7Z6BP8WGydLvEgZ7GseRyva85m3xk,solana_monkey_business,solana_monkey_business,137913669,1655488703,5n64TDYozuNb3eXkutCstCNazZrd6NZ2H5ot6MSp9typ,,TL5H2t5dELdiFpcERrjtELiiCUCV25MVd14odXfAb2q,,199.99,https://arweave.net/Oks6y6hvSmfN0eirbiq6ByYj9jernS00YsIQ_DISieo
90,25xT693vuT8zjsEmwDVFV6ad9tgHDDaRqSiUxjd17JV3N4aFPmLSgEe4yBRbYTk8WgH2wpLkBqGs276njHrvjXZJ,buyNow,magiceden_v2,3Te1p8o1N7mHjc81hcNpskyStTWT7tXhJXZp6D4WgzVm,solana_monkey_business,solana_monkey_business,137913405,1655488529,87ddGWytMS97JE48ZGJm4HoCueUcr9jBF7nkuRMsrZ69,,DB4HRizwYnWXiDuvqPpq3Ref85JgjEgZfpbapuggAYsB,,200.0,https://arweave.net/k1uvPwKRb_GxZUR_20GQz9NML8xmEpLjTdfe2-wWv6U
91,4ZgSs1SXHBKXzVDF6c8zT2VC4DpaccGXiuwg77vq7BLJBJaw6PrY345ycy27c5ouhR9s7Yrgd4jS2QzAnMoy8yrv,buyNow,magiceden_v2,AnhHuW1R5UhGTvmytHYR79eTieCcDnDACuTRvrPU6hZw,solana_monkey_business,solana_monkey_business,137913403,1655488529,87ddGWytMS97JE48ZGJm4HoCueUcr9jBF7nkuRMsrZ69,,ExrBgTgWFw1EjVNDXXT2h1szBJFW4bTfhkmPyATsVLxS,,200.0,https://arweave.net/oqNoamIP59q-0WGBAqMG6jrs2pkGTpHIlb-49WMzhRI
92,5yuDFSq9oEw9XEb8FB5DM7CJuVmUGcfj6uxzBdEZ8N66GyrapqdKUb7pjL6pkUEEjcLWiAeHyJDRj5YxGFVHF2vm,buyNow,magiceden_v2,8ygzobS7vavJx5nTAt1EK7UzcZLqRgWDGjJr1xdt6FQQ,solana_monkey_business,solana_monkey_business,137913271,1655488441,87ddGWytMS97JE48ZGJm4HoCueUcr9jBF7nkuRMsrZ69,,56rQrYrn1TH1AXuvvx1SDYkWZtars4KiYNApJXdeHA8Z,,199.0,https://arweave.net/GU7Hz5DBW7L5nuCK3z81W3XIoDv6kYt5KTT2gb_ASIQ
93,MvHmcTY6Y2ytB4Tnbpyi8t6hE2tsX5K46PzaAX1Akh2XZ8GgtCNknfG1DWajzQFPmUHmdW7deXKaUgoCMGJkddd,buyNow,magiceden_v2,GJRnoiXP3yqk3e84E8tTUEFv6KdVHmuRjqUvopVMYrkC,solana_monkey_business,solana_monkey_business,137913094,1655488310,2JsYLM3WdsqLjYGfnpa4Harwx3VPWDDkBtGkvrkEQBJi,,CYQP3jtuzKJomAKDaC7Xx8Qae8zvFjEgXp8afd3EF4PP,,200.0,https://arweave.net/-hhPTq22r_GPD8fG9C9T6eLr9DdL-zuBKxwM1CEQ464
94,29YV9Zeo99ougRzX8J8ZJcjdEex11isJWLAGkTqtScCgvxc9YdFtXGorRLYMRPvLJLmPHejY4xt88ngeoUB23mRC,buyNow,magiceden_v2,JBdPoed9FgZMC2yeE579hnrKom4w5477bzgaLkFQ5smg,solana_monkey_business,solana_monkey_business,137911517,1655487223,CGj6R4VKADuULiWSdF6a86r5u2VMdo6KRoHFCpu2eDpB,,EjSUh8D9zAB9zXCLR4wtrxkWpzHFhJULsSLoi8pAE9kJ,,220.0,https://arweave.net/bCEwkZ3uW1gGoJLRB5BBvYloMvfMuHiZfm1Cfinf4PE
95,2TN7XchFRpcU6vPSzJBdBe6i2c2ngiiCDfaxyRYpTGhyrYMUizkW93JVkHvJbt5ws6tjKdMz6xV219XngUGW8iWp,buyNow,magiceden_v2,83ErV3v2x5VtNunrSeLJsoXhRV7HtDNoCjQWWGZxQYp3,solana_monkey_business,solana_monkey_business,137911482,1655487199,zyQjqxdTMSkJykJtFwnVZbxen9oFRhtZJmrJ1eQYKA1,,9bZzZZk9ijdrdnxui5tf9hM7X7nzjKPRexMDrnvTnp7J,,250.0,https://arweave.net/_UiCTiQonjGfofzVW0g4Oq7e5yZ7j2EG2HoXJvIuHPs
96,5QYcxveb5KTag6GajYZz4djNcuhmcoSVks7cU4W66o3LE9PsTCriec67LEsYge7SAJCeRw5wuVMRQC8cruoBmp43,buyNow,opensea,Drmask8NifXEwQv5byqSzpaB9rzVnUupuDm1zZjyKh4t,solana_monkey_business,solana_monkey_business,137911428,1655487164,ufQ6EY7bzKdWNpC8hZH86WEzX6zkgqYd2eGaKbDyTU3,,49ok7623xSe3MtG7Abh8LjEDmtnTwA1in8QsK24H2VSd,,184.00294016,https://arweave.net/UeRFKHZXC6gUFxE2AUiVtkmCiaoeBTRiBdkTmw-Q1Qo
97,gJ1uXZeaAysRux1PKueYCxdksrYdyrK6ewRyhjLrRWVaruacu1HMmJLfGncmjTxfEiojLqtah5qNKrQdSoVfiod,buyNow,magiceden_v2,6pxZb7QopGxWC5QwDaaDbFAx93NxrQEXjs2yZJXvG7Bh,solana_monkey_business,solana_monkey_business,137910894,1655486819,HH33sE8iADZArhFauY98RVSnoedW77hfDEvzSG3yZvZB,,FAkCsN4VLwZ4hGMyFH18KnUQbWRoaPmRFnaSEPcPkQP5,,180.0,https://arweave.net/ehvzZoKnfCD7z1gBr2yXVagNG3HH5blFKqmAr2oas58
98,3Xj3kg5eqXoZxPqQoeGPAoUijADCjZ6d3s5tKeSYgptHUYGRQm4LMicx71UWFNiyvKcDjEEUeBrTCqLNW6PK9A9P,buyNow,magiceden_v2,3fP4nriMp89Eef9xjtLP3wf8kyUAyWD6CJd6z2gYTSbg,solana_monkey_business,solana_monkey_business,137910745,1655486717,9bS6N6ZKkjB9nceprvrpsRcGYgVGWzeUXobx5D3FLzA1,,8vTqmx7yWt7f13TYjBGjY5meNdcgXBfx71w8dDCEvX53,,179.5,https://arweave.net/lK2T19bIgNq7gx3T8HyddjlA__UI7pJ-lXIAGpq2Cu0
99,4SYjvzPtxjqPEqkVLXaJzHVayhwsmeJLhSJqVEyEnCwB1wJsMoQKxokaQMSb437sU33oyEtdA7Sr7vbcRPXPuPd,buyNow,magiceden_v2,BZKS6U9kKT3MtmWcn6iqigYeWNL6fymHch1ZxEh9u8yV,solana_monkey_business,solana_monkey_business,137910682,1655486668,BQfKS8ZGjYxVcWiYuhp71N6fwP6S25V2M7qADayMurFH,,GF1wpmQiyqZ6m1fFBkdjaznMJprN9s1XiirEjssp1ynY,,180.0,https://arweave.net/jbcVcmZZBa6sEfj6jrPcHef7Sx883pN5pz2UVJnQeaY
0,26Y73Jy96NdktYMHRW89DuCbUdruxfzrTasG2b4b7gaDLQjmKiH47LNvAEybmuBghyMXNmbqbfiYJraPwdptzQwH,buyNow,magiceden_v2,8eY1DW2rLY7Pf1Yava1SaZvyTbDFYSijE4DnP3JHjcBW,solana_monkey_business,solana_monkey_business,137910029,1655486217,F29xWVyQvyuKH7A95QCHrHPRS3QciAVjtEhuF1seZvkW,,A8tGzu2ohnz4R1cM2GoHFozXxwmgbgbr7iEN6bWLn6Hu,,175.0,https://arweave.net/pV780CTBp1q5n_4EEGo6W4f3UzZr6KwjbA5mzGRZ65E
1,3Ts82MQPkVUcRZUEX2YVwaE9xQTEcFZeRR36i8JnYMg3BJcvvC7BsAVJqiQqRsCgvwJZ96isGHFo9Gk86zERaHdR,buyNow,magiceden_v2,aEnEXTLsCEMwThYnTYaXVc8cV869y3Ez4cBZiVvcYao,solana_monkey_business,solana_monkey_business,137909965,1655486179,AWtswyUPcpGGyfL47paUWsEzHV9ZvR1haiMNEsNRypd3,,BSGmsmgiDxu3Qy2r6BuK1bXQfD1tDmf1Ts84TjimqkE4,,169.0,https://arweave.net/I8gjxM1vykfL5WJriKfb0mxSMoS1iziQ65WBWHYIXpQ
2,4nA6tTWpcGUfWhtDyxL7Qu7VjS3fEFRRfuMetEfTtHPvrgfmqLgNMUd4zmEFFx8Yg1txnqtzjMK366V6LXAjn6gq,buyNow,magiceden_v2,Fd239GN2qsNrcU7tfuCkksBDbsN1XjMTfawGVpdeh5zP,solana_monkey_business,solana_monkey_business,137909941,1655486165,34UpwY8hyNZQ5N8tiC3AYwNK9nhsf6PLRncUFoUqQHRP,,5xuCrqwAh1Tu5MsXLXtpnX6QAYuZ2J5raPJamudv4Nxe,,173.33,https://arweave.net/ZwSD_xrHC8nUkapCyB8dYBg0QbWvB7S2j9uiakBZMig
3,4RBsCsnW5z4aJ8tGeoxaa39B3AFP2kBCfH7UCrFLyVAizyCCUWEuNsvPEpi5phGvFsgm2fPbzmAQGnguf3GsSRtw,buyNow,magiceden_v2,6QCXXtNNYHp5Qkej4u2rMAJFPCqJLwN2iiV4BrVtRj1U,solana_monkey_business,solana_monkey_business,137909625,1655485939,25HkhZVgXWYmqgwaDvkYrYU9fnnzC6ZSbFeoUk1ko5eK,,BYTqCZH2SBFHfzbrr2ozH4ugy9JHtWmFVZHSgpReHNqg,,200.0,https://arweave.net/hw52K9EhabnoU2TGZPUk3DX9FcYATmb1Axewocu_xgM
4,WR7NiuvESYTuGh5QRUM9tVAvNvi24aBgyf4UKvvh6B1SMyX93sDZUF3aDZAt1QBaxrQv6edRbhmFb3gZ6jeiMJf,buyNow,magiceden_v2,B46PiazEnyWK7Nhy5Y8Edr5qb6qbPMuTh6aQk1ngZkwx,solana_monkey_business,solana_monkey_business,137909451,1655485815,4sLUnKmQ6i5wNSsCgMnh61X5FBp5yhr9W9gRLzfDBYGX,,5Vbnx6Sb2Y7N6NY2YUdZYvXD1joweXoeoors7SyBPpAm,,174.8,https://arweave.net/CwVAR9CXJFNot8f4smDH6CIDttRkLE-DzhZgF2m2Xlg
5,3h2yyuFVXAyJR5A9ht9m3YyoN9tXZjT7nR6UjcsmMG3p8h1gyqzbu9wKLW1MAyENKtZzpJSrhPee7cLXY7VrSiDN,buyNow,magiceden_v2,BFnmiDhQxCMwVne8VuZZZ2RWg5JoQv2eDUsLGQzTRvJf,solana_monkey_business,solana_monkey_business,137909292,1655485709,4sLUnKmQ6i5wNSsCgMnh61X5FBp5yhr9W9gRLzfDBYGX,,2EzbG92sNanZb9kBbNZr8mnFk8FJQzpDavTbkwwJGQKM,,170.0,https://arweave.net/mlv9Vfp56bQfCyrAKQktJsTI2NRlqJyFpC6AJ4juuRs
6,51QMQiie5xNjcVq5f8xHLfhUhJxBwQ7fBuHiREph5ff4CczKshgnYznkpxqWvs8DQUX25fBXY8pUXFjksjSjYtQN,buyNow,magiceden_v2,DKmjhwLEnEjTbDFG91R37W3UJW4bJFGU4MqXuVr1FvuJ,solana_monkey_business,solana_monkey_business,137909242,1655485673,9z2yJFQLLVX7uoMtK4AX6EJnKGc5KyMdda3WeLGdX7h9,,CdSCdVLjzcciAoiimkumrJGHAikyMuWs5eZNNFE5DjoT,,180.0,https://arweave.net/5V3sWy54zZpx0LtmilTqeJdSI4jviKKD27hN-al0H60
7,33eo5PpdSZ6i2XDc4QZQEUQ7nMkjGD3sVit3DsbwpcLCgCqoJjZz2QQayVpLAEXQhp9VpKy6Q4jKoGmi3bu2PGBm,buyNow,magiceden_v2,DhfDUFBz6HjsVGZ5qveFHy7NrdAeAigrUexabvdRMjQz,solana_monkey_business,solana_monkey_business,137909113,1655485588,67mvcnEecy8SPtqBq6xyDEEmENGdKub1NHXAL5zgCnxz,,B8LactoanANDRbubcsGdsU4XXWwWYDQmucH5CMGkZ4Nj,,218.0,https://arweave.net/JxTLxEXiEK1RCizeeyQKz6sbAuR37AW3NyNwME7ocmk
8,2sZGAZanYfbYFdXTqbWDdsoTevEMS7pzLPU1w2bYFG8qczTRjL5Zn5XPbuZRiQqHqhjpBkr9sxjd6AMY8f6hmREw,buyNow,magiceden_v2,ZNkmzBw231pZyivzpSXzFegTcbnG2haP9SijtYnKzrY,solana_monkey_business,solana_monkey_business,137909114,1655485588,B6Fgu5vciED3cM8MS4tW2Bys44Yu7Lhdq6NC6zuhkhhn,,52kGXYW963ZomHE4H8MK2unx2pUGAbq3ysqcoFDcWmfV,,166.0,https://arweave.net/MvcpYhFcHthZ1Ce50wCh732-lMfiI2BfcKoZ9ksPEnc
9,23Z3Kry7sbrQrz3F83j29b89ZuRYR5rWn4tNwuwsLcGAdy52StGkzUJu2BKFqfzEEyYkhqnErDRjLkoFFDaHwMcx,buyNow,magiceden_v2,CFo3fpdYKoAzd23VkdAj61CZtWVJE1F9iKfC2tFPYUN6,solana_monkey_business,solana_monkey_business,137908105,1655484890,Gwqbpuv7s2v5Zd2WRvgNs4hnfE5SCCJbLzUDNzzYkFjj,,FPqZPuc1dJcepaec4qyghHVQZbQSXHRWnFEQgcuUjKgi,,150.0,https://arweave.net/nO6lVfnql5q8v15y7EWwzzTvVs2GLDuxCUdgDT9YMc4
10,4yoT1gQA4kdJykWWP2uzNKpZjSaeRZYcY22oDEWkejp9vZnDdNPrSDFgeiXEUVPCgix3hT5FEBq1fvzaVZTMTAF4,buyNow,magiceden_v2,AGoA5NyRRyFjeGngVMkCBifSXsT6TFRrGZY7cB5fytrF,solana_monkey_business,solana_monkey_business,137908053,1655484854,7C5NPiW5fSkYe2WVjTjhnZ84dG7hJJJrv6XL1ANwou3f,,tMJwWYdg4h8NYHyuKfYeXQecZJJw8qxiqW2bvUExyC6,,149.0,https://arweave.net/Cx6JEJE3DsE5Kl5dakrdcDU65vXBMJO6KUHOwJnVeAw
11,neEWJ8Q8YeLnJrbwmrZ6zn129GEtwRvu14o5oSstUrR4jjprH5SZK3YKqkQzRDajWX1vMuZk1BFaRbvdbRKbr6D,buyNow,magiceden_v2,52XZZbCfcAurw6ZKWnn8deyfEjocYm7c32QmeXGacZcL,solana_monkey_business,solana_monkey_business,137907665,1655484570,9bS6N6ZKkjB9nceprvrpsRcGYgVGWzeUXobx5D3FLzA1,,BQB1KrcdAiRu6BThUb8EzwX2YDSMCwqcd7DZPTLRyP2R,,180.0,https://arweave.net/_sND3-WRjD8Xi3QuRCkwyhlpjpJ2hJyVVH7_oOBMKCA
12,51Pjy27Yiw2g8sBHeK4X9RTW76ZDcBgHfGH1ivgRqhcMtgBi76PBatY25wj568cePrPvwCh6i6PBG7zurDsyLReH,buyNow,magiceden_v2,ABU2yradfbRDnsNeUMErXfFrYigcR8oDRaafCge8Cksk,solana_monkey_business,solana_monkey_business,137907553,1655484498,4BakpyzimvK5VfK1xVHDyrvsjdsrjYcPfuWUrC7vfmcf,,D7M2CRC1RFbxGemnEgXiv3uXowGnvueYRSXweM8tU4zd,,149.99,https://arweave.net/NAuyRKRcjuGkk2G2xMNRYkWlaFZO9ke4e4sbD-jepQc
13,2X1DvzoRBaeVo26GLG8Ek6M58e6PpxgDARS7VYXiiMk4nCH6cmimMSvJc75sdLGRbRRTXTFpbLQ1V3bx4Ro8sBcv,buyNow,magiceden_v2,4k7hMsBp1jEBdJ3JMg41769PACeT84tYQvoMHAkpbFdb,solana_monkey_business,solana_monkey_business,137904179,1655482051,pDNXSpYcxYFen79GYfFYupJsfVhkWGsHWiKrU6t58Yn,,FPqZPuc1dJcepaec4qyghHVQZbQSXHRWnFEQgcuUjKgi,,150.0,https://arweave.net/4lKzM6732-Zh_mY0PVtYdJZQi610lt8Ay--tMLaJoNc
14,3XjrASfTbd2cTcMsCLdZNwQ35rV6X3jiGXqe8fss5M8fiLCSq8KFefWscEeh94R8F9Q5uFhCV8hQJ3mbi5aYuR38,buyNow,magiceden_v2,F7KWwpsbZxoyVsTTbvYmSXtRKskFithVot9is4PAQUG3,solana_monkey_business,solana_monkey_business,137898826,1655478328,EP2agvrXpCuNoRJw18GaReaVhcuuFFRbJWBEPmeqgdMi,,3uaTaEFELrVwgLS26XwJY7E2WjnvmkWJ2qNfVgjhbmUU,,149.99,https://arweave.net/o_wYUMp8QkdAC5bzLIFGqvssgwh3xePkrRPKTcGZD1A
15,4g4xayWq6AgNVuuZ7n1CXPnQ7JmH95nuKPpGzAn6n7D3XfrHqonDS76PEejEjQkH1c4kEGVL9F9JUa2BNUBKNEdk,buyNow,magiceden_v2,FoykKGxoF3oXr2v6zk4ikmhUHDeQYZDFwTzpSZ427dWd,solana_monkey_business,solana_monkey_business,137897957,1655477738,Fni7b9HLdAL1fPNHLYzQxAyZYN1y7MVKmjxhn8QnyMWH,,7LofLK8Jvpw6U2VeYbpaqtDXp1Pn7vtoNiUvQTg28N71,,137.0,https://arweave.net/IYH0FQ-sIegMj-hWZVo0TU71gL1km1v3CMYtWj34iew
16,Lao47YEKXGk3M5b9VSGPMpsnQpC4eKXSETY7BA92ZAqWP3jn6LzhnZea8g7MSbPswWjb9N6ZkyYUdFVmE8KcS2B,buyNow,magiceden_v2,FoykKGxoF3oXr2v6zk4ikmhUHDeQYZDFwTzpSZ427dWd,solana_monkey_business,solana_monkey_business,137895923,1655476374,7LofLK8Jvpw6U2VeYbpaqtDXp1Pn7vtoNiUvQTg28N71,,5dsMeKwinAV9kWDi3JrFAQNZBjVudiuSp6CTNiTQ26dR,,110.0,https://arweave.net/IYH0FQ-sIegMj-hWZVo0TU71gL1km1v3CMYtWj34iew
17,4t3q1KEMgxnLupbEquDw1eXRcgcH1NPAALbextc5TCHmZjXVtDK1ACg1GMoyPHcWA1mwxBdGp2M3kaELiSdifM7Y,buyNow,magiceden_v2,27GzfgSRKmK1b46CnNRcAWGxc2UopLTtijtUX54xFKBU,solana_monkey_business,solana_monkey_business,137881005,1655466176,96g6uwt8Yyo1oiXtbiXbaR49Npe8CrQuvQ6wuVgNkHS9,,5Vbnx6Sb2Y7N6NY2YUdZYvXD1joweXoeoors7SyBPpAm,,146.99,https://arweave.net/k3AZgI8a6wjCis7ddMk3w3_oB0d1WuMGK2gZsV9k0-w
18,4zSNy2wokTxEgaHAXiYEjsutJAhMEspR9cTqj95ScCYfgo4zWdvduMGuyD624vLaiBwn2YTGURSEzc8jSbtEW88x,buyNow,magiceden_v2,E8E6w9eFo6K2tTY71xRy9EVKyhYRqStoyd8LrFF6bvEg,solana_monkey_business,solana_monkey_business,137860555,1655452181,FxN5FNC2wTFoKhuYi48ZiFm2ErvkgxTQwnUT4L7gEiaN,,D7M2CRC1RFbxGemnEgXiv3uXowGnvueYRSXweM8tU4zd,,149.99,https://arweave.net/4ooUK3BbMgDGFkSRnk0-_G0sfpAzSz3Kn3WngJXn8ro
19,44mcBLLFB5qA9aLakxcShXvzenM3SJcV6YLTpVbXJZQUQjAeaPABq8AziesNCFxeDyJUsuMcGvJsBahtMK2qLfCU,buyNow,magiceden_v2,9Nu1CxU1LpFp5rnki482pJs7emkMTx4Z9gSYAjBy2rDE,solana_monkey_business,solana_monkey_business,137838601,1655436978,AtALaw67XFA1523t1CBVpi94Zu2AAHyr3zD65WQb42cH,,D7M2CRC1RFbxGemnEgXiv3uXowGnvueYRSXweM8tU4zd,,149.99,https://arweave.net/8ANbtBQJGz17lvHYGZcfNE4WTGS2mFMGiSX4i1Xwrr0
20,56mcqdBN3H9Bq3SgC5JFiQLiRXqhNPkQwNAHFeLqzjxx3UDWveaUZ4ypXaGYcKThLym84zLNm2uE3AWnkZ6JSZDr,buyNow,magiceden_v2,CB4BQU4uqWSFoZPfxdeJk2hsgU88bCQm2fvr3Q72TNBj,solana_monkey_business,solana_monkey_business,137825338,1655427760,pDNXSpYcxYFen79GYfFYupJsfVhkWGsHWiKrU6t58Yn,,5Vbnx6Sb2Y7N6NY2YUdZYvXD1joweXoeoors7SyBPpAm,,146.98,https://arweave.net/47xXutiJ4j3IcSRIrM8bwvKklMhGleI_K6JDxubo1po
21,3A3YjWrL8BewTUxLegEUXggWVtSk3bJzeTmraJsXDCX23NskjqQAAxPJrSv4i61ZgqNwgDB7iXUMtzTiFPXDu6J,buyNow,magiceden_v2,F1e3B3bYrMNidFPtUALY59Gh3tzWRv4EL1vcgRWF59zD,solana_monkey_business,solana_monkey_business,137818293,1655422876,7LdciYKjoWpgEQx6LvnXEJNwfwbHNDqeSxKkEswhsKWA,,FPMhBiWE6zjYwej7bAMNWem2TMGvJ5QLM5fT9bcrE46N,,140.0,https://arweave.net/8O48Wk5KxHVM1blxpGVLVU_gWQUW1mi_7XTQ7uf1s0M
22,4SD1bymqFkzS2iXAv1LDNHp1reoin2cqCjjitzFWkSGjkStKrw9bdxprLZTSZygU6pmPgTQiZuyb87CSvwSfVYUo,buyNow,magiceden_v2,9agU9phL9MfYAQB3UHwivwWtMqNYyZxHgYtSWapVNfrD,solana_monkey_business,solana_monkey_business,137806571,1655414959,A3TUPBzvrfYg5d7JTZyhTwVCE2s9fJRKGvYVQ7GSJoha,,2RRkZxkkYX3DoHaGdPrFrHYgRSo4dMAXUy476U3YGACx,,150.0,https://arweave.net/tjOft3v1byBgX0lul5gsh0wqRRfJkqmmcxZ8BlnymaE
23,pw13cN7bpCk7imFFGkS8rguEtbWpZiePFqiv6PCpLUDwp3SR7JuduEH1LCBVugTraW8KsUfETK32mCEqcKTMi7m,buyNow,magiceden_v2,9gPY68txSvTkBJQTdk8u2E7gST7PUTCRJYeVUgY47MfW,solana_monkey_business,solana_monkey_business,137778269,1655395225,CTzYhmFELbtG53dAr88W1UMfybtDBKvzraSDnR3oGXuq,,HeNdJGQjvsgaAHse8ExC92dvbAgH2zjjCs8ARaquUi7M,,152.5,https://arweave.net/p1g0DN0dAISJw_5S5sB0FhANVJ6nFWvJpgpcSfOWudc
24,2zziTT99NrNVTPBWXE2vCArkZeez2SMLfGDAXcUcmvpsKCqug5oC2Z5omS1Pa3xDSGrpHYSpkmANx46w9bsrKFnz,buyNow,magiceden_v2,2taztJqFriLSiqgv1NRjCvjvGM7NHhsAu8mWt7Z9Mbo8,solana_monkey_business,solana_monkey_business,137772560,1655391227,3DJVHEvXwRLpCqN5p5W1eYwCQ1ZkK8EySx9qja9w1im2,,3zYE5h8FF46EVZw2oMLfKGzK2iXZYdkispwfYzeBkRhS,,145.0,https://arweave.net/GS4SLPHyKbQ5LDjKG_LZmaT_6Sp9hj5o2Mbcq7bgHuc
25,3fPv1MCYC2wWPWGdXucnfsAiqCa2D2keBcMDsY4os6AD6TPRHYA87abJwL1Aao84oU3tBbsANNKVc2vKTNKYQ8cT,buyNow,magiceden_v2,EYHFWCdngsSTYiBaR4s39RLmH6dJzQxvGQyJBdzoC8Mo,solana_monkey_business,solana_monkey_business,137770761,1655389966,5WaykzGPz4q8Xc76S25r2nxmYm3GhP27j5zAuHkuq1E2,,Er6QJPusC1JsUqevTjFKXtYHbgCtJkyo1DNjEBWevWut,,170.0,https://arweave.net/8DUQmkkHW2AFCkktX4pvC7jeM4hxLZ4pNwWHgwziefk
26,64MZQgcZfo7fC23QRVvtGPYMohMZrgX5gtxn8AhefnDpY15XK7wWaLrDQocQknuqNhrdYUwdtmT9g6uxTEJGWYs2,buyNow,magiceden_v2,3Ju6HtVZgMYEJ4xnwukdBeNmJxyrDEdAHFJxcLWRXTcv,solana_monkey_business,solana_monkey_business,137737152,1655366838,CinHb6Xt2PnqKUkmhRo9hwUkixCcsH1uviuQqaTxwT9i,,Ajhf9YxAB6naeD49uWJLPzUE236VyTSXjo5GvEcXpwGn,,184.0,https://arweave.net/Z1hoDqqj4SUZmn9mC2KX-z7vJWo6e-3KyAQ8Vomc-uE
27,2bkzyyo9xJXcnachDkbqLgywqKpKeTDResXWkgThoMMhrk8YwHvhkw36oFesAvcTWhSRLAgPgAPDMMBQB5iJzDDE,buyNow,magiceden_v2,9KsYd8xMGuxToGk2S6JktNzHHBjxCSn2LmBXzqsbcPbr,solana_monkey_business,solana_monkey_business,137702336,1655343037,8cRCZ22BMzuNY7cSB59a1R7iXzxobvjuPpS3kugdMSqR,,C7PHgkfP2A1rKK5sx2fksdnFeCtjASEtZjBJEUYcYdn7,,145.0,https://arweave.net/Bm28MemkEnhz1bRAfkOPUA0eYJ0ki5CPdv9xH28veNM
28,2pDBgj4VBuRsLTSYBSEDGP82w5zkddgcTi7xT1QkdiP1ZUak1bZwvfaz1rSsg9nH2RZNJvhbCKN4BZ82b1XsWFjk,buyNow,magiceden_v2,FVcWQWZEfGjAHzvbes3dZ3GucpHWguqjWxLdwQXYuMoj,solana_monkey_business,solana_monkey_business,137678279,1655326363,HsH7zSFpZtkBRax7Jkg4z3f7XMXBTLewRmhQKw4B78M5,,94mKkMHdKm6Axiy8dqZpuh3saP7Fs9Gm4iuiD152h1Js,,150.0,https://arweave.net/u3PXMO150UR8N_uRG7RCZ-JoMzkS2vNe0t-Y7AMcl_M
29,4cMgrwMDETuPiNe3f94afcHHcAL7W7xfc5MaMpHgb7xdShHsV7azAuLduTTfsPvyA8GRkXwp42k31AfM5Q3mccNb,buyNow,magiceden_v2,GTzCqgB3h3DEiA47a5F8v4bGeK2kLMXThjUuyQkiNKjc,solana_monkey_business,solana_monkey_business,137671323,1655321373,FpFd3d4cyzythvbjFnG9Lvri2jSLSmPhF4Hw5qFAb1zm,,DazMiLykDLsEGnpce9hYYFfmaxpm6DvKNgHMjrbxcmFG,,140.0,https://arweave.net/IX51jxXnaFw1VF6c-L3oLWxDoAKU047MKSVGokZmWd0
30,5iRMmjvLJ73dju3iK8x6bTgQFvhPjt99qXA13Jya3KVd7dF6qXwYaWwUVPVUknk7Vq6fHBy1vDS3gye3JvWTfkMA,buyNow,magiceden_v2,8beH7gNFBv3GijNTSiBcs5Rf4vQZtyR2pv7ZhRHNHepJ,solana_monkey_business,solana_monkey_business,137555447,1655237838,82uG9QoC8fwERBWgo25BKW6NyUJmq6xhRLQTJQEgQoGe,,tBayQ57yDSTsGW7FcPTyvo2rSVvyKFJX4GjeanEuD8a,,185.0,https://arweave.net/3iOCZFnR6pIDqajwt95YfkEdGKzWQXKNTBG_oMgdpnk
31,26oe9w6vSUWMpkDXNJYXLMZqZKjmxoEqZzjKaFiwWHwy2d2ck74W7HsZLgTNgjbWoYyBcugsEdQT1WV1FfUi9Hxb,buyNow,magiceden_v2,GCZqGR74N5FWNkk8nbzYb94MWZfJxRkeGBnuBAeAy9M9,solana_monkey_business,solana_monkey_business,137554695,1655237303,82uG9QoC8fwERBWgo25BKW6NyUJmq6xhRLQTJQEgQoGe,,CiBAda2XwGVomxLdkQb9JUd5qCE8TmMbFouR98UdMTbN,,150.0,https://arweave.net/_OsJe6jf-nc1SxtR2UC-R1bindHSFZh8ZbcOphMgUWo
32,g9aRN1J169LRFGng7zwQqASrYp7XGruH3rs1JCeXR2qXHHrSi5D92GVP3Q4aFiXLoePmrhoQoWHmvw5zeQL9qju,buyNow,magiceden_v2,DnYqBCWLFoshTHvHNjKMVr9gDWJYm3FGPcRpLj5dCCox,solana_monkey_business,solana_monkey_business,137533829,1655221865,GiFgr95KyY4mpNdZj1B32u5zqW1Arof5jaUnYqWLJbC8,,2fmFhbR6Q8qh1jsoS4MMoqauFozPM4b4H5aty2B8txfJ,,150.0,https://arweave.net/5_jfkXm9-mYoDa6pQSiqeLfO3D_mi2-D3uRvaIQybBc
33,VH8Kpr7PvUypH4MSFDzaSCMqTeLHBFYpALzfvUQ6b4SVkRB8HW4eHakumpGUPns6fhXnZPzT9id2JpoCnFMFfSQ,buyNow,magiceden_v2,A2nsEzionP4fCdRnbuipSguF8RJojtf98TXZyp6gd5iK,solana_monkey_business,solana_monkey_business,137526397,1655216225,H7MyRmmGifZhMsBCyKiHZqeSou9tZeN3f9ocqXi1792n,,8Tp9xjAF1uEcX79YYuL8fVyMCM7A6bWDWPbSpwibWmio,,145.0,https://arweave.net/WPAbF6muiMfbDHYSnE4D3MafP_eCj9ig4pjEMOzq91U
