,signature,type,source,tokenMint,collection,collectionSymbol,slot,blockTime,buyer,buyerReferral,seller,sellerReferral,price,image
44,3dAkWzQkn8pJedtJDrQpBHJkq3BQ3HyjTR8eCBaXWbgaNv4kFgLiaUzxg5CRy2WiWbWcYFLP9uhSMNgcetcyPvx8,buyNow,magiceden_v2,7eT6suWnxnXuZSV9Nu7DtkbdGbTWibXQQfaXz3URx4Qt,solana_monkey_business,solana_monkey_business,138858378,1656095693,71iyRVYAxTnQ6HkVmvZhJa6kN3skteQMrK5SNE9vWcfV,,ByAQaHJA2UWvSYQDqfgL4jMtpfEqLxHGyazuQDoXJgJ1,,178.0,https://arweave.net/stmKEJ0m4VMpUJadHrt4bFkSF5ibHtF2NWt5czDj_5s
45,3D2oyrCYzfK78MMSmBptPGoL3QCpSkb4eDiReYkhjdQ35nKZNApk1paTvRvYMPwuBcqvc8wy7faVLgMUqe64xBLr,buyNow,magiceden_v2,gtcRmjjtU6wToCXhcJCWK38BtZfh4pxqhEhxfjqt3P9,solana_monkey_business,solana_monkey_business,138853439,1656092243,6SFShytsPZ61KuauRbBppAcs6WwuNXmEHpFxBUp68EKP,,Bxf3XgAV8bgRkAvLPxgZXRspardWbYVNc3T2GHvFhmGj,,269.0,https://arweave.net/u1B-IOmcx_X-enNYY38xgNYwXC4yYmYlKZS1YX7CtXU
46,3vBoHemWMu8kjrMYkgVjQRSdtmbtioEsMi1AhxJT57bY1sLSQWYFVNzUysQXpNn6C4V1EU8qxryB7oVSAYMskAF8,buyNow,magiceden_v2,AGoA5NyRRyFjeGngVMkCBifSXsT6TFRrGZY7cB5fytrF,solana_monkey_business,solana_monkey_business,138853250,1656092111,3KfN4ma2MsqdNmzc7fVBbAa14HC97B9rvc3UyFATriy8,,7C5NPiW5fSkYe2WVjTjhnZ84dG7hJJJrv6XL1ANwou3f,,180.0,https://arweave.net/Cx6JEJE3DsE5Kl5dakrdcDU65vXBMJO6KUHOwJnVeAw
47,254fSMZrV8yAq2BXCmMrj8PvGsRoWZEtRdqUHAF8zjFaj4hGzivXSsBeCSY89cbEcSqAavJUALeeVET7NksMcBeB,buyNow,magiceden_v2,B4ZkSYsbpVdJv6qRptHtp4vg7YH8pkWfhHbH5nNVaZVh,solana_monkey_business,solana_monkey_business,138838137,1656081667,5UBiv17A3vDiU5LuyvZznC6votZSCU5wL3vdneAKc4RY,,xxxkyHtwhjaEsG7zjXCGmcPoZowbRFMXW9QztsTbPMV,,199.699999,https://arweave.net/rFLUJFMhojL02neHDSzeCLPa4rRKuhqrolhJJ7CNplE
48,2xHfSEDMhE3mBvHg3LghHPjHGQ2V6HNvWgYeznpEzEQfFHfiU7suyyeKLD2cjvNmBpFLqyHdTgdrFQ26iy7svW6q,buyNow,magiceden_v2,GxrmGCGmx2biGDRjwFV7QsYR6zcFtTJBs5fbsxXa2ysM,solana_monkey_business,solana_monkey_business,138830320,1656076316,4kpH3CTAjCiMhHyCUMF4UgwzACdKoZTmcNLafLBHaihT,,JCcM1BxEEVomtjr4YfYZxDHEUCNBmRS3xRSFoh3tR3wh,,315.0,https://arweave.net/CbabAE-mJIyGqRbdDMArva_a6_4bzkA_EsQGhH2S3IU
49,3C26aMxdUiywaxC31wTqQ6d1q2J3rH8MPhcn48cZqxrGiejfbxsAZeH7FRu8gNjiJX9hu6hF74Acam54MVnyCN4F,buyNow,magiceden_v2,DTti1UPENMnd2HG6BdWqYrCJoC3k2LjCNyAcMASJoZxG,solana_monkey_business,solana_monkey_business,138748169,1656021163,2tgFstQ9rSguBiXLjRk5w48AwaZ7q3tZboNemtVsUHYH,,8Ss24Vx5Fkf2bgLPsoqMiP1pfAeUmfLqS5M9hAEq5jt8,,175.0,https://arweave.net/i_HRFEdQf0oXQtsmJERDFdRSZRzERMpAa9o_w6MIK5Q
50,4WpR6x95MEuWmS5gFSygyeaLG8a9x1VgbTMrJt7UTajVVjtbFGfra7ncrraXtwpD1cBRc4DhhyXD36Ru2uwi9Gye,buyNow,magiceden_v2,4BaGLrJLDyjmWrJg1GgRKdGxLXJbb7ojG2sy3iA6j1nn,solana_monkey_business,solana_monkey_business,138734517,1656011895,HZemQZgPjcmkFgQcWeJox2fFQo3iz57YwFKoswd4YQzh,,AbzVfgsDNQcFNwKyfnKzJ3ku8qW8HAAy6rJUR5nNSspN,,340.0,https://arweave.net/ord4Hf7ootBDyq6xCsiAXmql5KnjcazRkrDxXZkDEM0
51,5v59yppv545jcuy5G8qRQQxefCxrCUpkwonUKPGtxFMJ8gYjPCWAgaoreQRnFmUBpVNd18YfP4mDHD6xQuQh4vMo,buyNow,magiceden_v2,8TyChvmrQJZ56hjy95CqrAPuRsPhF9ADKrRUKJ6voz9c,solana_monkey_business,solana_monkey_business,138732433,1656010420,4biqpH15EBhg2kVRgiBdow46gwRDqf9BqbkNaF3p5vVm,,HGEj9nJHdAWJKMHGGHRnhvb3i1XakELSRTn5B4otmAhU,,188.88,https://arweave.net/a3lwLxkfcKLwij74zY4XlCkjsNDga4qiu4FgQl83_40
52,36VQ9y2zNa7zn1r8idk7tsZJKMVzxhY4HrhV8kavL1reiHm5gnKKhc1gCYjeUkUDPWnnJ5SpEWFNRypMvYozMEx9,buyNow,magiceden_v2,EKpBqE1s3cZYx52xSoWYUXfefmuxGDPEvSLWw6mPDUkg,solana_monkey_business,solana_monkey_business,138701580,1655989006,CXZQjcN3o4nq2BkYS1Lz2CabDawzV1AZkG4dJuSW2KYw,,3UmASPG748ZBZKdiaJWvdZuRQFY49uBEhwvxLd2Hv3gU,,190.0,https://arweave.net/cmz_sKk3KNKYhUch1Zdnwkss_YgZVkz4gPsPQQNTtTg
53,7fnxmAe6Hv91Z4UcEmBnMkLVW475CuTSQyWGPVD5ZbcqGQiphgBqMRpBofquZLawaw1HPd7VnEmWMeinNAsuije,buyNow,magiceden_v2,HPaZVze4KBmMEEunPkk1TywAByHo7HAeyi8JbQLL2Wau,solana_monkey_business,solana_monkey_business,138604961,1655927631,2bgHkGcqkB4VqtrXSB6Ns8XzoeJLP7VMq2XxWCztqHKj,,6gcWHkwaNTQfd99oBY138vkQEc6T51v13YJ7rvkJbMPP,,190.0,https://arweave.net/jIciMSk4MGp28E3WK4uDZWWFDFaZe4UR57ZfysUiEM4
54,3k6QJNJ9is3T7faXXw8tvq8nhkXr3wauuhESkNe1TGV5y1xcZSmkPSZFsSb7XU1Fnc2Lt1BA3oA2Q1q3x9nkWPTr,buyNow,magiceden_v2,C8U2LFgRG56HVZ8VaPdDTT9qnGuTJmjAHQyML2VN1VNe,solana_monkey_business,solana_monkey_business,138598284,1655923284,AzTeqvo573HzVfRVhKJ9w6wpiAoyXA2WMwfzv7RPcUBr,,5UN2S41hEVehUw9RC3u5NsA1N9KmBLmpmUvtRk82v8JN,,189.0,https://arweave.net/76FEA7ZOsVidVsi8XNw-eOxED2wPwiTHRiFBj9cblxI
55,27FEvWDPz2LSWhGKPrNBt4ngtuHgosnUZBhHZYVAonu8XMMbt2i1kPEw7TT8jZgenUxakCYfcdJ4D1SQuHYzrFZw,buyNow,magiceden_v2,FwG6GrqjunmJxNz9pyEpyxnjjpWhtLaptKxkxwXU7ZC7,solana_monkey_business,solana_monkey_business,138585296,1655914680,EUk3St1WoKqdFT491bg9BuQhqskZmKiywF7TyEvbaPKB,,5UiTRoNdWJKZYKaBSRsUgyVoTcRYu86N8cJCdYdyBDqB,,174.0,https://arweave.net/r5PA3qwApUj71yX7mQSk6MSndacQQO8ldi1oxZJil_s
56,3q88Uk6FTVofok8PuWhdamRzCi27pQaku3MTkzVQVwsmtRdR1z3RbGdKMkBt9PiMVn5TxeLJaWV1w1AQi2rfH7kt,buyNow,magiceden_v2,7wPc6LpixP9wSnKiadtsDXWJ7jSvKe3kbWcGEfDq6z4D,solana_monkey_business,solana_monkey_business,138565832,1655901622,CNH58hZ2XNqriKD3Q6Y3rBjbFCTKyGqHo6MtrRkdjxVg,,D7M2CRC1RFbxGemnEgXiv3uXowGnvueYRSXweM8tU4zd,,180.0,https://arweave.net/Qx8aK1mZLTocjV_qQn42NZtPOYeFv09rr4AIu-pjLCk
57,555zgxYN2FTiNYXKBbzqduQMhLerUn2VbFP1VY5ZprD9t3R3Vacyp2mPcx1AqMahBsYMUpSPkdbgiePA6FyAj5wS,buyNow,magiceden_v2,FwG6GrqjunmJxNz9pyEpyxnjjpWhtLaptKxkxwXU7ZC7,solana_monkey_business,solana_monkey_business,138508854,1655865299,5UiTRoNdWJKZYKaBSRsUgyVoTcRYu86N8cJCdYdyBDqB,,5wnJAE4ZC58RY8qM4iGprvWfU7T7MxAm7aBiUQkpG69v,,130.0,https://arweave.net/r5PA3qwApUj71yX7mQSk6MSndacQQO8ldi1oxZJil_s
58,2TgAS5RBJSAPp7A887tKnGUuLLEvetbVia7ghXvR3jyBKj6gQUohsan4KNHaUMHcQQ7a8BpUEqHJrhWMjhaz5w3i,buyNow,magiceden_v2,GZQKqhPHxpXMSKRrtoV34PAegu1EfLCBqCeCFNzZDTS7,solana_monkey_business,solana_monkey_business,138462142,1655836379,6xMeg4g9sZ2R27PAn9P1RreoUEqConyaC5UnGjkD2zNb,,Ae76XSFcjCkt9uv1tbr1CsYdKkvA3KZDxfS2FY23gKhE,,182.8,https://arweave.net/nu9NSPmwTjrVLszgPngqvihYpe01SiJES8fskIskLQw
59,2NVaG9iQuZj5CHQw9DiDerZTPhdocHCtGtu8CHUK3e8z74LHYz2ZyFSn6YqFgD8ffvXjBr4Bqe7gxC5oFMV7qZhS,buyNow,magiceden_v2,9fpMsPGnGZKt4UJMqngkcccU5G6ThBMcBgczjvmytx87,solana_monkey_business,solana_monkey_business,138441116,1655822743,7Pp8wSgK4pghxDFujeKmj51UD3DSb76ibJk6Ahv2fJf9,,Ae76XSFcjCkt9uv1tbr1CsYdKkvA3KZDxfS2FY23gKhE,,182.0,https://arweave.net/DMl2O3tFhPKKfTu3hmeQE6JsJH9IQmY3M9TCLlcSDjg
60,2w3Hke69UL2yAq43QryXDehG7JSawojseEz1qAP7dzCScSFKf5GfBLew8SED5sEUvznVMNzVDRxcmUoLm3VRbtqk,buyNow,opensea,EFj1pDxRNJkzYMeRiBi3tfWXyPNkyDzQKx9maG1LPjDL,solana_monkey_business,solana_monkey_business,138319784,1655746842,HA2v9LiJEfd2BTUsBWpD5RXx2xGZVsudG3bM3ZC6eLXG,,HwLpHRZFiNN5TayQkPZsVYy1maXbTFH163PErKELN9Zh,,251.00204928,https://arweave.net/INeteiOtwyBgoP-mGBoS0365m8IN6go_YJP2expIstQ
61,2oCudYew3Kb9TGo9QJnCKLwywkeaUp8jXLWVYxB6MM2jzq47h8DtVbd4CSoRZpcFPQ8T6DFNZogtmRdDtsF4tZRx,buyNow,magiceden_v2,5EFME4KCmDGoF5b7BVKBQBFREcYrZutvjmPumWburwK4,solana_monkey_business,solana_monkey_business,138314387,1655743231,AuYVtdxUQcLgiUCG38uoWAEQQ5N6sL5ZDrwS4x7WPnLB,,3uaTaEFELrVwgLS26XwJY7E2WjnvmkWJ2qNfVgjhbmUU,,182.99,https://arweave.net/OnzH9Qakkm8_WyuirLOCyAusE3VgczuXp5kola0aNCw
62,26aaj3gJG3WuUKbupcXrqn3YmoSfGx4ehi36g8opzsvdLUNVfG4UJfGy5b9HSkVjL2UwNK3M95F7uWoPHtp2dy2U,buyNow,magiceden_v2,8e9zHf6rWBXa5JYqp88rPkC1SvCC4mAuxZmJxUpUXqGi,solana_monkey_business,solana_monkey_business,138273237,1655718390,9NpTLu4BChJ5CUn1ocEpNRTThH1MhRZ3EZnNJW4k4APD,,5UN2S41hEVehUw9RC3u5NsA1N9KmBLmpmUvtRk82v8JN,,184.0,https://arweave.net/KbcisRUZtfxfCb3I3H8dq8nbTDd6RIGfbxKDYbkKaro
63,dTzEZS2XD8SFEKbZAFDrD6eU9Qk2LEEhLa6ZRfu93mSZxnXQkpxMzdYwzA75SuTWSjJM5eaAfZeD9Ng3aNc4FcM,buyNow,magiceden_v2,3aFgQbo8jBwvvzHRtu7tg5WGo8nUBAbgPaz9kbWPxC1f,solana_monkey_business,solana_monkey_business,138244365,1655702345,3VFv9rMUrmQZiwPiXXjWvCdXuM8QQeY5JU22MNhC6emc,,HhpxcqJMXMRegQzcQFiU37azoY4F35612JBCeDLJ5Kxn,,179.0,https://arweave.net/BXlDJz3upzcC1vo7VrgN1396WdOHGvedbIlUG7OwLpk
64,4jZnfHmvi6aSTvaGTqbTN8UHQHUHkWXE6Mg7PeTn1mBMdRwdh2dfsa9vPSWeFsw6GFhV5cdgeWxpkcXKaPVULSiM,buyNow,magiceden_v2,Hou2dgn8uvAPhQAXMhzzuoBJJR7fxs2tnmKdNAYAjKXv,solana_monkey_business,solana_monkey_business,138191299,1655671952,2mdUSGaTXcNGKNXs5cPURZAc6euP9jNtEkS7JPVr4hEp,,7ndsKhbAX2ZdAw6hMdxVH6MNDUn6EhqPNBkhTtjiArfx,,179.5,https://arweave.net/9fBvPlw59WVEpF79KSKu5okzY8IherAXvBr7cLXaQNA
65,2LJfmnJbDQeMEFjPfgTvkAwtMgMPogRWE7nMUbrueZ3KhWxD8iQitcGgJZwJzpXakR7JLMatppCgn24frL7sCTee,buyNow,magiceden_v2,ELrLvpyHmFNK6aC53HPAcTm7kyRYxBMdDhghfLa2mtmc,solana_monkey_business,solana_monkey_business,138191188,1655671882,2mdUSGaTXcNGKNXs5cPURZAc6euP9jNtEkS7JPVr4hEp,,3p974drMVbafUnmDg1jPPbzxA89hoF4HeCdXz3TaEDF1,,178.0,https://arweave.net/EXMQoBPKF3LbWssA9ORM6vMINe1eSBA5xjiwjOS_hzQ
66,2HUp4HMXoLLgiWnnhH5esd9K7o8RBZVhS2vTuMGwRWGjn9BrWJceHwRYZsjXtuWafnPP6BppBNSyxsZv4dswu9WH,buyNow,magiceden_v2,8ygzobS7vavJx5nTAt1EK7UzcZLqRgWDGjJr1xdt6FQQ,solana_monkey_business,solana_monkey_business,138191146,1655671857,2mdUSGaTXcNGKNXs5cPURZAc6euP9jNtEkS7JPVr4hEp,,87ddGWytMS97JE48ZGJm4HoCueUcr9jBF7nkuRMsrZ69,,178.0,https://arweave.net/GU7Hz5DBW7L5nuCK3z81W3XIoDv6kYt5KTT2gb_ASIQ
67,5pHBMyRVp47zs7s4axBDspVrvnPh9gmUHKjkaUdeoXWj9m9h8r1KF6aqtDzK84cYmpex1saZNJA2g1ciraFFhjaB,buyNow,magiceden_v2,3Te1p8o1N7mHjc81hcNpskyStTWT7tXhJXZp6D4WgzVm,solana_monkey_business,solana_monkey_business,138187932,1655669813,2r54u8NVxaU3KK5tVgbarYpfGqKrjs1jTDQGphjW2zAq,,87ddGWytMS97JE48ZGJm4HoCueUcr9jBF7nkuRMsrZ69,,187.0,https://arweave.net/k1uvPwKRb_GxZUR_20GQz9NML8xmEpLjTdfe2-wWv6U
68,5tX3Qgu4h7DSMHfDfNCconrsUV2xpaBHPkaNgAXmhKwkguf3DKXqHREhipVwZkQ52MWztSoeYCREBipLa5ERiTXB,buyNow,magiceden_v2,G3DcaPqR7ezFBzGcZpM7gZJXoruMoewCgkqfCkitdcdx,solana_monkey_business,solana_monkey_business,138175686,1655661900,FhffTxyHyRvXQb2b7xeaeDuTKCBHYUuVw7VHnbJziusw,,7ndsKhbAX2ZdAw6hMdxVH6MNDUn6EhqPNBkhTtjiArfx,,178.99,https://arweave.net/xXca8CqiquS5nzY8GH_1n7IReeXCQzvCxT4tu4SuPMs
69,3FEZeTsRv9XMoM8vfs17Bk6qvqPAkSY7CPuEykmWcenMwqWm9SLw4Day6miy2hoAziwagheo8ndNCNfrCx54jDye,buyNow,magiceden_v2,5SKg9yLJ5BzWs2CyAedbPRaxTyLnWMgWeiiDM77MF1qp,solana_monkey_business,solana_monkey_business,138119959,1655625483,9NpTLu4BChJ5CUn1ocEpNRTThH1MhRZ3EZnNJW4k4APD,,B7RK2hgSKDnPYQV3AuK7PEowoLftY5cNPu6esmK3jrQ9,,176.0,https://arweave.net/zTKLnY6oN4SHed8OHeB_hwJpKkh-Wf2uQ3tpq3GDZFs
70,26z6kESWmG6iiyRs7wy5D8JXRVznYox61MskEwnvZcUr6gmRMgZvy52a91qJYLb8wPie7hk8dS79MXAoHGpsAMCR,buyNow,magiceden_v2,8VpYc3EAnUYqQxd844HW2UJmR72XRAo4uZowNNx7abtz,solana_monkey_business,solana_monkey_business,138100984,1655613672,7V2Rjf8aeL29PHS5jcj5DNEm1mpuY2JUNaDu1eTpjCiw,,3fCRZT91YY8DYgZgk6dnbktuDQS4ZAYAXhJdAq6GF8sx,,280.0,https://arweave.net/wLVYAgJgN-83v0tf9TkjfvRe8jDFnk9oDnm7pEpM3KI
71,37fxbA9cwZ7jxD9AeKhJ7cDC8GZftHmW92ZwAWrzQRxKcDA4nZ9UQ5CAPL3a3obnzyq44wxe4AjATuSFyWXnD54a,buyNow,magiceden_v2,AnhHuW1R5UhGTvmytHYR79eTieCcDnDACuTRvrPU6hZw,solana_monkey_business,solana_monkey_business,138011639,1655553651,9xLwp4Y6eRLTRMm6HtKb4L5c6Ecba4ywjpfERat58YLE,,87ddGWytMS97JE48ZGJm4HoCueUcr9jBF7nkuRMsrZ69,,189.0,https://arweave.net/oqNoamIP59q-0WGBAqMG6jrs2pkGTpHIlb-49WMzhRI
72,3Jmn9rrCumPkheZTHd48yrK2mYsZZJyv6R53ga79iiQaQWqWLNpVP2utXehdm8kuynGMkt4HVm21nzXyyNiLKjZ3,buyNow,magiceden_v2,5DkQe9zD8fkHTrsGZ9RvtUnjJG4Kr5DtfPW4mhm1UH5F,solana_monkey_business,solana_monkey_business,138010994,1655553204,GTs2PFWZQ42bcVxsHtbaxtVn9oFdL2onsJRy8Kda9Q3j,,pcov63Adpcob16T13DwsP5dFFuaCDME2fpMMYVTHtWw,,999.0,https://arweave.net/Jw6orXgNSJ2tyq-wHSyB2Xjx5UQDe1_N_9-R-3V98_A
73,2n7exBpoqY4vu6vnxPy2d7THmqKwNziDx2yVob6H4PEqA8dJEbTHkwU642tqEeu8kjFqun6XhfrxWuj4jenrb39m,buyNow,magiceden_v2,AjhefZWxeTQYxu4URwqf94GbnTHddCpb4E5MbKLAmV7j,solana_monkey_business,solana_monkey_business,138005394,1655549280,J2hvHMXCkHouwWUDgLpcpjkyW1jUBX1rdxT2ZMhMLo5r,,D7M2CRC1RFbxGemnEgXiv3uXowGnvueYRSXweM8tU4zd,,185.0,https://arweave.net/hn1SZIu0dHIMBPnSmoJQ1vQsIC0y7chZS8OM4wpHthU
74,4A4KRERchyA4v2ceevYBZRYcUYmdDtrngKapNz2HDPXLzxvUhUox86nqPrGZiAhiUGykX9iZmQBd5362YtFVzmhT,buyNow,magiceden_v2,6ETaCHv9jq33rvXTYxkjLdeox6Fxs7Cyft1NL5pebGw9,solana_monkey_business,solana_monkey_business,137962307,1655521403,9zjxoKgsQSkcUTv7P4fSYDPFFQn2fUCy7pSwM27dc1jn,,D7M2CRC1RFbxGemnEgXiv3uXowGnvueYRSXweM8tU4zd,,194.99,https://arweave.net/n4Az8fTfXHm72RqOUFhg5rRgmuEKFev6YGP035yfhHI
75,2G4uBtAVAAs3fRwm2w93VQ3chtQqWk2a2Qh86EKXGiBVQ6AB7PthjoVeP5QTkVfbJLtMbiwUEoTeofCeQSzovUtb,buyNow,magiceden_v2,AxECpPt5dQH5tEiL5yYH54f3xJY1BWD55jXPEzpWTi1j,solana_monkey_business,solana_monkey_business,137962182,1655521319,2BQzDGkXTgji3rZKm9XxpQ4R5Wfcc8qPCXfJNAmxKFC3,,62ovUuisMXXu9TyYDUoi7dsjUyq1qrF65kQhJiU6PH6r,,192.0,https://arweave.net/FzrSRXAWBBdAp_-ZjeHZ4ltFEvXeWbNLaNXOeIKd7RM
76,2TMzVAdeox75jJaHhRzBedtNWnWjDsVVgFNxmT3u84En7EmHfNBwhdw8gi27fCZCCsmH7WbLN15Ux9358gN6J9M5,buyNow,magiceden_v2,ksixeLwUTPpMaXUmbizxDETYFVwywWiQV2j6btupTqx,solana_monkey_business,solana_monkey_business,137960333,1655520079,6EP6LCsVJUfxdeTLmXE56zudu7WuqB2kxqpbMhc4ScY5,,D7M2CRC1RFbxGemnEgXiv3uXowGnvueYRSXweM8tU4zd,,194.99,https://arweave.net/I-rahVRCm6MighS8wyD-gYwg7BQZE4gtsoGzZ35eeEI
77,51JGYtSLQVUaY9JRZuvhK4MQirAQPnmHhXwXZfRZs33H5C5VYyf9vU6PDPsTA8S5Gn7aUgfc34zXRGPjypRLFfRe,buyNow,magiceden_v2,HJt9ctt7J4zFeuqDXwsEjCSB3fFpZMBXJrzKM8PqsyTt,solana_monkey_business,solana_monkey_business,137960180,1655519971,4KULyDHaXAvWdirocH6Xn9GY2Go1DCqZYAVARaHqyEak,,62ovUuisMXXu9TyYDUoi7dsjUyq1qrF65kQhJiU6PH6r,,192.0,https://arweave.net/bgeyO78EOpVoaYSzd0ALAMHXoQEJshr6NamD3jvtOKg
78,3qvXjVmyqyUeF5vpfq2p1rxhQkB7eDViTKkxRnyxgzd8zWVcFUXwMmoSY5thWKhegxFCWnFwCM8xihgYpzDdzKEm,buyNow,magiceden_v2,HYnkQFPGuztMJ1UJ5fZe8xHWfcCE2ZbUJTkiuXywGjDX,solana_monkey_business,solana_monkey_business,137958463,1655518854,9PacVenjPyQYiWBha89UYRM1nn6mf9bGY7vi32zY6DLn,,CTzYhmFELbtG53dAr88W1UMfybtDBKvzraSDnR3oGXuq,,190.0,https://arweave.net/5H0vX518-0uB2OYeIhOYVSZ4OxiQ_tJtXR49vszzWTQ
79,2uPp6gcWoRNKgkUrcq3r2i2tt9PXpP5nDEBCsegJM6kMzeGAsd96SFWo2pazBmepKSJQjCeXhi2TXfsp9dnMjgt8,buyNow,magiceden_v2,DpycvThi2HX7aWf4Nby9ZSy34ZCFWw4eyvzfS8qbsVq2,solana_monkey_business,solana_monkey_business,137937902,1655505158,7E5XjQqWTvq2VPW86uXRQcq9Y3L6pxLh1diEkvgKEz1w,,BBgqzg4MzcwDwCGdKJUt1Jm6xSQqDKBKGSY4svkTWs4n,,333.33,https://arweave.net/NurRXBlY04eMM0jg-cfQ_uq3sB9E4wr2Te2OqHrdId8
80,35xTLzg7PXFuemxKq8DrRg6gLwMQMJnrM4AbWtQPcheN6YS4DQpCZAvHPA14sUEQBD5rop7y9B6F6RM8WASKcRav,buyNow,magiceden_v2,F1e3B3bYrMNidFPtUALY59Gh3tzWRv4EL1vcgRWF59zD,solana_monkey_business,solana_monkey_business,137925437,1655496891,Bdwn8N52jTevmVRXZYQiSCUGHwGKchAvEh71pwVsnqNv,,7LdciYKjoWpgEQx6LvnXEJNwfwbHNDqeSxKkEswhsKWA,,197.9,https://arweave.net/8O48Wk5KxHVM1blxpGVLVU_gWQUW1mi_7XTQ7uf1s0M
81,5b3K39GG8PeNLvyKAPTEeD55YLA8f2MAxdAcEuCpXwhCwaY8HBpFsuQzKaxAXLEk4vcX9AxMCtQ7BjZyYuaU6D8b,buyNow,magiceden_v2,AX5TmBos5opwNC51zSsBC2SZerYx3iFYew6ujbc9TP2d,solana_monkey_business,solana_monkey_business,137919820,1655493004,BbBfqArD85WmQzrmMQQd9EkjSJTXhaKs7DZbgF4Y5WvF,,AzEibmWHGzeeBBALbcUxAD2xtAgjouTargug2NZE7Dvz,,239.0,https://arweave.net/R39aVtT8eVMuPwpJIraA211UBNNgev07ntIOUvqcvfM
82,5p5UAkRmVpSehZsnjmpdY37E1McLBop4VEHFA5L7b9YK8cZAgy9va9eGEHKahMbGyL3qDEZkcGdGNYVgW3avW9ig,buyNow,magiceden_v2,FfHzgQZz5C4XRMzygjcW3TQwZXLvr6VEDyUKL3nfWK8u,solana_monkey_business,solana_monkey_business,137918393,1655492017,CfV99CyA8UmDHT7zHcBokmff2aX338waoobxyPDkVe4b,,ATxPcMfYkEDt7H4PUvyRkbXJ2EBteHvwXstLTkt2i7Xp,,228.0,https://arweave.net/PO63v4n0Z0r1kC1jU-O-5HlhVd6uoItoMNEpgZOW-40
83,ocAudTdawtJcSGAb8Ku1w6y2Z6gJEGomHHUw9twPiCTJ6ZxwsypmzMEGstgjrqf82CBtxFdQnoho71b8chRFFAK,buyNow,magiceden_v2,7cj6rVcCTTvdSCnLgvkQEeEJH32uzyjNPmKSchdYw6Sc,solana_monkey_business,solana_monkey_business,137915951,1655490292,7FMSCfiFszEAfCyEQC6RSDbAtE21NwxY2PZx2GX8Uqb,,urCzDnk2tpHYfXDHBtGCgSeW9PwEBiiftVxobobhy67,,215.0,https://arweave.net/boYipWMkMvGln3QDHKSC5H82raZEhA2jQnvY4MmA-0I
84,5H4hTC9hRwMetQprznQFPQgYc1H5BNi4RTCPkfzvbEEPgjx6jsw134RDwh1kZVCxJtcMHWbVJoPUcdZCQsPtQqMz,buyNow,magiceden_v2,2XAxe69BcAPdhkhWB2456Us1vU538TiLd7T16iBy4UhG,solana_monkey_business,solana_monkey_business,137915472,1655489961,JDkYwWT8F4TsDU8wri9WLDL3trN3cTmSxDt19wtFcNYC,,Dqn5otebZq6YV8BppynK56R5YjAtojeqiDF7MPSVjEES,,211.0,https://arweave.net/0BIlvC1hnN5SSKLNcw_aAcoP27-aM-45VmMDN2AlltQ
85,Ab4b1Wzs9hiucAsQFeYvVSK2iPcJ1aA7aQiEZxtBNL4k95bZdDSi2Pv8NggjHTPh61NL16F6oBKYJhibbhctSSy,buyNow,magiceden_v2,9gPY68txSvTkBJQTdk8u2E7gST7PUTCRJYeVUgY47MfW,solana_monkey_business,solana_monkey_business,137915280,1655489822,Afb8Tcbv4C1y6XhQyrkhk7sdKz9iJHnDheCXmMhcbnbd,,CTzYhmFELbtG53dAr88W1UMfybtDBKvzraSDnR3oGXuq,,215.0,https://arweave.net/p1g0DN0dAISJw_5S5sB0FhANVJ6nFWvJpgpcSfOWudc
86,5XmvhRhnD5745ah1y3MrMZN7yvUDJTdnBT8YcMVzFF3sDUQYVnU6nAB8BRw52UzGNVoiHx9DWqvVDU7Ds1CKTb6F,buyNow,smb,5TchEqASnqwnoXxbVXzpnPrj63RXtzTF4EMMXUGegc8c,solana_monkey_business,solana_monkey_business,137915075,1655489685,2D4569wUs595HA3nihSFnkvk933EtsiLjMMHgRbUDkjW,,D2DYL5sdxBCpauvKs1oyQkkSm2B9rFzzGowMacv3Q58z,,255.00612784,https://arweave.net/1hEilAz1d8ufQWTLjQ0Tl0j1mq8xppdWy22nHG6x8Ls
87,5xQwocEheC2G3SBUTQskapEhDfD6BbXUuREtWikRr8z4bXYeB9rE9rkpUm8ji2XZFPsixvuVtvjq5UBdNcoMLF4j,buyNow,magiceden_v2,FXty9QiY8qU9PMa7MjLWSYhzDYoEn1oDEQUV1b2SqcRj,solana_monkey_business,solana_monkey_business,137914500,1655489267,7EBpUi6tX2vg1FUM9hCpQGgHmGz94ADgwtXLJdTfoAqS,,Etks8yWemmNsnS3r1s8CmGDqkiW55iepDvHkB59QrgNq,,240.0,https://arweave.net/NAr-DqGa5EvYu8-59OEXGyQ9k9-nqj52hzS3bPl2jKQ
88,5gA1RsYtyCCYbRjHDUaubRpm1Qf7czHzDXHEvbjt8jdF7TjDET2sxWnPBXdwnwaakX6jQ3oKef1FFo9dijVLopW1,buyNow,magiceden_v2,4jsZkxfPKwcdNWafYvRwKavwn1MY2fSbcMk4eFrfD4eh,solana_monkey_business,solana_monkey_business,137914106,1655488996,9zjxoKgsQSkcUTv7P4fSYDPFFQn2fUCy7pSwM27dc1jn,,3Fv9YppPQ8Z1p3j3vDT8TGhVqmdNnREmQsW94Wvhg8nh,,208.0,https://arweave.net/h8pUYD4J5jOLJIxdJAHBfYnEqd5g5NqPdD0_0fgcIGU
