,signature,type,source,tokenMint,collection,slot,blockTime,buyer,buyerReferral,seller,sellerReferral,price
13,5C3Jp5kmsqXhjNXGQH7G8SN27ZGvfK5fRTtMF2ehTy2TYbacUKAxpt3jasM86Yfpa7x9ew4mi4G4m1bKRFwRXwXn,buyNow,magiceden_v2,HcKY5Jge7Bs26LLTx5xc923eUctRSzfG3d9hQVikU3Yx,degods,122810777,1646022928,3quzdhAR1FdqLM6ok47MoqEjYvHpJdTUsT5a9aLoe1Uk,,3gDiZsReuB3eEZAjgbjASG5xnr5Tc3FhtaqTa7JjCEEx,,32.0
14,qdxen4UDs7aKdHc1jZ3UP6ZEpPc3fytiq4UWcMhTPzM6L31ExhnagM8mUixoY69YndzgNokrEKp5g9rjMzaCtin,buyNow,magiceden_v2,jDvTz4NKQnzuhYTdkJLWNdzgYPe6USyUTjjTibHZ1Vh,degods,122803872,1646018887,eUSLMVQoMiETVGX2KwmZxfRZmDcgcsrcVL4AZVW6igD,,Dhv9JqJVkftyskPtGhWhTMnbNzot5TUPpMJGEzSpVJRz,,33.0
15,76wQbykpFDdi2Jg3tyep7aax3kBopoAPF398KY2XAzErxLjhkZhnEyZeF6fS9myaQWoeXscwf7s3bqQ4bkN9F85,buyNow,magiceden_v2,FgM5Wt3QVqxrnixR6atfgjx4TEmY96iwPhC8mWVCbZ9C,degods,122800607,1646016851,CRtVPXJ9MNZ9zndjRCEeM26AscgTDyRbBhvm497d4rg,,49A3gjre7o68vfK5iAN4kCLZYWq1K5QGT3ym4f81nXMj,,33.33
16,5RukPp8kctLUSmRABD6heWrHJdPCt34T3e8FkJdNkFLfiFH4BsgcEf7GPwgkg1SpR9ZanJtbZLoR7eiwMYVe958P,buyNow,magiceden_v2,3gZVL86jr5qn6a8qCNDoanknwx5YmX7oM64k3nGN5UUQ,degods,122796218,1646014235,3iMNngRUK8W1Pfrsj3gAxbPuQXmcb3QJtHzDtdH811Qj,,77m47f94hDtgvuLTCp6eim4W5dtZwuqUgBgRsgzDhY6G,,33.75
17,3t6T9D4xsNdXJhwCUA97vLg2s9txz2KgN7xrE45zoyyLoP5jp5iCu1Peq7bg3JfeokukDTqAYFmkNUaTPGaLspJz,buyNow,magiceden_v2,EwdeyDwXHRLKKVrUwER5HtLUeb2wGGJxR5wUqjcoTJAA,degods,122795966,1646014083,3iMNngRUK8W1Pfrsj3gAxbPuQXmcb3QJtHzDtdH811Qj,,2HqJM5rjMLozVQmRmntGH5zHXMkYJPnby3sGWettS6Lo,,33.33
18,2PqnYsWE3JQVQWUVZgYrCJ5uvNU8S8gxBdvTgPyzjTctJGuV3FVN6stutR3h2ZgxHzp3eUMfkH8cAP1BY9XR8NUT,buyNow,magiceden_v2,FmbYUrKLgpRjX3zTJ2FPjfzs89bGgmEWcqjQNWEczfvo,degods,122795427,1646013771,3iMNngRUK8W1Pfrsj3gAxbPuQXmcb3QJtHzDtdH811Qj,,EQ5dw2tkiyk5ctpA54G957b3yi8vnRvwJro83WGofoqj,,43.33
19,53bm19fd1GTYFSR2Gf7Ym4xcZigkTWPWhqYJj5CAXURWHrGhvyZksitfp4Vuvx37cozi6Q22ufAwVb4ckp1FqAvW,buyNow,magiceden_v2,DRSrezvXCUr3qq2GuWxqhps3UDbHZn68SYAXBmzaM4CR,degods,122788731,1646009866,F2JCa1oLvqebdn5ryJJbiLuW8go4dfphdTzBi1AMjcfh,,EvJYRYFgfa1hYm8r6nJKobZmuEkp9pmLFEfKK1w6wNBi,,33.33
20,493JfMExTnRkNk4rjXxaELCYxCXwppnFkEsPjPVLYB6GrtjaNNqYE3GPsv9eE8yDVjM2z7xMtmYpbfyemdtemX4G,buyNow,magiceden_v2,2svSrf4kq4gDt3xkAoSkMMjVpifs7itKKpwWdPwFvKF7,degods,122788217,1646009558,F5463QA4RZiNZuoDQfxsrUP4GkmQm3MtCg2KZqKEM2zW,,4iHvrn7Ydgewf1EUvm3Ccrm4Ma1FjcxFy1Bhy7QyELMr,,33.7
21,2ug1mY1aE6YMM72nrQjjhPEtyYqdaF2HtbzQKxgZm9bZR85QBFEQzdz7Qhvbfw9Qgo4t8LuA3srmcSebawwukGAq,buyNow,magiceden_v2,GrdJa6i5PFp4bpzY34JxobxaBez6rFC8Cp3JjhpDzkEN,degods,122785955,1646008248,GDauPrQHvXGTjaEJ8GDXgVbkdS2ENGvCSrtfBLBvGo14,,BnG1mj25ZzBphLbgLPRSAfwPUW4iLD97hwiedvP8nvVZ,,31.89999
22,4MbMCDYm7PuEHJEmvghcBgPGZoCpm8pNHT9iagswejwB6mqKrFYA2Vm4BzUvGWXWLRpsyvGx6q2GtYnZtWTjangJ,buyNow,magiceden_v2,78u3LATem3cceSsqXfBQdreypqmFoewXqbiCsXyEBbh3,degods,122785478,1646007966,24FozAyWhemofEinwzMEQXsSkQGgQt36K36LU9xWqfat,,6GaBzyCPMosjJxro45R1eVboTC25Nc38TA5w9t7xJSJp,,31.0
