,pred_SOL,price,name,rarity_rank,trait_n,extra.img,diff
86,123.10285,155.0,Okay Bear #802,223,7,https://bafybeied7bd2cpzqlk7fi5n7e5d4a3e3tiv3kd4xy6x2isw7syfizz3y7e.ipfs.nftstorage.link/801.png?ext=png,-31.897149999999996
81,92.584,125.0,Okay Bear #9480,8683,5,https://bafybeieqnkkgjbz4n4npvw6blwwl3ahmzcd3ithsgbyy7jm57cuqkfnoom.ipfs.nftstorage.link/9479.png?ext=png,-32.416
310,97.451065,130.0,Okay Bear #463,1608,7,https://bafybeiau6www24lkxzp6mbqxpelfq6ex5vadnmmnqmcjl7upr2z4cr57qa.ipfs.nftstorage.link/462.png?ext=png,-32.548935
135,96.30858,129.0,Okay Bear #4501,8472,5,https://bafybeihakns6mpurtif4ajkg4u7ug32mvanugmu2elnompu2ogkkkoq5w4.ipfs.nftstorage.link/4500.png?ext=png,-32.691419999999994
58,101.967606,135.0,Okay Bear #7181,5073,6,https://bafybeibonnm4tcyggs5jwo3o7a2ifa7hww4vim6thiny5vmimdlii2kk24.ipfs.nftstorage.link/7180.png?ext=png,-33.032394
446,96.64154,130.0,Okay Bear #9725,8856,5,https://bafybeifoqhyrq5xwlr7ft5e4cetnejvgvyex3jj544lc5mxhxbiaxcwcei.ipfs.nftstorage.link/9724.png?ext=png,-33.358459999999994
294,95.65659,130.0,Okay Bear #6628,3621,6,https://bafybeifrqqpjyifja73fqsbedjl5kusxlru4zfglmkvg2vproeiyz2mn6a.ipfs.nftstorage.link/6627.png?ext=png,-34.343410000000006
318,115.38899,149.99,Okay Bear #9610,762,7,https://bafybeibfmfxi5f23xwz63pdvvzxkltwxmaxmzkezv7i4wu2y4mdvz6i7ge.ipfs.nftstorage.link/9609.png?ext=png,-34.60101
8,115.3946,150.0,Okay Bear #4737,583,7,https://bafybeif52aq4blrcyqwktwmjclvwg75jyp7qs33dxtzny6rpfwg5jd6xuy.ipfs.nftstorage.link/4736.png?ext=png,-34.6054
904,120.348885,155.0,Okay Bear #1434,8178,5,https://bafybeihgwnmpu3hutpufktognzt3xodrm5dct2h3y6mvj2l35rpk5r7uxu.ipfs.nftstorage.link/1433.png?ext=png,-34.651115000000004
233,100.25849,135.0,Okay Bear #5229,1614,6,https://bafybeihohxdg54q47oi3tlxiqxtkydu6shy777cqbgcss5wz64omfzhhva.ipfs.nftstorage.link/5228.png?ext=png,-34.741510000000005
468,140.00337,175.0,Okay Bear #4072,5084,5,https://bafybeigcznmv2vdyisftaxpohpmouve5nklntrm7ibe4qg2cy45cnmkv54.ipfs.nftstorage.link/4071.png?ext=png,-34.99663000000001
325,96.97075,132.0,Okay Bear #4821,2924,6,https://bafybeiggshd2xhquqmy4rixuodmicjeebfs4ilj7kgh2m7px2g3lmkmh2y.ipfs.nftstorage.link/4820.png?ext=png,-35.029250000000005
236,94.62318,130.0,Okay Bear #6483,6217,5,https://bafybeidphxglzxugh6vjnbdjtibovfjjv42imjemwsezgsgsyy2bnoxj2q.ipfs.nftstorage.link/6482.png?ext=png,-35.376819999999995
269,102.39293,138.0,Okay Bear #7851,5507,5,https://bafybeifyucju7ajrium47uzdojlxg3zn2hp275pvedvu65qso5hqlzxbzi.ipfs.nftstorage.link/7850.png?ext=png,-35.60706999999999
167,102.34052,138.0,Okay Bear #9677,3789,6,https://bafybeifths76zoadhkmzhpxq4unhprahky3tamcrubwrvunqv27eut736u.ipfs.nftstorage.link/9676.png?ext=png,-35.65948
257,102.27796,138.0,Okay Bear #3659,5135,6,https://bafybeibaxrgo7nog4z3onshiwe7ezg4r35alnfaiaxzyls4tj3czdiog54.ipfs.nftstorage.link/3658.png?ext=png,-35.72204000000001
35,114.26236,150.0,Okay Bear #5394,1155,7,https://bafybeigvbkt56wism3paiqs3h73cxwr2r23civnumnlojs6uf7fijrnvq4.ipfs.nftstorage.link/5393.png?ext=png,-35.73764
868,99.245926,135.0,Okay Bear #5299,6906,6,https://bafybeibbrudy3iqxkryvmhv5y2rudqbzosgtgpnop4frzo3kkvmts34mw4.ipfs.nftstorage.link/5298.png?ext=png,-35.754074
187,88.86487,125.0,Okay Bear #2977,581,7,https://bafybeiamccjk5aswymo6xuyee24ysa6nquudhripukrmlmypihr2jb4eau.ipfs.nftstorage.link/2976.png?ext=png,-36.135130000000004
474,143.78354,180.0,Okay Bear #1245,975,6,https://bafybeig7m6nx4kxipyxmk5epfa35l7e5b5e2ogekljdnxmmpot72szl77a.ipfs.nftstorage.link/1244.png?ext=png,-36.21646000000001
237,92.59615,129.0,Okay Bear #3997,3399,6,https://bafybeiatka6xb562irl4fjzbzmly2h7fjl2jefcrg5skieaqw4zhrwtt4e.ipfs.nftstorage.link/3996.png?ext=png,-36.403850000000006
250,100.135994,137.0,Okay Bear #6114,4953,6,https://bafybeih5ww7li7cut5dardmhnsnrwazfgnqliycnxgrkdlwehwqx3qw5jq.ipfs.nftstorage.link/6113.png?ext=png,-36.864006
305,95.836815,133.0,Okay Bear #2858,3809,6,https://bafybeienle45tmnsb3rz4coqnwmwlp2s4sw7kao5b6aquc7kovkmpnkwla.ipfs.nftstorage.link/2857.png?ext=png,-37.163185
284,92.6741,130.0,Okay Bear #3773,9494,5,https://bafybeihoovttympjnuc4efkho6y7jdrrzco4xma7dxttjxxiudxlluemgi.ipfs.nftstorage.link/3772.png?ext=png,-37.325900000000004
96,96.55668,134.0,Okay Bear #7615,4291,6,https://bafybeifmbstriq3cmaxx4lq4a7cssxfpqbg5c3culti6qudmayjc34makm.ipfs.nftstorage.link/7614.png?ext=png,-37.44332
123,110.5307,149.0,Okay Bear #3408,255,7,https://bafybeif2defwq54iwjluasq4s5huoqnx3cwy2lhmtwqpagknzvezgwtidm.ipfs.nftstorage.link/3407.png?ext=png,-38.469300000000004
235,108.46541,147.0,Okay Bear #4633,5690,6,https://bafybeie62as3r4qrcg2t7fdltofrqicq2stroquqqkz2tk2n3nd5itqlhu.ipfs.nftstorage.link/4632.png?ext=png,-38.534589999999994
89,91.41207,130.0,Okay Bear #7111,5954,6,https://bafybeid2kbozasiq5qoq52vqporne27waicsbu74eevz7mz4pbzarytfne.ipfs.nftstorage.link/7110.png?ext=png,-38.58793
37,100.87364,140.0,Okay Bear #9400,3336,7,https://bafybeib2ggvpvwlsn3bdquf44lv5r7lztsg6kxsretpsstlqglb3yzbjse.ipfs.nftstorage.link/9399.png?ext=png,-39.126360000000005
234,160.87038,200.0,Okay Bear #4159,1114,7,https://bafybeieidboq6gekyykmfwlewz3urrvmurwai75oxe5223tcidytwlh5fm.ipfs.nftstorage.link/4158.png?ext=png,-39.12961999999999
175,100.61742,140.0,Okay Bear #3539,2423,7,https://bafybeiauiwhmfdbymrkeup3errjypgsvd6aviv3fu43gl7merxiptsfgzm.ipfs.nftstorage.link/3538.png?ext=png,-39.382580000000004
45,95.4603,135.0,Okay Bear #670,6465,6,https://bafybeihpz6e7a7lp322uqfnxgf4t6bhkfrq23fymbstzd7vuxmllfichk4.ipfs.nftstorage.link/669.png?ext=png,-39.539699999999996
322,97.76648,138.0,Okay Bear #9377,2770,6,https://bafybeiap346kl5hqlulkcnqrububpma5ti42tirxa56nateybmjsvl6rga.ipfs.nftstorage.link/9376.png?ext=png,-40.23352
288,109.38099,150.0,Okay Bear #7122,617,7,https://bafybeid2kbozasiq5qoq52vqporne27waicsbu74eevz7mz4pbzarytfne.ipfs.nftstorage.link/7121.png?ext=png,-40.61901
117,113.86677,155.0,Okay Bear #1716,708,7,https://bafybeibzmjraxauodqal3st3nk46kupxvyv5czhtsb7xshysxn4lw6gola.ipfs.nftstorage.link/1715.png?ext=png,-41.13323
200,97.31321,139.0,Okay Bear #9446,8602,6,https://bafybeifykysj4snt6grazpemjvzzp3ejnrn6r3hudfnhnjsv3eikcvznzi.ipfs.nftstorage.link/9445.png?ext=png,-41.68679
183,156.97346,199.0,Okay Bear #1012,9942,4,https://bafybeicdi6zjbia4mcle44lg5zhuraoaaa3kzywcitzo3thje2kqf4k5zu.ipfs.nftstorage.link/1011.png?ext=png,-42.02654000000001
348,102.1872,144.9,Okay Bear #8045,6882,6,https://bafybeiah2inxo4hgvlthqdls7ybjelh2oovo6jqr2tkqwr4hynlkz3tdoa.ipfs.nftstorage.link/8044.png?ext=png,-42.7128
894,145.13312,188.0,Okay Bear #9027,635,6,https://bafybeiergvyluqjqiheufi3xyejxjuz7jo3lydyi6kqduqngwjiczuvqwq.ipfs.nftstorage.link/9026.png?ext=png,-42.86688000000001
71,98.02566,141.0,Okay Bear #3259,7787,6,https://bafybeievypotgvgtcf5cbbetmx2bu37gnrz6fmc7ryufa77cm6p7bvf4du.ipfs.nftstorage.link/3258.png?ext=png,-42.97434
31,96.969025,140.0,Okay Bear #6385,5684,6,https://bafybeihytwzbojkpf7mzpc3cu6nfasn3toxwjyavraxf5t7agumo2wh4ha.ipfs.nftstorage.link/6384.png?ext=png,-43.030975
378,96.92557,140.0,Okay Bear #2401,6830,6,https://bafybeieximbzqxohkyugfy4acew5hroodukjexu5dsb5s3ljpw5c436wqm.ipfs.nftstorage.link/2400.png?ext=png,-43.07443000000001
425,96.79943,140.0,Okay Bear #9906,2385,6,https://bafybeigijee5g7slpfpctzbdmnohpvstajyfztilcfozyvbyvhorgrnwbq.ipfs.nftstorage.link/9905.png?ext=png,-43.20057
542,98.41307,142.0,Okay Bear #1182,8639,5,https://bafybeictnqiohaaewoh6b4cr5e4phgajfczdjs6bi6ood6iffiu63qpu6i.ipfs.nftstorage.link/1181.png?ext=png,-43.586929999999995
108,100.0726,144.0,Okay Bear #9830,4321,6,https://bafybeihs27vxji4cs5wjquzl5ybmfbmnt6amazwspns3gcht6nyorpzh34.ipfs.nftstorage.link/9829.png?ext=png,-43.927400000000006
281,91.0446,135.0,Okay Bear #6435,2697,6,https://bafybeif2t6r332eyczkvcmj2alo5r5eze5wdoy2d6erfrl2uz3obvm4xh4.ipfs.nftstorage.link/6434.png?ext=png,-43.9554
143,105.908356,150.0,Okay Bear #5316,595,7,https://bafybeib2ndvepearfkygpag6qwbk5nwqdsiuc33ncwnk2sklh5oiih2kwe.ipfs.nftstorage.link/5315.png?ext=png,-44.091644
723,100.7868,145.0,Okay Bear #3428,7362,5,https://bafybeibchtxzulcfqpupu5souauxybjsa4mkiopcnk7pac5vl4735porsm.ipfs.nftstorage.link/3427.png?ext=png,-44.2132
208,95.00403,140.0,Okay Bear #7511,4725,6,https://bafybeiclnridjpablpz2xdvtpw3la7akagpnrz5i2m7c3vs7vytlzwxvtq.ipfs.nftstorage.link/7510.png?ext=png,-44.99597
122,98.98454,144.0,Okay Bear #2393,2480,6,https://bafybeic5rcpelhnvpj2qlkgzayxm2mtcaaa3nng4syjd74cmk2k4ez6d34.ipfs.nftstorage.link/2392.png?ext=png,-45.015460000000004
100,103.88458,149.0,Okay Bear #2082,3999,6,https://bafybeif2cd5qd7ecgsdy64b67il2gd3r4c3wxoavhdnl2u2nos6pqltqhq.ipfs.nftstorage.link/2081.png?ext=png,-45.11542
265,104.78068,150.0,Okay Bear #6170,2095,7,https://bafybeifcdpufpkqowoj2hhw5pzy423qfrvdmsgb35hpchnvf5na57urm4q.ipfs.nftstorage.link/6169.png?ext=png,-45.219319999999996
792,103.4967,149.0,Okay Bear #819,3623,6,https://bafybeieuokv52ylkjxomnijajk6pto2quo4g6ziryh2nke3xqeud5tqhxa.ipfs.nftstorage.link/818.png?ext=png,-45.503299999999996
320,98.34017,144.0,Okay Bear #4801,2774,6,https://bafybeiggshd2xhquqmy4rixuodmicjeebfs4ilj7kgh2m7px2g3lmkmh2y.ipfs.nftstorage.link/4800.png?ext=png,-45.65983
509,94.24987,140.0,Okay Bear #3964,5687,6,https://bafybeigvtheuwdajwub4pjc34y3twldy4uofzpvojxgsa4rh2x5addr5qi.ipfs.nftstorage.link/3963.png?ext=png,-45.75013
643,108.88674,155.0,Okay Bear #1361,3652,5,https://bafybeiejjts72c5groeljh3yg46arqj6almz2v3myhdre5pbdv7rrcu3eu.ipfs.nftstorage.link/1360.png?ext=png,-46.11326
788,98.09865,145.0,Okay Bear #2172,3939,6,https://bafybeicwceydmntugjk64ysksaq2gnrtaglhrnye77fspfpqbsvctkvbci.ipfs.nftstorage.link/2171.png?ext=png,-46.901349999999994
121,98.09431,145.0,Okay Bear #5939,2067,7,https://bafybeihhqrpymfrbg3od2juvxxgi2cvtxqxixryk5torf5popmtdretxby.ipfs.nftstorage.link/5938.png?ext=png,-46.90569000000001
105,101.91582,149.0,Okay Bear #6661,8522,5,https://bafybeid37wcqr4pjira47f4m6zh2iw53on5nugaudkkk4gdtfjm37klok4.ipfs.nftstorage.link/6660.png?ext=png,-47.08418
6,97.73259,145.0,Okay Bear #657,3430,6,https://bafybeid5oszijw34lsmewd2wg56dprh7kvgxkzqj2jxwwoiztbeom5u5aq.ipfs.nftstorage.link/656.png?ext=png,-47.26741
540,111.430305,159.0,Okay Bear #4486,391,7,https://bafybeihfxg23r2riyywc7t5uxst7wwzx3ql4ul7snatwzxz34geqv3drly.ipfs.nftstorage.link/4485.png?ext=png,-47.569694999999996
411,100.113686,148.0,Okay Bear #9728,6167,6,https://bafybeifoqhyrq5xwlr7ft5e4cetnejvgvyex3jj544lc5mxhxbiaxcwcei.ipfs.nftstorage.link/9727.png?ext=png,-47.886314
901,109.720116,158.0,Okay Bear #9186,6947,5,https://bafybeialcn6hhvbxdftk5uznb5vf4odbo2cjgfoll2a7x2tmq77sdk3i7a.ipfs.nftstorage.link/9185.png?ext=png,-48.279883999999996
203,171.55092,220.0,Okay Bear #5122,3108,6,https://bafybeifvd32qopfzvwypyezfsubk5y5coeofz3sk7vrzboxmtcwswyyf5y.ipfs.nftstorage.link/5121.png?ext=png,-48.44908000000001
87,100.427734,149.0,Okay Bear #7149,3216,6,https://bafybeiecc62ryx22iobeojm6s5paoegje4n6tzys6fwfsusevyx3xhujkq.ipfs.nftstorage.link/7148.png?ext=png,-48.572266
349,101.38441,150.0,Okay Bear #2840,7933,5,https://bafybeidtk5ce2dauokfcqtwxazuusud73h5jxljaljpipnfcm2cwzw7wf4.ipfs.nftstorage.link/2839.png?ext=png,-48.61559
33,96.08811,145.0,Okay Bear #6897,7290,5,https://bafybeihyi6t6dbwwv4ldxjp2zmkkvdfmyqtyrrayrzchyvnfo5d2y5np64.ipfs.nftstorage.link/6896.png?ext=png,-48.91189
220,151.03055,200.0,Okay Bear #2322,9702,4,https://bafybeiatt4tknzckozra7f46ouwvcoig66fhmti6ueknpmnijda2vwt3mm.ipfs.nftstorage.link/2321.png?ext=png,-48.969449999999995
38,118.6022,168.0,Okay Bear #2511,736,7,https://bafybeickme6bmkora47xisln47mz5wckpcx7pjvotouo37dpkdyzcznxvm.ipfs.nftstorage.link/2510.png?ext=png,-49.397800000000004
283,96.5855,146.0,Okay Bear #1467,6511,6,https://bafybeic26kjiotdnktmznib4dktzg36z4tkx4h7ldpaw4ekmd2hnc6xava.ipfs.nftstorage.link/1466.png?ext=png,-49.414500000000004
79,125.50707,175.0,Okay Bear #4996,6800,5,https://bafybeibui3x7nvqkzpjnrhzvxdn6g7ozcu2eterivlchie6ogb6zkyendi.ipfs.nftstorage.link/4995.png?ext=png,-49.49293
106,104.44021,154.0,Okay Bear #931,1924,6,https://bafybeicvqbabn4kcviby7s4kmvwn6ps2wk6vxeqm4tcljmbjyqtrcogjiu.ipfs.nftstorage.link/930.png?ext=png,-49.55979000000001
789,150.35443,200.0,Okay Bear #6643,9269,4,https://bafybeiev44sczxuj64au2iqmlahp4bx6ian72uvg4lb7spjq6tbg7nhha4.ipfs.nftstorage.link/6642.png?ext=png,-49.64556999999999
4,100.244705,150.0,Okay Bear #1148,3710,6,https://bafybeignqo2c4ayje56e3jejqn2timpsnupjfsyxn3sb24zlbcz7qlmk6u.ipfs.nftstorage.link/1147.png?ext=png,-49.755295000000004
1033,124.95752,175.0,Okay Bear #6794,434,7,https://bafybeibbjpxl3xvfs2emrl6nv2td6wgl2brf7qyungtzldpi25xq27hzsa.ipfs.nftstorage.link/6793.png?ext=png,-50.04248
334,99.90194,150.0,Okay Bear #9031,9289,5,https://bafybeihkmuvb6o3qdwdinnxkm2otiojvupk22cbuw2tavx5v553wpnzdxy.ipfs.nftstorage.link/9030.png?ext=png,-50.098060000000004
179,98.78925,149.0,Okay Bear #1269,2526,6,https://bafybeieetyo3mkphauurwnzij2wyyyfuo3amukuqnrasvp4mnkvl46hg74.ipfs.nftstorage.link/1268.png?ext=png,-50.210750000000004
51,99.46404,150.0,Okay Bear #4782,9393,5,https://bafybeifs2amzcz2a7un4t44n7acesz3ykstybpa7xqhb6kktlxilefvwjy.ipfs.nftstorage.link/4781.png?ext=png,-50.53596
44,99.442055,150.0,Okay Bear #508,8045,5,https://bafybeihwhmdp3lb3mywum3beavjphj23bjiscofnakuarpiplwijevqyuy.ipfs.nftstorage.link/507.png?ext=png,-50.557945000000004
327,99.14354,150.0,Okay Bear #5271,5060,6,https://bafybeifomfjtv4nkiddyv5lzl4l6nxjsmxkezhfkr2hlh5xamwnuyxozee.ipfs.nftstorage.link/5270.png?ext=png,-50.85646
293,98.04844,149.0,Okay Bear #735,7753,6,https://bafybeidgm6evcezjmuakpz72i4kfpn5qpixnu2futifzpmxd2fqhjttj2q.ipfs.nftstorage.link/734.png?ext=png,-50.95156
55,99.01314,150.0,Okay Bear #88,6991,6,https://bafybeieknmqnfi22lkf5uuyntwvlizxwwssrxe657bxdhyrxnqe22szgse.ipfs.nftstorage.link/87.png?ext=png,-50.98685999999999
286,97.87599,149.0,Okay Bear #6582,9075,5,https://bafybeicdvultga7mkx2hinrtd7wrvvligc6blo4t2um4pordqbazz74ije.ipfs.nftstorage.link/6581.png?ext=png,-51.12401
390,96.86933,148.0,Okay Bear #3746,7394,5,https://bafybeiacwciqezo5qnott2jbe2wor6urpfmtqiduqwir222xhgirpj7hla.ipfs.nftstorage.link/3745.png?ext=png,-51.130669999999995
255,98.837265,150.0,Okay Bear #5138,7577,6,https://bafybeigjwkkqf2qu7r4ydixzcqkgdnb2ad45n6alqato7wv5imj4x24cbq.ipfs.nftstorage.link/5137.png?ext=png,-51.162735
196,117.76795,169.0,Okay Bear #698,1137,7,https://bafybeier53zymxd3qc7sxrjgwhx42ylooo3ouskpklcrerx3dqj5nzt5ya.ipfs.nftstorage.link/697.png?ext=png,-51.23205
166,173.62292,225.0,Okay Bear #3318,1865,6,https://bafybeifcl4wqvklq2ypif5ymlgsitnfuiinnpk5tquomwph25f5ofmfhi4.ipfs.nftstorage.link/3317.png?ext=png,-51.37708000000001
292,97.42108,149.0,Okay Bear #5588,6149,6,https://bafybeig5ughgl4ejoaocotjd5ucjzczx2bg66klhc3sdl7kfrbpw7syy3e.ipfs.nftstorage.link/5587.png?ext=png,-51.57892
130,97.231,149.0,Okay Bear #2595,8865,5,https://bafybeih6vuqiv6ddbdpn4zvoin6lg4ljmtm2lp27j64mkuexwpjlseprhy.ipfs.nftstorage.link/2594.png?ext=png,-51.769000000000005
347,98.171074,150.0,Okay Bear #8428,5930,6,https://bafybeia44zae6vurmjcwrrekpqtsjczxmoh3tebp7nwp3uzhuho6xugo7q.ipfs.nftstorage.link/8427.png?ext=png,-51.828925999999996
365,98.05832,150.0,Okay Bear #1601,9362,5,https://bafybeiapyl6vxb7ggsaw6gzokmsxkl4egegrddv4z5ikmxyp6gwmnmwuke.ipfs.nftstorage.link/1600.png?ext=png,-51.941680000000005
410,96.55655,149.0,Okay Bear #7457,8761,5,https://bafybeicopqcbvgbwoooetedajjpvqzv7v7q6b4225rgr4sqehlfxgxwa2e.ipfs.nftstorage.link/7456.png?ext=png,-52.44345
219,126.508865,179.0,Okay Bear #3236,452,7,https://bafybeidaqjvooqcc2siskg4f3t2bm4mljskaoxl3pinyz7okwij3keovru.ipfs.nftstorage.link/3235.png?ext=png,-52.491135
296,96.36217,149.0,Okay Bear #3425,8570,5,https://bafybeibchtxzulcfqpupu5souauxybjsa4mkiopcnk7pac5vl4735porsm.ipfs.nftstorage.link/3424.png?ext=png,-52.637829999999994
232,97.28484,150.0,Okay Bear #3067,4624,7,https://bafybeigenl4bqzjff76bgtllm3eyslgpwamd34rb43pwezuyaeqamnetji.ipfs.nftstorage.link/3066.png?ext=png,-52.71516
129,121.41271,175.0,Okay Bear #4683,759,6,https://bafybeify3vor6ywlm7zgzh57c6bzmzbsh3bub46lojq7sj7zrdqbvwach4.ipfs.nftstorage.link/4682.png?ext=png,-53.587289999999996
401,109.37307,163.0,Okay Bear #8741,436,7,https://bafybeig6ohhce2sh4jjby3dwxyz2l26hznmdgh5bjplpkhispguzjd22w4.ipfs.nftstorage.link/8740.png?ext=png,-53.62693
451,155.77089,210.0,Okay Bear #7561,9986,4,https://bafybeigwtsfhkgrzgsegukcqiwxiyaambi33ahvmbyx3umgxq3wsytte3y.ipfs.nftstorage.link/7560.png?ext=png,-54.22910999999999
732,115.26229,170.0,Okay Bear #3826,511,7,https://bafybeieuev3fszbiflxojo4vcptsjvledluk34jzbtbyyelcvk3ljv43ju.ipfs.nftstorage.link/3825.png?ext=png,-54.73771000000001
357,104.96425,160.0,Okay Bear #885,5671,5,https://bafybeidj4qtagxh656hshac3se7ywq4lm6ej2g42nfadylezthu7mmslxe.ipfs.nftstorage.link/884.png?ext=png,-55.03574999999999
359,103.38674,159.0,Okay Bear #6391,9389,5,https://bafybeic45yavdeq7o5r3e5vdfnzc7pksqweelom43icnouvzcx5cd7afvq.ipfs.nftstorage.link/6390.png?ext=png,-55.61326
74,132.14195,188.0,Okay Bear #4846,1501,6,https://bafybeib27qbsb4sig2oy6ongel2yqbd44pzmo6rmpulpl67msqngokypii.ipfs.nftstorage.link/4845.png?ext=png,-55.85804999999999
180,94.13493,150.0,Okay Bear #5912,3114,6,https://bafybeihhqrpymfrbg3od2juvxxgi2cvtxqxixryk5torf5popmtdretxby.ipfs.nftstorage.link/5911.png?ext=png,-55.86507
369,104.1153,160.0,Okay Bear #6150,5264,6,https://bafybeiashgs6hwfwhueots5ll6g46qrpq3usrhqcfkjzdhsj4h7zn4m3b4.ipfs.nftstorage.link/6149.png?ext=png,-55.884699999999995
118,93.34929,149.98,Okay Bear #5011,4227,5,https://bafybeihi4ddupf5gz7zpmwa7qk7hekimpln7hqjywdz5ait2q7hz2i3xha.ipfs.nftstorage.link/5010.png?ext=png,-56.63070999999999
54,97.08203,155.15,Okay Bear #9208,3077,7,https://bafybeialcn6hhvbxdftk5uznb5vf4odbo2cjgfoll2a7x2tmq77sdk3i7a.ipfs.nftstorage.link/9207.png?ext=png,-58.06797
355,96.77438,155.0,Okay Bear #1961,6230,6,https://bafybeieyid7nqrevc373vyvbqhk4yreypiasjupa57pzajtmwufv23vi4e.ipfs.nftstorage.link/1960.png?ext=png,-58.225620000000006
387,95.75997,154.0,Okay Bear #6155,8569,5,https://bafybeifcdpufpkqowoj2hhw5pzy423qfrvdmsgb35hpchnvf5na57urm4q.ipfs.nftstorage.link/6154.png?ext=png,-58.240030000000004
68,141.5492,200.0,Okay Bear #8042,192,7,https://bafybeiah2inxo4hgvlthqdls7ybjelh2oovo6jqr2tkqwr4hynlkz3tdoa.ipfs.nftstorage.link/8041.png?ext=png,-58.45079999999999
231,96.431816,155.0,Okay Bear #1482,4999,6,https://bafybeiemjtkrwomchs5cudnjmitzb63satr5jz7dtf3fkciv6ufqjvcyja.ipfs.nftstorage.link/1481.png?ext=png,-58.568184
734,110.17032,169.0,Okay Bear #9483,822,7,https://bafybeifge5aw4dynsfxl5n4rgde66djy7so4bjccxyvidjptqeq7ymoo4u.ipfs.nftstorage.link/9482.png?ext=png,-58.829679999999996
367,103.13705,162.0,Okay Bear #6196,2293,7,https://bafybeidoiqwmgexfzfnixl5upqypmboaleli2sfma545zzymw55iterrjy.ipfs.nftstorage.link/6195.png?ext=png,-58.86295
251,100.965775,160.0,Okay Bear #6316,3069,6,https://bafybeieulwzq24dq4muf4vle6coeiaxnrovcyeesjyxrpzdcxrnhrb732y.ipfs.nftstorage.link/6315.png?ext=png,-59.034225000000006
52,160.47415,220.0,Okay Bear #2247,9587,4,https://bafybeianrhh7xz7obggjo4xh3ztufcgwzhu763hcp2yeucajkjedvxdaa4.ipfs.nftstorage.link/2246.png?ext=png,-59.52584999999999
303,110.46179,170.0,Okay Bear #9718,1145,7,https://bafybeiby656hnzmeoi26q6qijfzjpmcvduk4sv6j2fvndd5nndolgnqgrm.ipfs.nftstorage.link/9717.png?ext=png,-59.53821000000001
263,119.71198,180.0,Okay Bear #4539,1505,6,https://bafybeihd3ntyi6b67a2hyzuqsqr7t7m3knnmnw4c3jjroarltxnwlmeo5y.ipfs.nftstorage.link/4538.png?ext=png,-60.28802
194,108.541435,169.0,Okay Bear #5937,929,7,https://bafybeihhqrpymfrbg3od2juvxxgi2cvtxqxixryk5torf5popmtdretxby.ipfs.nftstorage.link/5936.png?ext=png,-60.45856499999999
132,101.51062,162.0,Okay Bear #9843,4865,6,https://bafybeiejj75uw57tocv33tump27nei4g3j5osuviby5jxsttsq4q2k5wha.ipfs.nftstorage.link/9842.png?ext=png,-60.48938
291,129.29448,190.0,Okay Bear #1284,2612,7,https://bafybeieetyo3mkphauurwnzij2wyyyfuo3amukuqnrasvp4mnkvl46hg74.ipfs.nftstorage.link/1283.png?ext=png,-60.70552000000001
114,113.69506,175.0,Okay Bear #8776,659,7,https://bafybeie2kg2aahyf6g3aj6aoe7ab7un2vigfnebjonk6ae5m2vyfo522fm.ipfs.nftstorage.link/8775.png?ext=png,-61.30494
360,97.90744,160.0,Okay Bear #7557,3066,6,https://bafybeifs3vcqlc6b6fidxzezknzypqcssa25bsadxqkq76pnsywrk6w5ba.ipfs.nftstorage.link/7556.png?ext=png,-62.092560000000006
101,102.52077,165.0,Okay Bear #184,3400,7,https://bafybeibr4h4xaqbdjhgn4x2t5qamd4pqxaihwkcqyaikuxvwilju2d6pp4.ipfs.nftstorage.link/183.png?ext=png,-62.47923
464,107.39853,170.0,Okay Bear #852,9287,5,https://bafybeif5hqwzvkcnrnz4khwrlyyfwjoe43gzrivnfpqxlx25m3afzsv2py.ipfs.nftstorage.link/851.png?ext=png,-62.601470000000006
404,109.21188,172.0,Okay Bear #7348,1513,7,https://bafybeiczc5b3eqfd265brhwdqa3vgyhy6neaxk5p2nitop5tdw2ymyayym.ipfs.nftstorage.link/7347.png?ext=png,-62.788120000000006
463,95.12974,158.0,Okay Bear #3877,6211,6,https://bafybeifo5lpswyc5zr6zx2ampy2ztg6c7izaiju3a7p2dtkjmg7jezjuma.ipfs.nftstorage.link/3876.png?ext=png,-62.87026
706,95.90301,159.0,Okay Bear #405,7488,6,https://bafybeihftztmphjx3tf6ah6uysdasuz5j7f54wbg5skzxs2xa27y24xl34.ipfs.nftstorage.link/404.png?ext=png,-63.096990000000005
217,104.32953,168.0,Okay Bear #185,3003,7,https://bafybeibr4h4xaqbdjhgn4x2t5qamd4pqxaihwkcqyaikuxvwilju2d6pp4.ipfs.nftstorage.link/184.png?ext=png,-63.670469999999995
907,96.24758,160.0,Okay Bear #1928,7103,6,https://bafybeicbwhky2j5cqsy2nqydkmlcfpejevsy7zlmltqnpoekxnggidtbym.ipfs.nftstorage.link/1927.png?ext=png,-63.75242
397,95.975945,160.0,Okay Bear #3910,8353,6,https://bafybeihctya3uyea3ked3o4jyqcsesxbpl5mx3arj3sedqiefqhz4qm5qi.ipfs.nftstorage.link/3909.png?ext=png,-64.024055
70,168.90388,233.0,Okay Bear #3021,9784,4,https://bafybeig2mbanjzwdfztqeurvy5pjoysw2ryjzgokdzvipglhgaelej3er4.ipfs.nftstorage.link/3020.png?ext=png,-64.09612000000001
