,name,Background,Clothes,Eyes,Eyewear,Fur,Hat,Mouth,Background_rarity,Fur_rarity,Mouth_rarity,Eyes_rarity,Clothes_rarity,Eyewear_rarity,Hat_rarity,min_rarity,max_rarity,mean_rarity,factoral_rarity,rarity_rank,id,tokenAddress,collectionAddress,collectionName,imageUrl,chain
48,Okay Bear #5264,White,Black Suit,Wide Eyed,Punk Sunglasses,Panda,,Ugh,0.1265,0.039,0.0151,0.026,0.0037,0.0269,0.2698,0.0037,0.2698,0.07242857142857143,449.38430868690597,49,5264,9KgvQpW2mF758jS162q887EL2SxL638fHrBwfePVbJQX,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeifomfjtv4nkiddyv5lzl4l6nxjsmxkezhfkr2hlh5xamwnuyxozee.ipfs.nftstorage.link/5263.png?ext=png,SOL
49,Okay Bear #8983,Yellow,Sleeveless Tee,Closed,,Robot,Backwards Skate Cap,Asparagus,0.1222,0.0052,0.0076,0.031,0.0286,0.6672,0.0212,0.0052,0.6672,0.12614285714285714,447.9616574929112,50,8983,Aw7mJj1JADyDgkKHvJhEYH8RYk9o1DHq6C8ecfvopNDG,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeicy7pvihtr32f5ju6mdvekpnft343rx26yn33a3anst7uvqg4q3di.ipfs.nftstorage.link/8982.png?ext=png,SOL
50,Okay Bear #9241,Cream,Winter Scarf,Wide Eyed,,Robot,Classic Cap,Wry,0.1326,0.0052,0.0922,0.026,0.006,0.6672,0.0337,0.0052,0.6672,0.13755714285714285,446.99575401411016,51,9241,73JsX2j89AKx7cH4qRajZ4CMrTYgDZggWFKQwkUoVmzq,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeia5xf42fmixfctoowirthxsyllgttgn2hp2ii2qynxfbb4mxfs3hq.ipfs.nftstorage.link/9240.png?ext=png,SOL
51,Okay Bear #9014,Grey,Olive Windbreaker,Closed,,Black,Rubik's Cube,Bubble Gum,0.1261,0.0495,0.0101,0.031,0.0256,0.6672,0.0041,0.0041,0.6672,0.13051428571428572,443.8639398076522,52,9014,dw9avvxvSe5eDa9Xe7M2YefF6g4b9oLkqRLy2y3wSBu,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiergvyluqjqiheufi3xyejxjuz7jo3lydyi6kqduqngwjiczuvqwq.ipfs.nftstorage.link/9013.png?ext=png,SOL
52,Okay Bear #9638,Warm Grey,,Interested,,Tan,,Cassette,0.1227,0.1413,0.0025,0.0671,0.1965,0.6672,0.2698,0.0025,0.6672,0.2095857142857143,440.42453844758563,53,9638,7AirrAvo8whNLTXwZd9oL7Xc27ANjJAdUBHT5y4AB5MR,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeidtp2kl62eimdwmh6y7izbknezx6at2winelp3ctajee3bhxticcu.ipfs.nftstorage.link/9637.png?ext=png,SOL
53,Okay Bear #187,Green,Silk Robe,Interested,,Sand,Sweatband,Yoyo,0.126,0.0818,0.0048,0.0671,0.006,0.6672,0.0352,0.0048,0.6672,0.14115714285714287,439.97246833736506,54,187,ENVzegFQ9Y6fMD1DBCCVH3ni12GBCQZefDjx6cxFGLSM,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeibr4h4xaqbdjhgn4x2t5qamd4pqxaihwkcqyaikuxvwilju2d6pp4.ipfs.nftstorage.link/186.png?ext=png,SOL
54,Okay Bear #3596,Grey,Cord Tracksuit,Defeated,,Robot,Army Hat,Worried,0.1261,0.0052,0.0095,0.0526,0.0139,0.6672,0.0239,0.0052,0.6672,0.12834285714285715,439.7947223488153,55,3596,4v5ipzXR3mctZAEDJLAzMXG1bbYhwBPPsN6MowMS3f2v,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiavtgc3udpdx7vxoakjy32tz57iy5shfeu54lxzy7shcn2ya4jkou.ipfs.nftstorage.link/3595.png?ext=png,SOL
55,Okay Bear #5935,White,Fur Coat,Annoyed,Circle Sunglasses,Sand,Black Bucket Hat,Ahh,0.1265,0.0818,0.0113,0.1309,0.0038,0.0282,0.0412,0.0038,0.1309,0.06052857142857143,439.1558041454285,56,5935,Guao85YfUa9ca6t1wE3WeQmr4zMWpbTmSRAExCC75cVX,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeihhqrpymfrbg3od2juvxxgi2cvtxqxixryk5torf5popmtdretxby.ipfs.nftstorage.link/5934.png?ext=png,SOL
56,Okay Bear #8714,Green,Legacy Windbreaker,Interested,,Robot,Baker Boy Hat,Ahh,0.126,0.0052,0.0113,0.0671,0.0115,0.6672,0.0214,0.0052,0.6672,0.12995714285714285,438.8271997836471,57,8714,GHcYLMSbRL4Gf3RrK2nCGgKBahf4MpFAJpDAxzeogJqS,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeigxv2qepxzxgxiwazxlqoxg5vmdvav455maexpkmug4lxsfimpmpi.ipfs.nftstorage.link/8713.png?ext=png,SOL
57,Okay Bear #6566,Blue,Scarf,Robot,,Robot,,Ohh,0.1252,0.0052,0.0243,0.0087,0.013,0.6672,0.2698,0.0052,0.6672,0.15905714285714284,438.5180319690496,58,6566,5b2MGeo56gnnmtGPHnxcDUPneqFZQZYxPpgyTN9g4xZZ,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeibvntklhfgpzhqighhntqllse2sq2rkvtzhftzlc555noe3kcmpxe.ipfs.nftstorage.link/6565.png?ext=png,SOL
58,Okay Bear #2779,Warm Grey,Okay Tee,Happy,,Robot,Ear Tag,Asparagus,0.1227,0.0052,0.0076,0.0788,0.0273,0.6672,0.0191,0.0052,0.6672,0.13255714285714287,435.2118127879439,59,2779,2fEVxA6ZrqbHsUcmmp9PacePcNExN6hDgUNAKs6LEvW9,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeihdcplz5m3ehuavfb7t4ypuzdrw6mokunhwancuacvuekknxjopoy.ipfs.nftstorage.link/2778.png?ext=png,SOL
59,Okay Bear #8515,Yellow,Woven Sweater,Robot,,Ginger,Okay Beanie,Yoyo,0.1222,0.0606,0.0048,0.0087,0.0208,0.6672,0.0301,0.0048,0.6672,0.13062857142857145,430.7591336879105,60,8515,FurFkw44PpDS4jUJY3m7UaMdF5Sr3GjdoP3oNMr7p38T,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeid2lf2jxmn5ai3d7bkmzk3m7o2nbtxqa237zmv4fj3oosdrc5t2xy.ipfs.nftstorage.link/8514.png?ext=png,SOL
60,Okay Bear #4791,Cream,Okay Hoodie,Closed,Mechanical Goggles,Grizzly,Book,Okay,0.1326,0.144,0.2305,0.031,0.015,0.0051,0.0086,0.0051,0.2305,0.08097142857142858,430.1065496908707,61,4791,V7qD5ZRaQTaxGXnJ4DLcYK83aYgxbgmTN53tXpZHU1c,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeifs2amzcz2a7un4t44n7acesz3ykstybpa7xqhb6kktlxilefvwjy.ipfs.nftstorage.link/4790.png?ext=png,SOL
61,Okay Bear #5800,Purple,Fur Coat,Defeated,,Panda,Black Bucket Hat,Forced Smile,0.1187,0.039,0.0116,0.0526,0.0038,0.6672,0.0412,0.0038,0.6672,0.13344285714285714,428.2124692246331,62,5800,GVdEFwRwRC9cCVTCxDUutB7GQtkq9PQdQXSTTHz1eTc5,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeibhlz4mmiw7lwcbdj6xc77tjjcm3ia6776e6qx4zp6sctexju7blu.ipfs.nftstorage.link/5799.png?ext=png,SOL
62,Okay Bear #4347,Cream,Tech Jacket,Golden Glow,Flying Goggles,Tan,,Yoyo,0.1326,0.1413,0.0048,0.0199,0.0104,0.0183,0.2698,0.0048,0.2698,0.08530000000000001,427.70831269821764,63,4347,AqB5GLSBGnzMJvGk9MvJ4AMoVD3wjjmpE7rWxa4pwetJ,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeidl3dxvlqrfwxxfimv2b3chs65dwx6t2cnozkexqq3gtbfyisk35u.ipfs.nftstorage.link/4346.png?ext=png,SOL
63,Okay Bear #9917,Green,Overalls,Disappointed,Mechanical Goggles,Panda,Pencil,Ahh,0.126,0.039,0.0113,0.094,0.0139,0.0051,0.0379,0.0051,0.126,0.04674285714285714,427.1175083612337,64,9917,7TSnTgEZexoM2KWk9ijCyHtaiMBucVQoTusp3BiAen2U,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeigijee5g7slpfpctzbdmnohpvstajyfztilcfozyvbyvhorgrnwbq.ipfs.nftstorage.link/9916.png?ext=png,SOL
64,Okay Bear #9687,Warm Grey,Aviator Jacket,Interested,Round Glasses,Tan,Sweatband,Yoyo,0.1227,0.1413,0.0048,0.0671,0.0075,0.0374,0.0352,0.0048,0.1413,0.059428571428571435,426.94395523273045,65,9687,DXdXoRLZ1eNEXyULSx6uv8raQbt63hLGdzj2Aruo1zg6,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeifths76zoadhkmzhpxq4unhprahky3tamcrubwrvunqv27eut736u.ipfs.nftstorage.link/9686.png?ext=png,SOL
65,Okay Bear #3762,Green,Faded Denim Jacket,Robot,,Tan,Flat Hat,Yoyo,0.126,0.1413,0.0048,0.0087,0.0193,0.6672,0.029,0.0048,0.6672,0.14232857142857144,426.08454192308903,66,3762,GtxCTRtmAfSEbuTjby7ci6mjSaw2KQd5K7UUnPAdpsXE,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeihoovttympjnuc4efkho6y7jdrrzco4xma7dxttjxxiudxlluemgi.ipfs.nftstorage.link/3761.png?ext=png,SOL
66,Okay Bear #3787,Warm Grey,Black Tee,Annoyed,,Grizzly,Rubik's Cube,Asparagus,0.1227,0.144,0.0076,0.1309,0.0383,0.6672,0.0041,0.0041,0.6672,0.15925714285714285,425.8236710252299,67,3787,9ft9SWB6KfgYA3Dbe7Ln3hNzSGj3TYP9SNCu3GC5iWAm,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiamdlcbd3efau24hmnonk46x7tt7srxlvmz6e3t2aggho2bnjeziu.ipfs.nftstorage.link/3786.png?ext=png,SOL
67,Okay Bear #1939,Grey,Fur Coat,Happy,Round Glasses,Grizzly,Head Cam,Raspberry,0.1261,0.144,0.0253,0.0788,0.0038,0.0374,0.0146,0.0038,0.144,0.06142857142857143,425.4797189259916,68,1939,C3BRZpbYzFeGppW3wg1yj5U3ezeNyUhvf1EwqhkSoxUp,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeicbwhky2j5cqsy2nqydkmlcfpejevsy7zlmltqnpoekxnggidtbym.ipfs.nftstorage.link/1938.png?ext=png,SOL
68,Okay Bear #2525,Purple,Black Suit,Sarcastic,Barrel Sunglasses,Black,Classic Cap,Oou,0.1187,0.0495,0.0271,0.0965,0.0037,0.0211,0.0337,0.0037,0.1187,0.05004285714285715,423.2269090413676,69,2525,ApbBiwoaYMGv8EwAE6NkpcJYvDTNJjLpDCn1rUYzCQGy,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeidcppnbnb6hnnfkzymrzsj3harysuw6mwlx7n6i5jnx6bypaul6f4.ipfs.nftstorage.link/2524.png?ext=png,SOL
69,Okay Bear #1616,Green,Puffer Jacket,Annoyed,Mechanical Goggles,Andean,Army Hat,Bubble Gum,0.126,0.0377,0.0101,0.1309,0.0227,0.0051,0.0239,0.0051,0.1309,0.050914285714285704,423.08332626249705,70,1616,CxXwb4sebPk6DLvX7RThDCccybsSvzg6gUiLGoyHhWjE,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiapyl6vxb7ggsaw6gzokmsxkl4egegrddv4z5ikmxyp6gwmnmwuke.ipfs.nftstorage.link/1615.png?ext=png,SOL
70,Okay Bear #2461,Cream,Lumber Jacket,Spirited,,Robot,Worn Out Beanie,Toothpick,0.1326,0.0052,0.0116,0.062,0.0124,0.6672,0.026,0.0052,0.6672,0.131,422.790599958288,71,2461,JCA6kMkPsQ1mrLGWiqFPGfmWtwc1XxKY9ESU9VULDsys,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeidcpoju6k6qgxea2zqqmv7xhw4t3kayhz75vdftqpbd7k3ocgggrq.ipfs.nftstorage.link/2460.png?ext=png,SOL
71,Okay Bear #8820,Green,Lumber Jacket,Sad,Barrel Sunglasses,Sand,Rubik's Cube,Wry,0.126,0.0818,0.0922,0.0507,0.0124,0.0211,0.0041,0.0041,0.126,0.055471428571428574,422.67226491796396,72,8820,3xbx143ZpMSh3QSTExoaikbzLqEYEjJKW7bji31FRUqU,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiae7anbmkfdk75kmqmbfrtblcjuocan3l56fdcl67cq7m7jvhkh3m.ipfs.nftstorage.link/8819.png?ext=png,SOL
72,Okay Bear #8895,Green,Black Suit,Sarcastic,Flying Goggles,Dark Brown,Classic Cap,Raspberry,0.126,0.1268,0.0253,0.0965,0.0037,0.0183,0.0337,0.0037,0.1268,0.06147142857142857,420.2999987857518,73,8895,H1mYC47Fdik7b3ADYj3Ju2kEXmj4cD8wxUv21aLcxpxn,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeifcequuobie3xlknchavdb3voum6vgeoyecf2wikhqx3phx56hbca.ipfs.nftstorage.link/8894.png?ext=png,SOL
73,Okay Bear #3924,Purple,,Tired,,Grizzly,Rubik's Cube,Asparagus,0.1187,0.144,0.0076,0.0454,0.1965,0.6672,0.0041,0.0041,0.6672,0.16907142857142857,419.464721870231,74,3924,Dis65x8V2Cffci9auWEwBdTboULKdb22wCDF2kwuceZT,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeihctya3uyea3ked3o4jyqcsesxbpl5mx3arj3sedqiefqhz4qm5qi.ipfs.nftstorage.link/3923.png?ext=png,SOL
74,Okay Bear #6252,Warm Grey,Tweed Suit,Defeated,,Blueprint,Pencil,Honey,0.1227,0.0158,0.0054,0.0526,0.0088,0.6672,0.0379,0.0054,0.6672,0.13005714285714287,417.1580793900043,75,6252,Bq8Kmu4YXmv8wCeayzVkkgRcB73JsphGGMwe45tAhccU,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeieozvb7so7mz2736alqegxrxurk7mpp3op237a6dl3mdim2zcymrq.ipfs.nftstorage.link/6251.png?ext=png,SOL
75,Okay Bear #9013,Purple,Formal Vest,Annoyed,,Wood,Flat Cap,Earphones,0.1187,0.0201,0.0049,0.1309,0.0157,0.6672,0.0122,0.0049,0.6672,0.13852857142857142,417.0571772596993,76,9013,DKRnaTkJxYYxKY7j2MFYp4dPCN9s4KpaDoW3tBxsjezt,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiergvyluqjqiheufi3xyejxjuz7jo3lydyi6kqduqngwjiczuvqwq.ipfs.nftstorage.link/9012.png?ext=png,SOL
76,Okay Bear #1090,Yellow,Tweed Suit,Okay,Barrel Sunglasses,Black,Skate Cap,Earphones,0.1222,0.0495,0.0049,0.2023,0.0088,0.0211,0.0551,0.0049,0.2023,0.06627142857142856,416.58866153476134,77,1090,DthkLrGAgiwVWJaqDLtreCZ9jr8YfiDVxtnxNw4Euqdb,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeidirz6erur4v3vktk3jy5lde4lowksovfkfaeag23tsnucsspexly.ipfs.nftstorage.link/1089.png?ext=png,SOL
77,Okay Bear #1093,Blue,Wool Overcoat,Sarcastic,Wayfarer Sunglasses,Red Panda,Rubik's Cube,Wry,0.1252,0.0276,0.0922,0.0965,0.012,0.0438,0.0041,0.0041,0.1252,0.05734285714285715,415.49460837662315,78,1093,FPzH3S8t9T3RYnKCD8ne7Hdiv2H9YgCxAh5N2XPsiFZP,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeidirz6erur4v3vktk3jy5lde4lowksovfkfaeag23tsnucsspexly.ipfs.nftstorage.link/1092.png?ext=png,SOL
78,Okay Bear #253,Yellow,Fur Coat,Tired,,Lofi,Pom Pom Beanie,Huh,0.1222,0.0196,0.0344,0.0454,0.0038,0.6672,0.0256,0.0038,0.6672,0.13117142857142858,414.0191090749086,79,253,3dgiqAdJmJ3uj5tKbTqdttcXKTM7fTaQcLPf4LXREk9a,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeidroepu244ficol2xohhvkdmcullopis4xhk4myoieolyf3bfzwle.ipfs.nftstorage.link/252.png?ext=png,SOL
79,Okay Bear #872,Warm Grey,Legacy Windbreaker,Sarcastic,,Blueprint,Backwards Flat Cap,Yoyo,0.1227,0.0158,0.0048,0.0965,0.0115,0.6672,0.0303,0.0048,0.6672,0.13554285714285716,411.5957491529575,80,872,7YWcaU1mW7cwTY2oWGDnq1etVu5AhSD6UwX9XTG9QH34,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeidj4qtagxh656hshac3se7ywq4lm6ej2g42nfadylezthu7mmslxe.ipfs.nftstorage.link/871.png?ext=png,SOL
80,Okay Bear #8563,Purple,Fur Coat,Closed,Wayfarer Sunglasses,Dark Brown,Mumford Hat,Proud,0.1187,0.1268,0.0528,0.031,0.0038,0.0438,0.0175,0.0038,0.1268,0.05634285714285715,410.640295726271,81,8563,DQ27SvZqAnxtY2rBPPurWXXRXhGm7FUfFqbeofNmK7YK,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeih3afjai5najxmbu2mdhyqfimesaw2cmep7muu6vg53xdmebyxmc4.ipfs.nftstorage.link/8562.png?ext=png,SOL
81,Okay Bear #1426,Yellow,Puffer Jacket,Spirited,VR Headset,Robot,,Oou,0.1222,0.0052,0.0271,0.062,0.0227,0.0092,0.2698,0.0052,0.2698,0.07402857142857143,409.9753644567754,82,1426,8pfzDYeNXhTms5XVPav44ymt3TGGe5QqMEUCN1aP372a,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeihgwnmpu3hutpufktognzt3xodrm5dct2h3y6mvj2l35rpk5r7uxu.ipfs.nftstorage.link/1425.png?ext=png,SOL
82,Okay Bear #7005,Warm Grey,Travel Coat,Okay,Mechanical Goggles,Ginger,Earrings,Sneer,0.1227,0.0606,0.0211,0.2023,0.0101,0.0051,0.0266,0.0051,0.2023,0.06407142857142858,409.6704454012653,83,7005,3ZEKzkkJYRkV25aepUa7hkFtL2PTz7RSPNPwCrfkN4db,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeibkk3jjgsvhhvgeqr45kqjiah6yll6zbnby4vusxlgk7jphtwizye.ipfs.nftstorage.link/7004.png?ext=png,SOL
83,Okay Bear #3178,Green,Coat with Headphones,Sarcastic,Circle Sunglasses,Tan,Ear Tag,Honey,0.126,0.1413,0.0054,0.0965,0.009,0.0282,0.0191,0.0054,0.1413,0.06078571428571428,409.48965321863477,84,3178,8MHHX3jK7a43fv17REgBnGDbV7AqiQfNPVNJZuoRwfcc,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeihgqii2ntrwo4s2ilhhij47kwp52lz7ubxgxgnquo5rdyacfrgt4i.ipfs.nftstorage.link/3177.png?ext=png,SOL
84,Okay Bear #1812,Purple,Torn Tee,Okay,Aviator Sunglasses,Andean,Rubik's Cube,Okay,0.1187,0.0377,0.2305,0.2023,0.0104,0.0409,0.0041,0.0041,0.2305,0.0920857142857143,408.737510225355,85,1812,FAFUBKBFE9T1DJxSmDPwPFMzup2nYjAxPbL9mxhf1ADS,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeigg4kqb4gqmbjut7t3bz22fs6izsa2uvhqm26z4ygvwqnzeod76iu.ipfs.nftstorage.link/1811.png?ext=png,SOL
85,Okay Bear #3357,Yellow,Pullover Windbreaker,Sad,Punk Sunglasses,Lofi,Flat Hat,Yoyo,0.1222,0.0196,0.0048,0.0507,0.0204,0.0269,0.029,0.0048,0.1222,0.039085714285714286,407.9380010833752,86,3357,4P7SucwScWDgJZvMGP4XwseDGbe4bMd2pWzmHmvQXN8k,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeig7qjrpvzs6j3wewujr5srt426z5f7lcpd3pzc2hfrcw5tfb23alu.ipfs.nftstorage.link/3356.png?ext=png,SOL
86,Okay Bear #6203,Yellow,Vintage Shirt,Golden Glow,Round Glasses,Tan,Surf Bucket Hat,Earphones,0.1222,0.1413,0.0049,0.0199,0.0275,0.0374,0.0133,0.0049,0.1413,0.05235714285714286,407.8829100281043,87,6203,3ots4qZJ8sgvn6LrcSGe4MBXCf67VYBZHJFEbUBoada9,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeidoiqwmgexfzfnixl5upqypmboaleli2sfma545zzymw55iterrjy.ipfs.nftstorage.link/6202.png?ext=png,SOL
87,Okay Bear #9079,White,Suede Jacket,Annoyed,Aviator Sunglasses,Dark Brown,Rubik's Cube,Ugh,0.1265,0.1268,0.0151,0.1309,0.0202,0.0409,0.0041,0.0041,0.1309,0.06635714285714285,407.5134259082414,88,9079,7xnLRYG117KzNBFF5nPQKcLqcSGaAKy5dtzQmTjXnpkH,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeifqjlsgadwr2cpas7xhytp3gwbff2fw7w7tby3gsfbvz4ohxipohm.ipfs.nftstorage.link/9078.png?ext=png,SOL
88,Okay Bear #6555,Grey,Tech Jacket,Golden Glow,Clear Glasses,Pink,Runner Cap,Gaiter,0.1261,0.0426,0.0057,0.0199,0.0104,0.0407,0.0339,0.0057,0.1261,0.0399,407.31664108978913,89,6555,J45i6LFJosi4PozQAef9jiwmHUf4SRucjWFf3bC2un4z,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeibvntklhfgpzhqighhntqllse2sq2rkvtzhftzlc555noe3kcmpxe.ipfs.nftstorage.link/6554.png?ext=png,SOL
89,Okay Bear #5576,Purple,Torn Sleeveless Tee,Annoyed,,Lofi,Sticky Note,Eight Ball,0.1187,0.0196,0.0038,0.1309,0.0315,0.6672,0.023,0.0038,0.6672,0.1421,406.96541571057026,90,5576,2kLkSneWWbpHBXRoiyG8myqzAYZguC21Q3pKKBGarBxf,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiflpier7pstzo64owrz3e6eiznwd22gaxlx6wa3bldflgndmo7ucm.ipfs.nftstorage.link/5575.png?ext=png,SOL
90,Okay Bear #3421,Purple,Black Suit,Sarcastic,Barrel Sunglasses,Dark Brown,Ear Tag,Pouting,0.1187,0.1268,0.1231,0.0965,0.0037,0.0211,0.0191,0.0037,0.1268,0.0727142857142857,404.816862452936,91,3421,DLaB5Vc1jzNBSG5mBc38rGZnFLhxL8dMxQJyYZyhAgts,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeibchtxzulcfqpupu5souauxybjsa4mkiopcnk7pac5vl4735porsm.ipfs.nftstorage.link/3420.png?ext=png,SOL
91,Okay Bear #9071,Cream,Striped Tee,Defeated,Flying Goggles,Green,Rubik's Cube,Huh,0.1326,0.0456,0.0344,0.0526,0.0357,0.0183,0.0041,0.0041,0.1326,0.04618571428571428,404.11092922643616,92,9071,3C222nvLjwTLVGB1rsbM8n9vFSiBRKntqN1MBhq2vfRN,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeifqjlsgadwr2cpas7xhytp3gwbff2fw7w7tby3gsfbvz4ohxipohm.ipfs.nftstorage.link/9070.png?ext=png,SOL
92,Okay Bear #4886,Purple,Scarf,Sarcastic,Flying Goggles,Green,Chullo,Drool,0.1187,0.0456,0.0097,0.0965,0.013,0.0183,0.0078,0.0078,0.1187,0.044228571428571416,403.58291606995886,93,4886,7LXKp8r9ut65Det5pv1an2BSkZFkd9Q454CuwxysVLqc,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeie6ym6thyv6rjx3xxoezqdr4jf2sgqqfwsilfyvzke7ddlmkabyve.ipfs.nftstorage.link/4885.png?ext=png,SOL
93,Okay Bear #1166,Warm Grey,Pullover Windbreaker,Okay,,Robot,Pencil,Yawn,0.1227,0.0052,0.0083,0.2023,0.0204,0.6672,0.0379,0.0052,0.6672,0.152,402.7863660775966,94,1166,7tHSyzzHrussjnWZUUNg2aMkAkbNRFove3cNJCZtt4cP,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeignqo2c4ayje56e3jejqn2timpsnupjfsyxn3sb24zlbcz7qlmk6u.ipfs.nftstorage.link/1165.png?ext=png,SOL
94,Okay Bear #579,Warm Grey,Faded Denim Jacket,Happy,,Panda,Rabbit Fur Hat,Honey,0.1227,0.039,0.0054,0.0788,0.0193,0.6672,0.0085,0.0054,0.6672,0.1344142857142857,402.6258566917164,95,579,AsTacDvNCZXHU3u5pV3HPRzaRM12FCADSGtAwStMgYdm,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeibg22i5f4b3lwpfvl2zrevy7yxw4do5iltosa6vcfne4hftcgzhda.ipfs.nftstorage.link/578.png?ext=png,SOL
95,Okay Bear #2491,Purple,Cord Tracksuit,Interested,Barrel Sunglasses,Grizzly,Sticky Note,Yoyo,0.1187,0.144,0.0048,0.0671,0.0139,0.0211,0.023,0.0048,0.144,0.056085714285714294,401.4195791081545,96,2491,G5JDN2wEjbskWAmAZPPdHncExj76yzSrASBjnySMVjuY,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeickme6bmkora47xisln47mz5wckpcx7pjvotouo37dpkdyzcznxvm.ipfs.nftstorage.link/2490.png?ext=png,SOL
