,pdaAddress,auctionHouse,tokenAddress,tokenMint,seller,sellerReferral,tokenSize,price,expiry,rarity.howrare.rank,rarity.moonrank.rank,rarity.moonrank.absolute_rarity,rarity.moonrank.crawl.id,rarity.moonrank.crawl.first_mint_ts,rarity.moonrank.crawl.last_mint_ts,rarity.moonrank.crawl.first_mint,rarity.moonrank.crawl.last_mint,rarity.moonrank.crawl.until_tx,rarity.moonrank.crawl.until_slot,rarity.moonrank.crawl.expected_pieces,rarity.moonrank.crawl.seen_pieces,rarity.moonrank.crawl.last_crawl_id,rarity.moonrank.crawl.complete,rarity.moonrank.crawl.blocked,rarity.moonrank.crawl.unblock_at_ts,extra.img
19,3neyH8XsNZLVMWTJVqYek7Twvrx2v6qBFJVgbETU7yMJ,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,3JZiqQeAA33PtCrUAcrKyzrvUpu1AQhCEYeJ6XNaNZFV,AoPJxL84FxbbKrC3UDgE68BbauGwkez4c2Rr7mKyGeFR,3zrhiHgfBDZgpVmRjNcmzzHB4mY53Br1FCpACoqT3CkJ,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,6969.6969,-1,456.0,1391,1.0116861535608794e-09,okay_bears,1650996001,1651003401,J4qzw3nMsgH6fKjLKHerUH6QiXH57xQCb9NA4qFQ7JbV,3ENiEjh3u8LwBJEVpnTnwBpEMYN8J4cQwtFMMjgwAGUu,,0,10000,10000,1519048212869988400,True,False,0,https://bafybeidaqjvooqcc2siskg4f3t2bm4mljskaoxl3pinyz7okwij3keovru.ipfs.nftstorage.link/3220.png?ext=png
0,2pxMeTcarvhEHY7VLS6fT3Ey1zWfDrXJiSKeJovuwmuT,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,8da3UskavWPGtQTRcMNPBAzatgL9fbwvEcLa7HTfLSKn,Ba3Xiv9GVA8mWZ87Vn9w2xhUP1z6YzcaR2RD1KXpi4Yf,5K46VSyB1FwnzSRQv4hNU37TGABCh3VgiGVpzE1ViH2S,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,139.0,-1,5618.0,5095,1.7335615562710553e-08,okay_bears,1650996001,1651003401,J4qzw3nMsgH6fKjLKHerUH6QiXH57xQCb9NA4qFQ7JbV,3ENiEjh3u8LwBJEVpnTnwBpEMYN8J4cQwtFMMjgwAGUu,,0,10000,10000,1519048212869988400,True,False,0,https://bafybeighjl5tsg5rpyokpizeodz6ho46rjenzyzslbozh4qdfehhhsgrsa.ipfs.nftstorage.link/106.png?ext=png
1,FAQrYVd9DHnJYSyPX5JJiryVaPu6JVaPgHV1Hxd2diwA,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,5R9R4MX3J4rEUjF3UChuY31dcU9KwnVcB4rtQmQLgkbm,DJLrw4z4zeQzuHShCEcUbooD6SR5eJ5zFE9vCDNjTVPE,CqEz23NZHGG7RXF7Nqtc6eRXatGSocMwSkD7oKhxh7vL,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,500.0,-1,38.0,717,3.7909891541385944e-10,okay_bears,1650996001,1651003401,J4qzw3nMsgH6fKjLKHerUH6QiXH57xQCb9NA4qFQ7JbV,3ENiEjh3u8LwBJEVpnTnwBpEMYN8J4cQwtFMMjgwAGUu,,0,10000,10000,1519048212869988400,True,False,0,https://bafybeieximbzqxohkyugfy4acew5hroodukjexu5dsb5s3ljpw5c436wqm.ipfs.nftstorage.link/2409.png?ext=png
2,ETKTuKqFExkyYCZq1hYpiYp5VAbXZWiVAY3Zq2LM2C9g,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,D7vcMtbnrycY9GxAtNRG3t7PGJcyBBUaDxDCvZkt4wGs,BndpdgAkBBh2wMY61KThKp4poFzFxzVrXnw1eC4yv3Cw,78S8tDfjjZBmhJRa78QrVcD2L4Fe1vG2d9w5cCfCrUTE,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,200.0,-1,7664.0,4842,1.4742838671200797e-08,okay_bears,1650996001,1651003401,J4qzw3nMsgH6fKjLKHerUH6QiXH57xQCb9NA4qFQ7JbV,3ENiEjh3u8LwBJEVpnTnwBpEMYN8J4cQwtFMMjgwAGUu,,0,10000,10000,1519048212869988400,True,False,0,https://bafybeiee7f4hhf3y5xf3mue5v5an6ghl63nhldn2qxjhklirngutvpebr4.ipfs.nftstorage.link/6950.png?ext=png
3,GwZxkpJPgwRLQWrUWzcVJpjihSTabQPhg3kB6cmaxfnQ,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,WDyRfG2oBMGSdqcxre5ErR2sU55xbFDrrYuT5kHHQWf,FTidrHfbv9T4SW4PMiBJGLtxTGSkHC4Tiyh6v9dmD5br,GvaSLNMoMdvkgaQyYxrrDkmU4B3L2Eq3ZpbYMTDMfMJL,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,170.0,-1,2376.0,1145,7.502572912198025e-10,okay_bears,1650996001,1651003401,J4qzw3nMsgH6fKjLKHerUH6QiXH57xQCb9NA4qFQ7JbV,3ENiEjh3u8LwBJEVpnTnwBpEMYN8J4cQwtFMMjgwAGUu,,0,10000,10000,1519048212869988400,True,False,0,https://bafybeiby656hnzmeoi26q6qijfzjpmcvduk4sv6j2fvndd5nndolgnqgrm.ipfs.nftstorage.link/9717.png?ext=png
4,AXfZWEBxYSKFzA2fGd3H3bXL4tnXibknyNZsy5R2H22Y,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,7TtQZza2Y8RUdAstYaQrjXW66dKh71ATHSei5QZZSdaQ,5NTGEm9uzJ83UHMKP5XAacpJQafwER9AtdT9njSfbCSi,GowdoQk3D72r9UgEgGnM5od21hrdCpJC6nRSLaufUscm,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,179.45,-1,4167.0,6560,4.480461919474892e-08,okay_bears,1650996001,1651003401,J4qzw3nMsgH6fKjLKHerUH6QiXH57xQCb9NA4qFQ7JbV,3ENiEjh3u8LwBJEVpnTnwBpEMYN8J4cQwtFMMjgwAGUu,,0,10000,10000,1519048212869988400,True,False,0,https://bafybeifvfzzk32h4xfsy67fuasesiozkdawbjluk6hcmiwf6z7tctydr5y.ipfs.nftstorage.link/916.png?ext=png
5,CLrshEzEKRGKqpdNMFZP6BZ3MFM3VpBwKhsQTTJAYJid,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,5xrJt33RfQWt9bniVzyXKEMKVWkiCRss5WzExukmV8Sc,8qzPLPt2X3ESbprtiH6qHoT7Fi6tkR21SBFga3uY2niG,HVnerm69oYPMx8oDVdti2fSoCRu31viBd4sCAw34Tk8P,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,133.0,-1,5119.0,3809,7.62764035306886e-09,okay_bears,1650996001,1651003401,J4qzw3nMsgH6fKjLKHerUH6QiXH57xQCb9NA4qFQ7JbV,3ENiEjh3u8LwBJEVpnTnwBpEMYN8J4cQwtFMMjgwAGUu,,0,10000,10000,1519048212869988400,True,False,0,https://bafybeienle45tmnsb3rz4coqnwmwlp2s4sw7kao5b6aquc7kovkmpnkwla.ipfs.nftstorage.link/2857.png?ext=png
6,3fkPDjHz2vdJK3ugGV8NrGXUVLWo6CRGYPtV8JEYzDtg,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,D2TWijJKtut5TgZnxmPTuV4etzXa34xmX9aK9HMqJiSy,4jkBQzjvGt9SXk8xgSxHDzR4k76Ff5QGyiuBTnjjht2U,67jkPGKSmbFFNvsHC5UuPwqJwkZ3VJMArj317vLzKqDJ,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,300.0,-1,7655.0,7537,8.836575473858533e-08,okay_bears,1650996001,1651003401,J4qzw3nMsgH6fKjLKHerUH6QiXH57xQCb9NA4qFQ7JbV,3ENiEjh3u8LwBJEVpnTnwBpEMYN8J4cQwtFMMjgwAGUu,,0,10000,10000,1519048212869988400,True,False,0,https://bafybeihi4ddupf5gz7zpmwa7qk7hekimpln7hqjywdz5ait2q7hz2i3xha.ipfs.nftstorage.link/5028.png?ext=png
7,HpPBMsZji6cv3Uq7JXF8f5ZUmMxUtqpmJykZtX4wPxV5,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,H23YQsxNMbY7AnzSZjWRwwMTWsypCVCG87LxB8rxyT7n,91m6NDH2mkHymystnyh57RaSSCDNDjSZy19u1nSD1k1F,FjyQkorddeiZdB4jMSeEPGCUgtEDb5tzaZaFmrW8Ea9G,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,125.0,-1,3456.0,2944,4.024831702891833e-09,okay_bears,1650996001,1651003401,J4qzw3nMsgH6fKjLKHerUH6QiXH57xQCb9NA4qFQ7JbV,3ENiEjh3u8LwBJEVpnTnwBpEMYN8J4cQwtFMMjgwAGUu,,0,10000,10000,1519048212869988400,True,False,0,https://bafybeietzgnye5brkhuzpittobj2r7nxs7e24mjjvres4yguucpzroy7re.ipfs.nftstorage.link/5901.png?ext=png
8,3jXu8b6BaJav8YYysDo8aXdjF7YkpLG1nSxMVf7kuX7e,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,7es321y7CmL9gvy2vnJHzGeG45S4Mad32vQeEQnMY7Xk,VqtC1UNok7LrNdxgjU1gMuRqhUxRZciqWKo1ExdtHMb,5mMugju1arQUtLv48cc7EdE71Axu67XbSxymMX7mjgMM,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,190.0,-1,2537.0,6836,5.376466513094554e-08,okay_bears,1650996001,1651003401,J4qzw3nMsgH6fKjLKHerUH6QiXH57xQCb9NA4qFQ7JbV,3ENiEjh3u8LwBJEVpnTnwBpEMYN8J4cQwtFMMjgwAGUu,,0,10000,10000,1519048212869988400,True,False,0,https://bafybeiaqmsdlddev7gnsjldzmarpqen6l2hgdg4krxveb2vfpif6kwacle.ipfs.nftstorage.link/2718.png?ext=png
