name,Background_rarity,Fur_rarity,Mouth_rarity,Eyes_rarity,Clothes_rarity,Eyewear_rarity,Hat_rarity,min_rarity,max_rarity,mean_rarity,factoral_rarity,rarity_rank
Okay Bear #5440,0.1252,0.0495,0.2305,0.2023,0.0114,0.0409,0.0303,0.0114,0.2305,0.09858571428571429,182.64326550157014,3272
Okay Bear #63,0.1227,0.144,0.0797,0.0454,0.0202,0.6672,0.0122,0.0122,0.6672,0.1559142857142857,182.638851424657,3273
Okay Bear #6866,0.1252,0.144,0.0097,0.1309,0.0268,0.6672,0.0551,0.0097,0.6672,0.16555714285714282,182.624921922741,3274
Okay Bear #6949,0.126,0.1413,0.0098,0.0671,0.022,0.6672,0.2698,0.0098,0.6672,0.18617142857142857,182.61739039079296,3275
Okay Bear #4141,0.1265,0.0276,0.1231,0.2023,0.0256,0.0121,0.2698,0.0121,0.2698,0.11242857142857142,182.61723029888324,3276
Okay Bear #2835,0.1252,0.0641,0.1231,0.2023,0.009,0.6672,0.0301,0.009,0.6672,0.17442857142857143,182.48697848488737,3277
Okay Bear #2075,0.1187,0.0818,0.1231,0.2023,0.0275,0.0092,0.2698,0.0092,0.2698,0.11891428571428572,182.48190704618074,3278
Okay Bear #5075,0.1326,0.0606,0.0797,0.1309,0.0139,0.0438,0.023,0.0139,0.1326,0.06921428571428571,182.4813562828073,3279
Okay Bear #7209,0.1222,0.1413,0.0095,0.0788,0.0227,0.6672,0.2698,0.0095,0.6672,0.18735714285714286,182.47207373243683,3280
Okay Bear #5341,0.1222,0.0641,0.0101,0.2023,0.0202,0.6672,0.2698,0.0101,0.6672,0.1937,182.44718547871537,3281
Okay Bear #7440,0.1265,0.144,0.0797,0.0341,0.0251,0.0211,0.026,0.0211,0.144,0.06521428571428571,182.41768826440486,3282
Okay Bear #1212,0.1252,0.0426,0.2305,0.1309,0.0101,0.6672,0.026,0.0101,0.6672,0.1760714285714286,182.40945345996184,3283
Okay Bear #7380,0.1326,0.0818,0.0344,0.0199,0.1965,0.0183,0.0424,0.0183,0.1965,0.07512857142857142,182.40621365600632,3284
Okay Bear #7006,0.1227,0.1413,0.0302,0.0341,0.1965,0.0409,0.0133,0.0133,0.1965,0.08271428571428573,182.39210226284058,3285
Okay Bear #3688,0.1187,0.0606,0.0797,0.0965,0.0357,0.0407,0.0122,0.0122,0.1187,0.06344285714285715,182.3844379065249,3286
Okay Bear #8276,0.1222,0.0196,0.0797,0.0788,0.0227,0.6672,0.0191,0.0191,0.6672,0.14418571428571428,182.3488063295363,3287
Okay Bear #601,0.1261,0.0818,0.2305,0.2023,0.0155,0.032,0.0175,0.0155,0.2305,0.10081428571428572,182.34568769220925,3288
Okay Bear #6689,0.1187,0.0377,0.0233,0.2023,0.0178,0.6672,0.0239,0.0178,0.6672,0.15584285714285714,182.33098786243534,3289
Okay Bear #8136,0.1326,0.1268,0.0243,0.2023,0.0268,0.6672,0.0122,0.0122,0.6672,0.17031428571428572,182.302777477318,3290
Okay Bear #1041,0.1261,0.1413,0.0528,0.0788,0.0091,0.6672,0.0412,0.0091,0.6672,0.15949999999999998,182.29785972976362,3291
Okay Bear #3720,0.1252,0.0818,0.0922,0.0788,0.0075,0.6672,0.2698,0.0075,0.6672,0.18892857142857142,182.28708515156646,3292
Okay Bear #1327,0.1261,0.144,0.0113,0.0454,0.0315,0.6672,0.0424,0.0113,0.6672,0.15255714285714286,182.22640386516792,3293
Okay Bear #7255,0.1252,0.0456,0.2305,0.0788,0.013,0.0183,0.2698,0.013,0.2698,0.11159999999999999,182.22013002045531,3294
Okay Bear #8174,0.1252,0.0495,0.0922,0.0671,0.0114,0.6672,0.0256,0.0114,0.6672,0.1483142857142857,182.21895649619483,3295
Okay Bear #2007,0.1227,0.0818,0.022,0.2023,0.013,0.6672,0.0303,0.013,0.6672,0.16275714285714285,182.19777552447846,3296
Okay Bear #2965,0.1261,0.0606,0.022,0.031,0.0286,0.6672,0.023,0.022,0.6672,0.13692857142857143,182.0865710453049,3297
Okay Bear #6608,0.1265,0.0606,0.022,0.031,0.0202,0.0374,0.2698,0.0202,0.2698,0.08107142857142856,182.06876610674564,3298
Okay Bear #2172,0.1326,0.0818,0.1231,0.062,0.0091,0.0409,0.2698,0.0091,0.2698,0.10275714285714285,182.06536297354137,3299
Okay Bear #6748,0.1187,0.1268,0.0797,0.0526,0.0273,0.0171,0.0256,0.0171,0.1268,0.06397142857142857,182.041562243535,3300
Okay Bear #7484,0.1222,0.039,0.1231,0.0507,0.0229,0.6672,0.0133,0.0133,0.6672,0.14834285714285717,182.02656757726214,3301
Okay Bear #3824,0.126,0.1268,0.0116,0.062,0.0268,0.0438,0.2698,0.0116,0.2698,0.09525714285714286,182.00980436330397,3302
Okay Bear #9948,0.1326,0.0641,0.0797,0.0087,0.0383,0.6672,0.2698,0.0087,0.6672,0.18005714285714286,181.94659308850837,3303
Okay Bear #8868,0.1261,0.1413,0.0922,0.0507,0.02,0.0121,0.2698,0.0121,0.2698,0.10174285714285713,181.9282851342306,3304
Okay Bear #3611,0.1222,0.0276,0.0101,0.1309,0.1965,0.6672,0.0412,0.0101,0.6672,0.17081428571428572,181.92421465144162,3305
Okay Bear #6934,0.126,0.0276,0.2305,0.2023,0.0208,0.0211,0.0303,0.0208,0.2305,0.0940857142857143,181.9235288563523,3306
Okay Bear #4397,0.1265,0.0818,0.0253,0.0788,0.0383,0.6672,0.0122,0.0122,0.6672,0.14715714285714285,181.92179889317978,3307
Okay Bear #245,0.1187,0.0201,0.1231,0.0965,0.02,0.0374,0.0352,0.02,0.1231,0.06442857142857143,181.80907358474107,3308
Okay Bear #2004,0.1265,0.0456,0.1231,0.031,0.0208,0.0409,0.0256,0.0208,0.1265,0.05907142857142857,181.8058050930788,3309
Okay Bear #9582,0.1227,0.0201,0.0344,0.1309,0.0208,0.6672,0.0266,0.0201,0.6672,0.14609999999999998,181.78009887584577,3310
Okay Bear #2197,0.1265,0.1268,0.0797,0.0965,0.012,0.0282,0.0412,0.012,0.1268,0.07298571428571429,181.7674903159092,3311
Okay Bear #129,0.1265,0.0818,0.1231,0.062,0.0229,0.0183,0.0256,0.0183,0.1265,0.06574285714285713,181.75801733529383,3312
Okay Bear #9955,0.1265,0.1413,0.1231,0.094,0.012,0.0438,0.0239,0.012,0.1413,0.08065714285714286,181.7494416411992,3313
Okay Bear #4887,0.1265,0.144,0.0528,0.0199,0.0204,0.6672,0.0212,0.0199,0.6672,0.1502857142857143,181.72845312829097,3314
Okay Bear #3869,0.1227,0.0377,0.0116,0.2023,0.0357,0.6672,0.0379,0.0116,0.6672,0.1593,181.72043818843267,3315
Okay Bear #6426,0.1326,0.039,0.0922,0.0965,0.0104,0.6672,0.0337,0.0104,0.6672,0.1530857142857143,181.71742267360264,3316
Okay Bear #1388,0.1187,0.0606,0.2305,0.2023,0.0088,0.6672,0.0309,0.0088,0.6672,0.18842857142857142,181.70542266505362,3317
Okay Bear #9896,0.1227,0.0495,0.0217,0.026,0.0229,0.6672,0.0424,0.0217,0.6672,0.13605714285714285,181.64829611287053,3318
Okay Bear #9159,0.1227,0.0377,0.2305,0.0199,0.0193,0.6672,0.0256,0.0193,0.6672,0.16041428571428576,181.63958172635236,3319
Okay Bear #3995,0.1187,0.0456,0.2305,0.1309,0.0124,0.6672,0.0175,0.0124,0.6672,0.1746857142857143,181.61905798337537,3320
Okay Bear #2705,0.1252,0.1268,0.0271,0.031,0.1965,0.0171,0.0303,0.0171,0.1965,0.07914285714285715,181.60398031628242,3321
Okay Bear #4047,0.1227,0.0259,0.2305,0.2023,0.0101,0.0438,0.2698,0.0101,0.2698,0.1293,181.58894682630486,3322
Okay Bear #4768,0.1261,0.0818,0.2305,0.0788,0.0104,0.6672,0.0214,0.0104,0.6672,0.17374285714285714,181.56552219065787,3323
Okay Bear #3050,0.126,0.0641,0.0098,0.0671,0.1965,0.6672,0.029,0.0098,0.6672,0.16567142857142855,181.55169604932286,3324
Okay Bear #9004,0.1222,0.0606,0.0528,0.0965,0.0227,0.6672,0.0122,0.0122,0.6672,0.14774285714285715,181.5059219706851,3325
Okay Bear #6070,0.1187,0.0259,0.0528,0.094,0.0229,0.0374,0.029,0.0229,0.1187,0.05438571428571428,181.5011790591515,3326
Okay Bear #7919,0.1265,0.0196,0.2305,0.2023,0.0161,0.0211,0.2698,0.0161,0.2698,0.12655714285714287,181.41871042198522,3327
Okay Bear #5590,0.1227,0.0606,0.0344,0.0454,0.0193,0.6672,0.0191,0.0191,0.6672,0.13838571428571428,181.41610197937405,3328
Okay Bear #6074,0.1252,0.1413,0.0302,0.0965,0.1965,0.6672,0.0086,0.0086,0.6672,0.18078571428571427,181.40656761520955,3329
Okay Bear #486,0.1265,0.1413,0.0253,0.062,0.1965,0.0269,0.0146,0.0146,0.1965,0.08472857142857144,181.39393353138843,3330
Okay Bear #3696,0.126,0.1413,0.0426,0.0526,0.012,0.6672,0.0256,0.012,0.6672,0.1524714285714286,181.39386831203885,3331
Okay Bear #6575,0.1326,0.0606,0.0528,0.2023,0.022,0.0171,0.0339,0.0171,0.2023,0.07447142857142859,181.3582786582394,3332
Okay Bear #3177,0.1222,0.0818,0.0095,0.094,0.0251,0.6672,0.2698,0.0095,0.6672,0.18137142857142857,181.3555883291069,3333
Okay Bear #7774,0.1265,0.0641,0.0302,0.0788,0.0115,0.6672,0.0424,0.0115,0.6672,0.1458142857142857,181.34892883502857,3334
Okay Bear #2119,0.126,0.0456,0.2305,0.1309,0.0157,0.0211,0.0352,0.0157,0.2305,0.08642857142857144,181.3408700498874,3335
Okay Bear #8200,0.1261,0.0426,0.0243,0.0341,0.0229,0.6672,0.0292,0.0229,0.6672,0.13520000000000001,181.29566766294428,3336
Okay Bear #8835,0.1222,0.0641,0.0233,0.0341,0.0202,0.6672,0.0292,0.0202,0.6672,0.1371857142857143,181.2782250094586,3337
Okay Bear #6028,0.1227,0.1268,0.0302,0.1309,0.0104,0.0407,0.2698,0.0104,0.2698,0.10450000000000001,181.21871671253268,3338
Okay Bear #2041,0.1261,0.1268,0.0233,0.2023,0.015,0.0409,0.0379,0.015,0.2023,0.08175714285714288,181.18002680639904,3339
Okay Bear #3336,0.1265,0.144,0.0243,0.0507,0.0161,0.6672,0.0239,0.0161,0.6672,0.1503857142857143,181.1773184221321,3340
Okay Bear #8540,0.1252,0.0495,0.0211,0.094,0.015,0.0407,0.2698,0.015,0.2698,0.0879,181.16404390889184,3341
Okay Bear #7682,0.1252,0.0201,0.0151,0.062,0.1965,0.6672,0.029,0.0151,0.6672,0.1593,181.1632801534526,3342
Okay Bear #5854,0.1261,0.144,0.1231,0.1309,0.0115,0.0269,0.0379,0.0115,0.144,0.08577142857142858,181.1540220155697,3343
Okay Bear #1881,0.1265,0.0818,0.022,0.1309,0.013,0.6672,0.0339,0.013,0.6672,0.1536142857142857,181.1444450299532,3344
Okay Bear #5738,0.126,0.0201,0.2305,0.0671,0.0101,0.6672,0.2698,0.0101,0.6672,0.1986857142857143,181.14442733973402,3345
Okay Bear #4075,0.1326,0.1413,0.0797,0.062,0.013,0.032,0.0337,0.013,0.1413,0.07061428571428571,181.1413700933194,3346
Okay Bear #6365,0.1265,0.0818,0.2305,0.1309,0.0273,0.0092,0.2698,0.0092,0.2698,0.12514285714285714,181.14002943887343,3347
Okay Bear #2317,0.1252,0.144,0.0211,0.0341,0.0157,0.6672,0.0412,0.0157,0.6672,0.14978571428571427,181.11545615247005,3348
Okay Bear #3285,0.1252,0.0818,0.022,0.0507,0.0155,0.6672,0.0337,0.0155,0.6672,0.1423,181.07909115078917,3349
Okay Bear #1913,0.126,0.144,0.2305,0.0454,0.0091,0.6672,0.0352,0.0091,0.6672,0.17962857142857142,181.0437806513737,3350
Okay Bear #5336,0.1227,0.0456,0.0302,0.2023,0.013,0.6672,0.029,0.013,0.6672,0.15857142857142856,181.0401568281445,3351
Okay Bear #9202,0.1227,0.0196,0.2305,0.062,0.0104,0.6672,0.2698,0.0104,0.6672,0.19745714285714286,180.99689080018427,3352
Okay Bear #4708,0.1326,0.1268,0.0797,0.0507,0.0088,0.6672,0.0551,0.0088,0.6672,0.1601285714285714,180.98281570384165,3353
Okay Bear #3897,0.1187,0.1413,0.0151,0.026,0.0286,0.6672,0.0412,0.0151,0.6672,0.14830000000000002,180.92412527552474,3354
Okay Bear #473,0.1261,0.0818,0.1231,0.0199,0.0139,0.0374,0.2698,0.0139,0.2698,0.09599999999999999,180.91674929983444,3355
Okay Bear #953,0.1326,0.039,0.0101,0.1309,0.1965,0.6672,0.029,0.0101,0.6672,0.17218571428571425,180.90244226905867,3356
Okay Bear #9518,0.126,0.1268,0.0097,0.2023,0.0193,0.6672,0.2698,0.0097,0.6672,0.20301428571428573,180.8776021884429,3357
Okay Bear #665,0.1222,0.0641,0.0151,0.0671,0.0208,0.6672,0.0379,0.0151,0.6672,0.14205714285714285,180.87317361131144,3358
Okay Bear #9903,0.126,0.0641,0.0253,0.0788,0.013,0.0409,0.2698,0.013,0.2698,0.08827142857142856,180.83258288635676,3359
Okay Bear #3049,0.1222,0.0259,0.0271,0.0965,0.0193,0.032,0.2698,0.0193,0.2698,0.08468571428571428,180.82632869412961,3360
Okay Bear #8395,0.126,0.0818,0.0922,0.062,0.0157,0.6672,0.0146,0.0146,0.6672,0.15135714285714283,180.8226852147814,3361
Okay Bear #7937,0.1265,0.0377,0.0426,0.2023,0.02,0.0409,0.023,0.02,0.2023,0.07042857142857144,180.7758080349264,3362
Okay Bear #6501,0.1326,0.0426,0.0344,0.0526,0.0268,0.0374,0.0266,0.0266,0.1326,0.05042857142857143,180.74221653210162,3363
Okay Bear #3198,0.1227,0.1268,0.0528,0.1309,0.0101,0.6672,0.0266,0.0101,0.6672,0.16244285714285714,180.7178948366909,3364
Okay Bear #2709,0.1252,0.0201,0.2305,0.1309,0.0175,0.6672,0.0191,0.0175,0.6672,0.1729285714285714,180.71395747092853,3365
Okay Bear #8037,0.1187,0.0456,0.2305,0.0788,0.022,0.0282,0.0191,0.0191,0.2305,0.07755714285714287,180.65473382154227,3366
Okay Bear #4007,0.1187,0.0456,0.0233,0.0454,0.0357,0.0438,0.029,0.0233,0.1187,0.048785714285714286,180.62432437738838,3367
Okay Bear #6842,0.1222,0.0818,0.0344,0.2023,0.0202,0.6672,0.0133,0.0133,0.6672,0.16305714285714284,180.61288748398778,3368
Okay Bear #450,0.1222,0.1413,0.2305,0.2023,0.0202,0.0407,0.0122,0.0122,0.2305,0.10991428571428571,180.58418359658458,3369
Okay Bear #5803,0.1265,0.0201,0.0797,0.1309,0.0227,0.6672,0.0175,0.0175,0.6672,0.1520857142857143,180.53737450626477,3370
Okay Bear #4114,0.1265,0.144,0.0116,0.094,0.0286,0.6672,0.0309,0.0116,0.6672,0.15754285714285715,180.5210726796231,3371
Okay Bear #2993,0.1252,0.1413,0.0271,0.0454,0.0208,0.0183,0.2698,0.0183,0.2698,0.09255714285714285,180.41934304587681,3372
Okay Bear #1343,0.1252,0.0276,0.0426,0.1309,0.0155,0.6672,0.0256,0.0155,0.6672,0.1478,180.4101323046272,3373
Okay Bear #484,0.1252,0.0456,0.2305,0.1309,0.0383,0.0092,0.2698,0.0092,0.2698,0.12135714285714284,180.40662117671062,3374
Okay Bear #1381,0.126,0.144,0.2305,0.062,0.0208,0.0171,0.026,0.0171,0.2305,0.0894857142857143,180.36637313514737,3375
Okay Bear #4137,0.1187,0.1413,0.0233,0.1309,0.0114,0.0438,0.2698,0.0114,0.2698,0.10560000000000001,180.31641270192844,3376
Okay Bear #7398,0.1227,0.1268,0.0098,0.2023,0.0383,0.6672,0.0337,0.0098,0.6672,0.17154285714285716,180.30241667814192,3377
Okay Bear #848,0.1326,0.0426,0.0302,0.2023,0.0175,0.0407,0.0339,0.0175,0.2023,0.0714,180.28279983363535,3378
Okay Bear #4223,0.1326,0.0426,0.0797,0.094,0.0208,0.032,0.0214,0.0208,0.1326,0.06044285714285713,180.25690088826053,3379
Okay Bear #3657,0.1252,0.0201,0.0922,0.031,0.0202,0.6672,0.0352,0.0201,0.6672,0.1415857142857143,180.25535809269655,3380
Okay Bear #2874,0.1326,0.144,0.0116,0.2023,0.0208,0.0438,0.2698,0.0116,0.2698,0.11784285714285714,180.25039538484234,3381
Okay Bear #8341,0.1187,0.0426,0.1231,0.2023,0.0193,0.6672,0.0122,0.0122,0.6672,0.16934285714285716,180.2448943920133,3382
Okay Bear #3465,0.1222,0.0196,0.0922,0.0965,0.0139,0.6672,0.0379,0.0139,0.6672,0.14992857142857144,180.23886678104998,3383
Okay Bear #2117,0.1265,0.0456,0.0233,0.031,0.0227,0.6672,0.0337,0.0227,0.6672,0.1357142857142857,180.2367372528828,3384
Okay Bear #4847,0.1326,0.0426,0.0217,0.2023,0.1965,0.0407,0.0146,0.0146,0.2023,0.09299999999999999,180.19399335343525,3385
Okay Bear #9648,0.1265,0.144,0.0116,0.094,0.0268,0.6672,0.0337,0.0116,0.6672,0.1576857142857143,180.1806015079345,3386
Okay Bear #7901,0.1252,0.1413,0.0426,0.2023,0.0124,0.0438,0.0301,0.0124,0.2023,0.08538571428571429,180.1804962989832,3387
Okay Bear #4334,0.1326,0.0456,0.2305,0.031,0.0116,0.6672,0.0379,0.0116,0.6672,0.1652,180.15868378653533,3388
Okay Bear #2776,0.126,0.1268,0.0113,0.094,0.0268,0.6672,0.0379,0.0113,0.6672,0.15571428571428572,180.15427443077746,3389
Okay Bear #2915,0.1187,0.144,0.0344,0.2023,0.009,0.6672,0.0551,0.009,0.6672,0.1758142857142857,180.14069784691648,3390
Okay Bear #76,0.1252,0.0201,0.0528,0.0671,0.0315,0.0409,0.0309,0.0201,0.1252,0.05264285714285714,180.1393568685694,3391
Okay Bear #7611,0.1265,0.0377,0.2305,0.2023,0.015,0.0282,0.0292,0.015,0.2305,0.09562857142857144,180.08612072185414,3392
Okay Bear #6086,0.1261,0.0606,0.2305,0.0199,0.0208,0.0407,0.0352,0.0199,0.2305,0.07625714285714287,180.07755391216946,3393
Okay Bear #8407,0.126,0.1413,0.0302,0.0507,0.0197,0.0269,0.0412,0.0197,0.1413,0.062285714285714285,180.05808460036175,3394
Okay Bear #2827,0.1187,0.0456,0.1231,0.0671,0.012,0.6672,0.0239,0.012,0.6672,0.1510857142857143,180.05416937489684,3395
Okay Bear #1278,0.126,0.0456,0.0426,0.0454,0.0273,0.0407,0.023,0.023,0.126,0.05008571428571429,180.0452646893554,3396
Okay Bear #8449,0.126,0.1268,0.1231,0.2023,0.0357,0.0183,0.0146,0.0146,0.2023,0.0924,180.03873775780391,3397
Okay Bear #1867,0.1265,0.1413,0.0426,0.0671,0.012,0.6672,0.0239,0.012,0.6672,0.15437142857142858,180.03272571267382,3398
Okay Bear #1247,0.1222,0.0158,0.1231,0.0788,0.0256,0.6672,0.0212,0.0158,0.6672,0.15055714285714286,180.01938975418037,3399
Okay Bear #8665,0.1252,0.1413,0.0344,0.062,0.0157,0.0438,0.0301,0.0157,0.1413,0.06464285714285714,180.01107008867228,3400
Okay Bear #6366,0.1187,0.0641,0.0253,0.2023,0.012,0.0409,0.2698,0.012,0.2698,0.10472857142857142,179.98372959374507,3401
Okay Bear #5404,0.1252,0.0201,0.2305,0.2023,0.0197,0.0171,0.2698,0.0171,0.2698,0.1263857142857143,179.96741545957153,3402
Okay Bear #311,0.1222,0.1413,0.0217,0.0965,0.0175,0.0211,0.2698,0.0175,0.2698,0.09858571428571429,179.94876179343578,3403
Okay Bear #4257,0.1252,0.0495,0.022,0.2023,0.0104,0.6672,0.2698,0.0104,0.6672,0.19234285714285715,179.94603617065553,3404
Okay Bear #6685,0.1265,0.1268,0.1231,0.2023,0.009,0.6672,0.026,0.009,0.6672,0.1829857142857143,179.92965478320548,3405
Okay Bear #3491,0.1227,0.0641,0.2305,0.0965,0.0273,0.0438,0.0122,0.0122,0.2305,0.0853,179.87997234271035,3406
Okay Bear #3048,0.1222,0.0818,0.0233,0.1309,0.0286,0.0374,0.0212,0.0212,0.1309,0.06362857142857142,179.83893347092788,3407
Okay Bear #9752,0.1222,0.144,0.2305,0.0965,0.0104,0.6672,0.0191,0.0104,0.6672,0.18427142857142856,179.83750765002247,3408
Okay Bear #5081,0.1265,0.1413,0.2305,0.062,0.0104,0.6672,0.0214,0.0104,0.6672,0.1799,179.83132530270996,3409
Okay Bear #4413,0.1326,0.144,0.0426,0.2023,0.0175,0.0211,0.0309,0.0175,0.2023,0.08442857142857142,179.80193632868747,3410
Okay Bear #4842,0.1261,0.1268,0.0243,0.0965,0.0157,0.6672,0.0212,0.0157,0.6672,0.1539714285714286,179.69448691792607,3411
Okay Bear #1084,0.126,0.0426,0.0116,0.094,0.0315,0.6672,0.0551,0.0116,0.6672,0.14685714285714285,179.6495337962715,3412
Okay Bear #6696,0.1252,0.0495,0.0151,0.1309,0.0193,0.6672,0.0412,0.0151,0.6672,0.14977142857142858,179.6379427383612,3413
Okay Bear #1815,0.1261,0.144,0.0922,0.0526,0.0227,0.0171,0.0309,0.0171,0.144,0.06937142857142857,179.62690753593927,3414
Okay Bear #8607,0.1326,0.0456,0.0253,0.1309,0.012,0.6672,0.0551,0.012,0.6672,0.15267142857142857,179.6173684140917,3415
Okay Bear #7231,0.1326,0.0495,0.0113,0.0788,0.022,0.6672,0.2698,0.0113,0.6672,0.17588571428571428,179.58922451834556,3416
Okay Bear #8857,0.1326,0.1413,0.1231,0.0788,0.0315,0.0092,0.2698,0.0092,0.2698,0.11232857142857143,179.58058428444673,3417
Okay Bear #9874,0.1265,0.0196,0.2305,0.094,0.0193,0.6672,0.0191,0.0191,0.6672,0.16802857142857142,179.5705325736846,3418
Okay Bear #7327,0.1326,0.1413,0.0083,0.0507,0.1965,0.6672,0.0551,0.0083,0.6672,0.17881428571428573,179.56109236345586,3419
Okay Bear #3060,0.1326,0.1268,0.022,0.1309,0.0175,0.6672,0.0191,0.0175,0.6672,0.15944285714285714,179.5195573641126,3420
Okay Bear #1456,0.1227,0.0377,0.0528,0.0341,0.013,0.6672,0.0551,0.013,0.6672,0.14037142857142856,179.51076353405898,3421
Okay Bear #7997,0.1252,0.0196,0.1231,0.1309,0.1965,0.0409,0.0133,0.0133,0.1965,0.09278571428571429,179.49743106236224,3422
Okay Bear #7036,0.1227,0.144,0.0922,0.0507,0.0175,0.6672,0.0133,0.0133,0.6672,0.15822857142857144,179.49388458407762,3423
Okay Bear #5141,0.126,0.0495,0.2305,0.0507,0.0101,0.0407,0.2698,0.0101,0.2698,0.11104285714285715,179.48716359193565,3424
Okay Bear #2694,0.1252,0.1413,0.0922,0.0454,0.0208,0.6672,0.0122,0.0122,0.6672,0.15775714285714287,179.47971713617403,3425
Okay Bear #5630,0.126,0.0818,0.0922,0.0199,0.0251,0.0183,0.2698,0.0183,0.2698,0.09044285714285714,179.45058549305048,3426
Okay Bear #9595,0.1261,0.0606,0.0922,0.0341,0.0178,0.6672,0.0175,0.0175,0.6672,0.14507142857142857,179.42479784508282,3427
Okay Bear #8887,0.1326,0.0201,0.0797,0.0454,0.0383,0.0269,0.0412,0.0201,0.1326,0.05488571428571428,179.42243149597832,3428
Okay Bear #375,0.1261,0.1413,0.0116,0.0341,0.0229,0.6672,0.2698,0.0116,0.6672,0.18185714285714288,179.41313715070947,3429
Okay Bear #1813,0.126,0.0276,0.2305,0.026,0.0383,0.0438,0.023,0.023,0.2305,0.0736,179.3872969222319,3430
Okay Bear #4981,0.1326,0.1268,0.1231,0.2023,0.0116,0.0438,0.0239,0.0116,0.2023,0.09487142857142858,179.37349500525085,3431
Okay Bear #1770,0.1265,0.0606,0.1231,0.0341,0.013,0.6672,0.0256,0.013,0.6672,0.1500142857142857,179.3401564318189,3432
Okay Bear #6081,0.1187,0.0606,0.2305,0.0788,0.0251,0.0171,0.0256,0.0171,0.2305,0.07948571428571428,179.3376697343419,3433
Okay Bear #1076,0.1222,0.1413,0.0528,0.0341,0.0104,0.6672,0.0551,0.0104,0.6672,0.1547285714285714,179.32682146638152,3434
Okay Bear #6613,0.1252,0.0495,0.0243,0.0526,0.0178,0.6672,0.0301,0.0178,0.6672,0.1381,179.25407847015438,3435
Okay Bear #8322,0.126,0.0201,0.1231,0.0454,0.0116,0.6672,0.2698,0.0116,0.6672,0.18045714285714287,179.24980701635758,3436
Okay Bear #454,0.1261,0.0606,0.0797,0.031,0.015,0.6672,0.0239,0.015,0.6672,0.14335714285714288,179.2434520498373,3437
Okay Bear #8338,0.126,0.0196,0.0797,0.2023,0.0157,0.6672,0.0266,0.0157,0.6672,0.16244285714285714,179.23417471232744,3438
Okay Bear #912,0.126,0.1413,0.0233,0.2023,0.009,0.6672,0.2698,0.009,0.6672,0.20555714285714285,179.19161873130335,3439
Okay Bear #2459,0.1227,0.144,0.0211,0.1309,0.0256,0.0438,0.0212,0.0211,0.144,0.07275714285714285,179.19054957674865,3440
Okay Bear #496,0.1326,0.144,0.0271,0.0788,0.0091,0.6672,0.2698,0.0091,0.6672,0.1898,179.1720069787853,3441
Okay Bear #8692,0.1222,0.144,0.2305,0.026,0.0104,0.6672,0.0424,0.0104,0.6672,0.17752857142857142,179.1652365290118,3442
Okay Bear #3788,0.1261,0.0259,0.1231,0.0507,0.0315,0.0269,0.0279,0.0259,0.1261,0.058871428571428575,179.1506422940556,3443
Okay Bear #5664,0.1187,0.0606,0.0211,0.2023,0.0155,0.6672,0.0279,0.0155,0.6672,0.15904285714285718,179.11999255581625,3444
Okay Bear #1357,0.1187,0.0158,0.0253,0.2023,0.0315,0.6672,0.0337,0.0158,0.6672,0.15635714285714286,179.10300771341554,3445
Okay Bear #2834,0.1222,0.039,0.0922,0.0965,0.0104,0.6672,0.0379,0.0104,0.6672,0.15220000000000003,179.070884369491,3446
Okay Bear #9566,0.1326,0.0818,0.0922,0.0788,0.0197,0.0211,0.0266,0.0197,0.1326,0.06468571428571428,179.05153053089683,3447
Okay Bear #2208,0.1326,0.1268,0.0253,0.0671,0.0227,0.0282,0.0337,0.0227,0.1326,0.06234285714285714,179.04418166615227,3448
Okay Bear #6899,0.1252,0.1413,0.0253,0.094,0.1965,0.0374,0.0122,0.0122,0.1965,0.09027142857142857,179.02259040769775,3449
Okay Bear #6205,0.1222,0.144,0.0101,0.094,0.0204,0.6672,0.2698,0.0101,0.6672,0.18967142857142857,179.00080738654592,3450
Okay Bear #1554,0.1265,0.0641,0.0302,0.062,0.0357,0.0183,0.0424,0.0183,0.1265,0.05417142857142857,178.9882962897429,3451
Okay Bear #9749,0.1265,0.144,0.0344,0.094,0.0104,0.0407,0.2698,0.0104,0.2698,0.10282857142857142,178.9879680440827,3452
Okay Bear #7827,0.1261,0.1413,0.0344,0.0788,0.0116,0.6672,0.029,0.0116,0.6672,0.15548571428571425,178.95593385433986,3453
Okay Bear #9775,0.1227,0.039,0.0243,0.0199,0.1965,0.6672,0.0212,0.0199,0.6672,0.15582857142857143,178.9521753512824,3454
Okay Bear #5988,0.1252,0.144,0.0302,0.094,0.013,0.6672,0.0239,0.013,0.6672,0.15678571428571428,178.9454276119361,3455
Okay Bear #6897,0.1252,0.144,0.1231,0.0087,0.1965,0.6672,0.0292,0.0087,0.6672,0.18484285714285711,178.83210530132337,3456
Okay Bear #8831,0.1187,0.0641,0.0217,0.094,0.0315,0.0438,0.023,0.0217,0.1187,0.056685714285714284,178.80181388147267,3457
Okay Bear #4200,0.1265,0.0641,0.0095,0.2023,0.0251,0.6672,0.2698,0.0095,0.6672,0.19492857142857142,178.75796162277737,3458
Okay Bear #2223,0.1187,0.144,0.0116,0.094,0.1965,0.0269,0.0412,0.0116,0.1965,0.09041428571428571,178.7498630739753,3459
