,pdaAddress,auctionHouse,tokenAddress,tokenMint,seller,sellerReferral,tokenSize,price,expiry,rarity.moonrank.rank,rarity.moonrank.absolute_rarity,rarity.moonrank.crawl.id,rarity.moonrank.crawl.first_mint_ts,rarity.moonrank.crawl.last_mint_ts,rarity.moonrank.crawl.first_mint,rarity.moonrank.crawl.last_mint,rarity.moonrank.crawl.until_tx,rarity.moonrank.crawl.until_slot,rarity.moonrank.crawl.expected_pieces,rarity.moonrank.crawl.seen_pieces,rarity.moonrank.crawl.last_crawl_id,rarity.moonrank.crawl.complete,rarity.moonrank.crawl.blocked,rarity.moonrank.crawl.unblock_at_ts,rarity.howrare.rank,extra.img
0,4wRtxAe6UL7xeGxFQ7bodYKRGvcCp8vseMK7uo6EistM,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,7cbKDnU9g1CcEJkjjATtNJeqeAqdKpKvc5nNm5RcJymN,6o2G8eAMz16jNnhxJPxhXbw3tMrAScQFedq9cAcsZYmD,5FGtercdwsERykXmTEbuDxN6fhnM83PYw8o6qyGY9hFo,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,23.0,-1,3002,4.719327983770752e-09,trippin_ape_tribe,1653364451,1653420624,3Swen2CFnnp3YmyGKJKSc9D7AenGV1RTg2AT3DyGkQgT,3sb4wNkJvvMLvwPC16VqmPmAoJXveVKz1gnWNGPpRch1,,0,10000,10000,1529185539834970000,True,False,0,2889,https://bafybeibd2ucyrkqvesobcdjkisraboouksclvzapkrgqe3bu3pr2sa77ui.ipfs.nftstorage.link/4682.png?ext=png
1,7kZXk9k1jzP61XzVeowvb6KLWMmiQLo1e11YhMruwoCV,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,jnE8ajkCaCxMWS7EMTUAcb2pebFqfGJdGrSBo3ubc3E,6WA8h67BoGCknPw9BJHuW38reGq9ziTT5M37iUKX66mE,8KW31XfWGANvmddNrk3nLTMs6JKgq2NPuJyBJDURVayd,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,19.3,-1,8739,6.806433536946001e-08,trippin_ape_tribe,1653364451,1653420624,3Swen2CFnnp3YmyGKJKSc9D7AenGV1RTg2AT3DyGkQgT,3sb4wNkJvvMLvwPC16VqmPmAoJXveVKz1gnWNGPpRch1,,0,10000,10000,1529185539834970000,True,False,0,8857,https://bafybeibfddnf3hxonhynwkpsvbhn4dt4uaehj47uk2xyckhxc45vk2txdu.ipfs.nftstorage.link/9329.png?ext=png
2,5dgAszqbEzHGAg9D1zEMmpZ93t9tcEaB97PH1AvG6jL3,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,5Bucf9uvytPPzghACohuqFajCbwugQgH1ZCpLTDvCbYh,kjwrEZKnfEzKociXFanKz7htogeYem6o2nroU5WJ5NU,2k9T1JSLwiZq6U43arB1NhSkrBaaKaidZfab3zxq9hQD,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,22.0,-1,3737,6.622285952203739e-09,trippin_ape_tribe,1653364451,1653420624,3Swen2CFnnp3YmyGKJKSc9D7AenGV1RTg2AT3DyGkQgT,3sb4wNkJvvMLvwPC16VqmPmAoJXveVKz1gnWNGPpRch1,,0,10000,10000,1529185539834970000,True,False,0,4604,https://bafybeihtx4ib6gqf7gs4bbct322pue6fknt4dptddgknxocbygsnacvqhi.ipfs.nftstorage.link/7917.png?ext=png
3,5k1V4gcbPQHqKniinBPi7vnN28T3TtSZgfSfdDyKyQDW,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,GpHXnduYMitkmbDtiKxGoBx6RkJTyQ2jyQkozADz8dFm,FCqXcCeiVDCqQvQ3QfpFejpS4n56s6SLUyYJMsi6Jetj,EuN5ATQRAxXYbfugMX6rtNk5hgSCA6XPAxafSUJmbQPP,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,18.0,-1,8399,5.496959067109085e-08,trippin_ape_tribe,1653364451,1653420624,3Swen2CFnnp3YmyGKJKSc9D7AenGV1RTg2AT3DyGkQgT,3sb4wNkJvvMLvwPC16VqmPmAoJXveVKz1gnWNGPpRch1,,0,10000,10000,1529185539834970000,True,False,0,8345,https://bafybeifjutfiywbt37e5hzoutt472por3kdnbx5ojj2blzpeqn7kxazirq.ipfs.nftstorage.link/7563.png?ext=png
4,H2RzdULg4SUSAmueeMB3GiM88b5b24vULWRT9UVoeP8R,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,6xFESciDtr6yoscf7rWBi7zhx5KmjgNy3ppXYokhsUc,8nKTbVtnBwAztrLbGZYa65LRUGuV8NmEC2BxJYNTRzwx,EjQdG3ApuaXeFX47KFaG6oyCsBX8wCHtSuD5xahc3VCg,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,25.0,-1,2977,4.670296780922136e-09,trippin_ape_tribe,1653364451,1653420624,3Swen2CFnnp3YmyGKJKSc9D7AenGV1RTg2AT3DyGkQgT,3sb4wNkJvvMLvwPC16VqmPmAoJXveVKz1gnWNGPpRch1,,0,10000,10000,1529185539834970000,True,False,0,2643,https://bafybeiauhxudp7ds77jczlvkluiuwu2cjve3qbgnohydwgz32belhlamiu.ipfs.nftstorage.link/5780.png?ext=png
5,82dZUwMoEYeXWd8Hb9gj3nTEL4zFGHKLgtLQBPRzTUFV,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,AMYMMuQd8mszD9D2QXGb6Y9nioXEGk4ZxRhK58yrQu4s,4VTjpUvgV2US4RS58f75hpzQeh1YNcw7Bp28p4ND7Uh3,ERYAnZUk3hNuZRgNosMVioA3hjX2aTpGzAnRZf3xZPr9,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,19.9,-1,3776,6.743223339152454e-09,trippin_ape_tribe,1653364451,1653420624,3Swen2CFnnp3YmyGKJKSc9D7AenGV1RTg2AT3DyGkQgT,3sb4wNkJvvMLvwPC16VqmPmAoJXveVKz1gnWNGPpRch1,,0,10000,10000,1529185539834970000,True,False,0,4759,https://bafybeiehwl4duqy3c2ldzvty7my5ndkou2ce7kn7tbcilwtxzltv742p2q.ipfs.nftstorage.link/6884.png?ext=png
6,EF74pmDJG5cSuEQrhZdzmFsYk1e8eDqCUGSn1Au7PTJy,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,7ye6gZ9DYC3KuFK4Cgs6ZUJQLQfeNZUxHPNqSAtteYSB,8RBpfGFDLA4DJ4Bp1Y4QLyyxDQN4EjgyXpGJD5EoVU9G,3j9eugjUcFyUibcQpkg6u1iFei7ZMcGKp63kmjNT24fp,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,26.9,-1,6121,1.770502110234936e-08,trippin_ape_tribe,1653364451,1653420624,3Swen2CFnnp3YmyGKJKSc9D7AenGV1RTg2AT3DyGkQgT,3sb4wNkJvvMLvwPC16VqmPmAoJXveVKz1gnWNGPpRch1,,0,10000,10000,1529185539834970000,True,False,0,5506,https://bafybeifokc4e2rprqpze7h4bvd5f4qynrgdanvld4tvn24dzzpf44wjgru.ipfs.nftstorage.link/2185.png?ext=png
7,ECpcNv2nxq6AALZBQFQS3cVH7m4RrPQWciab7WBYSeRk,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,5YSQTnEyVf9gCgvRLJ2H6EWmdR1miJ7pc5Qc1zxhFaDL,7XRXAKuvePKLDztkJp5f7wbf2yKCi5N6xSPsHHeZrq6q,3j9eugjUcFyUibcQpkg6u1iFei7ZMcGKp63kmjNT24fp,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,32.0,-1,5233,1.2265221138933675e-08,trippin_ape_tribe,1653364451,1653420624,3Swen2CFnnp3YmyGKJKSc9D7AenGV1RTg2AT3DyGkQgT,3sb4wNkJvvMLvwPC16VqmPmAoJXveVKz1gnWNGPpRch1,,0,10000,10000,1529185539834970000,True,False,0,4420,https://bafybeigvi4dmh6uiziktqwaaxch5a7bjcaho74fatzvffuqbyb2lwqr2ze.ipfs.nftstorage.link/5390.png?ext=png
8,HW52mQhrtExbatiAQdf7KmCH2zvqXucP1ihXKXaMrdhJ,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,EuVRb5NRr6DZzgmdDjHrskhFU9FmZP8eMw2Ta23d7W8j,GRzfH7N87MQ3HGXagUe2T59BaUapPZ9TvFZfV7gGpQas,5DNJK78qhaJpULFrh7Bf3T7LMfas6mQ6sjGKuN2cxMxt,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,45.0,-1,1563,1.999030660522896e-09,trippin_ape_tribe,1653364451,1653420624,3Swen2CFnnp3YmyGKJKSc9D7AenGV1RTg2AT3DyGkQgT,3sb4wNkJvvMLvwPC16VqmPmAoJXveVKz1gnWNGPpRch1,,0,10000,10000,1529185539834970000,True,False,0,1153,https://bafybeiesjatnhfqq7gaqztj4jy2lpg5vk47qe6tjptplwwopzbpnsa65p4.ipfs.nftstorage.link/4387.png?ext=png
9,GwYgqsNfSCvT6FaDs6dXRXHyjigDqyW7HCFWnPqtQaGh,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,F2g7EifUbe2XwbXT9f1iGsjma1juRNwxCR56BLvAjFtp,HyhDzSgHvhkmBadRFALJY5jr5YTv7mTFQQjyqmm3choD,Bzdsm8kPbg5h3u69egbxryVJJESrSPEhuSzgUFvEGqhW,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,46.0,-1,3459,5.8707735400501206e-09,trippin_ape_tribe,1653364451,1653420624,3Swen2CFnnp3YmyGKJKSc9D7AenGV1RTg2AT3DyGkQgT,3sb4wNkJvvMLvwPC16VqmPmAoJXveVKz1gnWNGPpRch1,,0,10000,10000,1529185539834970000,True,False,0,4099,https://bafybeiblytpkam3gavovmcio6ywj2qtpxc4buvm3fe6vtnyqirsqn5573m.ipfs.nftstorage.link/7552.png?ext=png
10,BshZfrjfH8d2orBVyK4TJ2XbwL6dPhryZbz49zV47KPG,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,8agTC8QQunM9P1L1rMqsVR6QFEWmiw523UkSKCYcC9UT,2AQE7yzLvwf5x13VFETSWfVcx5iM6JJyjZeCw9W1CTPn,5cm7j6Q6rtm3XCSEdV6z66dSRgbU8vLmFh8TC5UxNEaM,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,35.0,-1,2656,3.930124546154352e-09,trippin_ape_tribe,1653364451,1653420624,3Swen2CFnnp3YmyGKJKSc9D7AenGV1RTg2AT3DyGkQgT,3sb4wNkJvvMLvwPC16VqmPmAoJXveVKz1gnWNGPpRch1,,0,10000,10000,1529185539834970000,True,False,0,3454,https://bafybeiagrj64mckvzuxaxgcddsnahatkpoiaf5fcs7sw25zou44nbcogkm.ipfs.nftstorage.link/3870.png?ext=png
11,EBfWM3VkniUTJbSAqsAqjq8jhgz1yJ83rBtC4LSMcMFs,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,EC8FS1aAqwLwmyudDdH58cAvwzvUxzcwyPKHfEH6Pnr4,5Tnzukcqq3U2dEBysXTi9enBqPfcRzHZ3wjEHrTPspfW,AfE2dRv5DF3xUdGtfaDcgGqGmGw7KcHUBPd8o3uHY1hR,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,29.0,-1,1796,2.3274041523058074e-09,trippin_ape_tribe,1653364451,1653420624,3Swen2CFnnp3YmyGKJKSc9D7AenGV1RTg2AT3DyGkQgT,3sb4wNkJvvMLvwPC16VqmPmAoJXveVKz1gnWNGPpRch1,,0,10000,10000,1529185539834970000,True,False,0,2433,https://bafybeibb3iql7fzfy7jvwr6gxklm43d57axlphb7zoqtnebiht4nssktey.ipfs.nftstorage.link/5693.png?ext=png
12,Ciuxi6EjMZ1rYwqw9QzWpaQGxVHWx9za8j1AdKyYEtHZ,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,FDSvGfzrZmKnXZ2umpUNQwQXgter34mHr96vJxseCycV,9dqAUZNcZNd8WeVxjR9JUdo6KVu2gS3BDJQ1BkzCfVHJ,8QAngiLB8555g5BXSnXC3MDmyDQwrQCBW5dnLFgTzCmi,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,6969.0,-1,817,9.41639421026304e-10,trippin_ape_tribe,1653364451,1653420624,3Swen2CFnnp3YmyGKJKSc9D7AenGV1RTg2AT3DyGkQgT,3sb4wNkJvvMLvwPC16VqmPmAoJXveVKz1gnWNGPpRch1,,0,10000,10000,1529185539834970000,True,False,0,1039,https://bafybeihukg63dsqklv4aqyvqtcluhdbvvl65wbjmsm5vtfpo3xuo7ymxaa.ipfs.nftstorage.link/7074.png?ext=png
13,G4SrD6hDNSqMorLMNn4wKYh1TtJy4GpEgES1dCHztcMQ,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,12tFTVKniKcAc9khfDVJn9jQerhaieWR8d9ieX5BL3eP,vSvVXMFU2JrBbRjWxyGHSjkSMAZJ386QETcsCnXN8gF,3ug8H1LAguXKs3mRtgtaTdzHGLk9Bsg62RZZaget87o8,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,25.0,-1,7950,4.2541478372582063e-08,trippin_ape_tribe,1653364451,1653420624,3Swen2CFnnp3YmyGKJKSc9D7AenGV1RTg2AT3DyGkQgT,3sb4wNkJvvMLvwPC16VqmPmAoJXveVKz1gnWNGPpRch1,,0,10000,10000,1529185539834970000,True,False,0,8277,https://bafybeigrjgfg43zquugm3fttqvuu6g46eytuyg5d2ohfc7oj42lbotaqfa.ipfs.nftstorage.link/6611.png?ext=png
14,Eti6kB4AxRio2NcL8KFkcFwq15mTDyU6JnNXoiSz88y5,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,8VTX4EhMT6oXt5p6j7tUkLvApc2DE7waUqQ7mbbK9qts,Euwc8yKMPWTZaB7nmPa6Eg23vGffHyVDGjTuqNhVJcAc,CwkJEhNHXy82Ru1MUTue1HfUPK7USimxr7ryCvzZuRQP,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,22.22,-1,3098,4.956600114174151e-09,trippin_ape_tribe,1653364451,1653420624,3Swen2CFnnp3YmyGKJKSc9D7AenGV1RTg2AT3DyGkQgT,3sb4wNkJvvMLvwPC16VqmPmAoJXveVKz1gnWNGPpRch1,,0,10000,10000,1529185539834970000,True,False,0,4758,https://bafybeianbj4brupgeqd62tvj3aon2ipy4xdehunit6gko7ggfvrty2rbh4.ipfs.nftstorage.link/1306.png?ext=png
15,9j9oBVViDetQW329HcnZmSjPRUm5JqgnfjuSqkou4L22,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,8BCnN2bdwkZaGFsLsY9kyCQSDUixdPxcg5oW9mVjV3b,5q2H1QLJpSuhNedQNmhHc6nynHwAkohahNoRUdStaMZ8,3JiimBcFwsHv5tTm8DgsD44avAbayKgDLgya8BhTYFiM,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,23.0,-1,2683,3.979861397092224e-09,trippin_ape_tribe,1653364451,1653420624,3Swen2CFnnp3YmyGKJKSc9D7AenGV1RTg2AT3DyGkQgT,3sb4wNkJvvMLvwPC16VqmPmAoJXveVKz1gnWNGPpRch1,,0,10000,10000,1529185539834970000,True,False,0,3022,https://bafybeihfmsoz42omh5axgbys4migwbiqcmhzzmusnetnwp4uklhiv746tm.ipfs.nftstorage.link/5172.png?ext=png
16,CtACR57U9Jeeuczf16hkMKAdycZSKZ8EEV5HKAifUqek,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,2CTk66TTPLGtfNQ3haabHr3pqZQkyEoSLriWYL8uz7xx,66DsS5mNQPeF7XRKdqrJJx1R2gS4L1uVQP89XFAxDzTu,67JBFeQgv7ZVkVmxmQn8mD9P4YcVNvuKB9Px53wwZdEo,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,50.0,-1,2292,3.23204337621594e-09,trippin_ape_tribe,1653364451,1653420624,3Swen2CFnnp3YmyGKJKSc9D7AenGV1RTg2AT3DyGkQgT,3sb4wNkJvvMLvwPC16VqmPmAoJXveVKz1gnWNGPpRch1,,0,10000,10000,1529185539834970000,True,False,0,1693,https://bafybeifcq2q4ie7vouoxi3kq25ggtirwbmxxsm3kvhxbavvsksusssxo7y.ipfs.nftstorage.link/4913.png?ext=png
17,6gD7RFi4sNpdmUk5P1TyNoKWQJdqPbWGhdhrJjBSBBoC,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,24ptBEYkkTDmfchuX2Vn3AG2oezKsWPtsMbCsX8M8LcS,CKhikvp53mVkBJPnV8wN8zKc3Dq4qCRUu9mUKGXxvRZS,67JBFeQgv7ZVkVmxmQn8mD9P4YcVNvuKB9Px53wwZdEo,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,40.0,-1,4113,7.78778137319272e-09,trippin_ape_tribe,1653364451,1653420624,3Swen2CFnnp3YmyGKJKSc9D7AenGV1RTg2AT3DyGkQgT,3sb4wNkJvvMLvwPC16VqmPmAoJXveVKz1gnWNGPpRch1,,0,10000,10000,1529185539834970000,True,False,0,2862,https://bafybeibifbh6k3iydrfm6wgwtw7y3r4scxtp45eiftdlarkflui2jxsm2i.ipfs.nftstorage.link/3417.png?ext=png
18,22KPCPB88C3CFJXeMd6fHmVmdtAEAa1221PH868Gr6az,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,6YLTo1Xwh1YAV3fmeJB2oxQMHGc1kwjVDTjxU7ZxYgq,5EU5XqYuUjLYw5Q1sr65DEMAnw1pJZXmZenPqUuTvmGS,DimodBfxeA18TfA67yzQMPrpiibsGuxiKTaJxJZxdkzr,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,20.0,-1,7434,3.263843653779456e-08,trippin_ape_tribe,1653364451,1653420624,3Swen2CFnnp3YmyGKJKSc9D7AenGV1RTg2AT3DyGkQgT,3sb4wNkJvvMLvwPC16VqmPmAoJXveVKz1gnWNGPpRch1,,0,10000,10000,1529185539834970000,True,False,0,7565,https://bafybeibdzrfpypop54dstjzcszq7x5bhznq26gvcpihaq447he66mtjagu.ipfs.nftstorage.link/7625.png?ext=png
19,FidtYrE1oyi2kDd6wxcwRfyzYLP1QuMKia8EXmcuyubG,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,G3wGaQVuSiaMuiz64Pb4EMLX2PYyJqg4EJJzrbKkXpPW,J6AWfyuGHZuSxRSJWDSB6aCa1VD2QrqWtQVtuMCkiZPn,CwHfqBnjbha6MMPhWySZbjhTPrpY7VnpAneDvnD68Aih,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,22.9,-1,5102,1.156655642119425e-08,trippin_ape_tribe,1653364451,1653420624,3Swen2CFnnp3YmyGKJKSc9D7AenGV1RTg2AT3DyGkQgT,3sb4wNkJvvMLvwPC16VqmPmAoJXveVKz1gnWNGPpRch1,,0,10000,10000,1529185539834970000,True,False,0,5979,https://bafybeihyzpkspbpfm3wq2g7fakg3u7ctqacofegtb2ltdlbvc3zfnzhk3i.ipfs.nftstorage.link/8277.png?ext=png
0,HfszsnKQKSh7C2UgCtKgCUpmH2t6nJSprAPqnhw5aNY2,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,6yGCXGkpoKqi3WoAfD9eMu5REukm6yxQjnDN7otHSiRy,G234PduCCvvdAYsPRkXmQGzSmbUVxZXTrj7aPEJ4CBUw,CB1dyVLdvPj4ryxEw8WXXJsXUJRCsg5x5pkKA5MfS6jC,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,21.0,-1,4832,1.037823322959423e-08,trippin_ape_tribe,1653364451,1653420624,3Swen2CFnnp3YmyGKJKSc9D7AenGV1RTg2AT3DyGkQgT,3sb4wNkJvvMLvwPC16VqmPmAoJXveVKz1gnWNGPpRch1,,0,10000,10000,1529185539834970000,True,False,0,4682,https://bafybeicq6sxgg3dvftdmhhlboeadq7rxnufxmp4drxb4xvlmcm4hyiqad4.ipfs.nftstorage.link/5477.png?ext=png
1,F3ZzZX5XoM4VGH9fpsqevhc4oZMkyUxfaBeZXgYPM5Zr,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,3avdvERnENddPaG9oCd8MyHMexWWchNPBCyoVzDHyMoP,7EuAXsZEY9FYJF1Fg16z9k6VLYnDXUNqoUDWjdWkJLn8,CB1dyVLdvPj4ryxEw8WXXJsXUJRCsg5x5pkKA5MfS6jC,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,23.0,-1,2255,3.15394128981888e-09,trippin_ape_tribe,1653364451,1653420624,3Swen2CFnnp3YmyGKJKSc9D7AenGV1RTg2AT3DyGkQgT,3sb4wNkJvvMLvwPC16VqmPmAoJXveVKz1gnWNGPpRch1,,0,10000,10000,1529185539834970000,True,False,0,3600,https://bafybeiaezgys6hdz5qfjgqzpbmioswfxytotxavgwfjn4k6upizq4ipime.ipfs.nftstorage.link/306.png?ext=png
2,AW8fHyLHCHavJF2TVPyNN6rhCCcYeSpe9ngfspRaTQCM,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,GGUoYziqNowPhwtQ6K5RZVHyLmCbVoZubphQkCQdaFPA,8mj7K8mCG4ytA4fCYeoNqdiU1JEiU8J8WJEpEMSRt3ng,BREDWsuj3yLhZJ1upn5yi4zCcwwCD84EGe6vDqjUWM8b,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,33.3,-1,773,8.777397004434701e-10,trippin_ape_tribe,1653364451,1653420624,3Swen2CFnnp3YmyGKJKSc9D7AenGV1RTg2AT3DyGkQgT,3sb4wNkJvvMLvwPC16VqmPmAoJXveVKz1gnWNGPpRch1,,0,10000,10000,1529185539834970000,True,False,0,1414,https://bafybeifk3qsstp2ot7vejp55ppt774zy2iezzwmhiwftrkyci4v2al6ipq.ipfs.nftstorage.link/353.png?ext=png
3,3XmL9sBZdV7uSfsZayyyiAKnBaTf6kHKCF2UFsVFtmcV,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,6fiqcZagdFpTnUpQvmpV6nCCzDsSRrLXQSyd5mzLM9dK,5w7J9SDNi2dWr1JN69qNRw1gPrf6dD97ECsPHFJRcdCn,R22AknyCSpSfaNVGF1iLVBJafEubjkApS8f74rYp74B,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,342.0,-1,18,3.4902382754250005e-12,trippin_ape_tribe,1653364451,1653420624,3Swen2CFnnp3YmyGKJKSc9D7AenGV1RTg2AT3DyGkQgT,3sb4wNkJvvMLvwPC16VqmPmAoJXveVKz1gnWNGPpRch1,,0,10000,10000,1529185539834970000,True,False,0,26,https://bafybeiapbx5xvrj5yidda5chvfl3psg3jjxsasjz6dturwla3juqu67stq.ipfs.nftstorage.link/8881.png?ext=png
4,EdPjBN9J3wemvzKKVMfXupshPzmDuvhhBcNNChVn3BMo,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,J5kU68udxahUYTu4V7Ms1Vt6BLLP2Uzu7EkfbCpcK9cJ,J4fozEoJVZEuBy6kpEp52mKAC9LZcMWJ2uR7XGT14HjG,E2eWBbDuDvr95uHyRyAfYJonREbVGFgUAqsUZQvZDh64,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,25.0,-1,4857,1.0501197677471656e-08,trippin_ape_tribe,1653364451,1653420624,3Swen2CFnnp3YmyGKJKSc9D7AenGV1RTg2AT3DyGkQgT,3sb4wNkJvvMLvwPC16VqmPmAoJXveVKz1gnWNGPpRch1,,0,10000,10000,1529185539834970000,True,False,0,5645,https://bafybeiczfswx4rblowsvyt6xgswvb2ocobbecjmpeszz66j244k2sx6bvu.ipfs.nftstorage.link/6035.png?ext=png
5,8PJEmErCbW4qLNcV4f5zpnbkBDybxEevGiUEuu61LV39,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,5nRVKn3My6sPR2ojvkh4DavNbJn4VpBBSR67vBygonYW,GKz99kv4HZK9c5pHSCs5VoiCnzZgWQ5HCAaAkJKhKFzK,FpdjthA9a6TKSfytk2pZxZUDrHFzYFq1qUxZp7Zjqs9n,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,32.0,-1,1867,2.4334429610402716e-09,trippin_ape_tribe,1653364451,1653420624,3Swen2CFnnp3YmyGKJKSc9D7AenGV1RTg2AT3DyGkQgT,3sb4wNkJvvMLvwPC16VqmPmAoJXveVKz1gnWNGPpRch1,,0,10000,10000,1529185539834970000,True,False,0,1558,https://bafybeievjbne7a2otfr7cex3lknoxqvvaiv6fuqkssfpknmt6svaxvq5uu.ipfs.nftstorage.link/4418.png?ext=png
6,8dyymJvWSAE8Z49vuHfFkbDdJfCyoVwMZNkTwTWXPfkk,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,5LQPAhgWNPp6oP8dtRtodkCtdHeobGs4jvfHvXMAgUQx,7ZQ7XLTW25hT6SzDJeiQFWC9jSCogg8MSWmsNQTNP6oo,4YTXSm7s75y7oq2xP3cz3Nj7G8sHAAJ17kZV2JSEZ4RC,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,1,35.0,-1,1173,1.425494117918484e-09,trippin_ape_tribe,1653364451,1653420624,3Swen2CFnnp3YmyGKJKSc9D7AenGV1RTg2AT3DyGkQgT,3sb4wNkJvvMLvwPC16VqmPmAoJXveVKz1gnWNGPpRch1,,0,10000,10000,1529185539834970000,True,False,0,1120,https://bafybeicxlkcft57cbqd4n47vletxegufkvr7dtwj4tyjfhv7iolwg7agmi.ipfs.nftstorage.link/2619.png?ext=png
