,signature,type,source,tokenMint,collection,slot,blockTime,buyer,buyerReferral,seller,sellerReferral,price
27,5bT2WCaHFaD4EffNP7aRoEYdVmw4VMCS8Qeif6krBdinVpSNYAmkWFW7fBJEExQc5iuuCFzer81MCXGtHDHyAcQ2,buyNow,magiceden_v2,9L63w8qDfWe1uQYgRkNUeMw6mt9Z1Uv2e2WxCyiG2UBM,trippin_ape_tribe,135205893,1653525984,SkkgG44b6rKYoX9KxkYdvdY9cnFPij6VRoVAeXTkifc,,4jWAcmYrk2pwpGsfjr7RSudEgi8VTU6J9YZXCpBQkNNn,,46.49
28,21NCmvoqc7pwjFdLrTmpMUCE6pKenSTwRXymdEab5Agk2UpPKCv5fWhBxrFqDZ7PKzCkCQe9BNSUEpvx4EhnP952,buyNow,magiceden_v2,4EkF65R9L5pnGdPehyjDKpqjz3GKppMUYsj6uhgevkwh,trippin_ape_tribe,135205885,1653525979,JDkYwWT8F4TsDU8wri9WLDL3trN3cTmSxDt19wtFcNYC,,9KQXmTpNDtUJzDGCfex2HNuS5y863ACiAn468hv8hqKA,,46.0
29,4Wy1Df93yQhx2TMMddYB8YXpMS1Are93dSYWS1YLQKXAvUrkFaGkDUkbMnAuJVFb56zSDBvpkvjfdVgrc8A8xRMz,buyNow,magiceden_v2,7Qke43Map9EqwRgsoVBc9bmvtBWT8uihbvWEU8z9yqWA,trippin_ape_tribe,135205622,1653525789,3atsWsgD37KdQv5YdoWoF4QDnvLfizfHNurX2958fbrY,,DQDcyjXbBioMW1LtWSBiJDunMFQu3MMrCuy9GHiKjvGg,,44.69
30,3ASRU68xVsVry5iA8fHfXws8tstqCDrgjYBucMMYTdUoZ3RhtWreD2qkfSex7WwjRxNSvUeQGJojWJcDHJLmMWE4,buyNow,magiceden_v2,GRQQdJW5tST1BQW6M9Tpnq9E9qBHhaHCZHon2fRMmLZZ,trippin_ape_tribe,135205452,1653525666,Do9GfKb19yWmQvAfsmdSwCJuBExXZqJgdk85J93WgXWU,,EGrVfBsz6Dby31h7px6iHMNGWzHEV83N5z12twdUGc8y,,44.6942
31,5mjbekajYdfYnghuE89rcWwqMqki9PHNwRznJzoGJxePgybFbrMinEVfGNaQb2jJsJvzLePgMQ9WXUFyBYHS3cRF,buyNow,magiceden_v2,23HG5wAiGKq1vYwkiq769XAvv6PZ12pP4Yt5q6ihkw6c,trippin_ape_tribe,135205083,1653525401,CGXehg8u6CZaxbnRkhin3XKfx9KL8FCnPYE2baS2PZY,,mKL162AyLjoYaUQXnd2LD8vnhjW1V3R2nhSvwMVABwP,,45.0
32,4QNRsFdyAmAfUL62c3PuEHwmSidbqbMY1EoTTyFLu7prESHSMTv4gdvrsdhURojvLYWencQPfxCjus54JqMwJBoi,buyNow,magiceden_v2,52Bt7Ef8wpWfATjKVqbyZcBo6htGJLvzWfEa7J336etR,trippin_ape_tribe,135204768,1653525174,qstNWZCoEXK7Ro3kUbT7ujw3LUG9sxXHuvkiYX3JgHw,,33vCod5c4xxsc7kjPB6bka2ifXVmrUvi2PHXsLqNWUGh,,57.0
33,vrba2ALb32qhoYv981kaSiPKHb3YxSY7BSxjA6MNeRbJoXkmdzdRK6nPbgNukZbGEVBWG58dTMLc4hy56PcrUVG,buyNow,magiceden_v2,9cCH7fz4p8ssHqUXZRHhdKGAdszqSEi2BU5vLUXkVdXK,trippin_ape_tribe,135204075,1653524676,E4BispBrGc3j5nbRPPdYTybiso8UXQ21pGGq3QmJCGeB,,FXTbghTQEbDSm6StynTZeQAzvFhVdXLkLoGUfiJUapWw,,45.59
34,47dA3Ce717GkPV78GQvhejbzaQ42R7ET1Dv85xuVbg4xGiZnSRESjUm5iHuW4RQadNHGxigX8C4yXT3peRZyMbvP,buyNow,magiceden_v2,bWt1M9KzF8SC5tZqscGkDPYJh7gSFRZyvUdXTJB8cVL,trippin_ape_tribe,135204029,1653524642,BpDYb1kfjfGQppjkpotpMkSWkhdvsjCM4dBca4JZ9GV1,,9soCSbagdGSFsbCBpx8BumzqxQkAKia6RZzYZFSCQ9Wi,,43.0
35,xB3SKiEQmZCNWsHXF6EpLGhSLkspQ8xejV8d6xnEhzrb51r7qwbaU3M4ua86E7Dgwo8tgBGmJbHLiTxBBjLbicM,buyNow,magiceden_v2,J8wH9Pixhqy4CdMxxE2pnKa38RCCF6XQESNPE47JpDiZ,trippin_ape_tribe,135203735,1653524431,wxo1Rj8JAy52FhhqTSiPTNbGZH87RhyMrgKJZiyYcay,,9Y9zGtqTai24Ujaru9ggsFpDrHeZVpsJBzoje2WMNfEZ,,42.0
36,5Wu18H4DoceHM3dwaBPbt6nseRdDxQxvmGRMVWh95nXYVRPGgY2Th9uXdPARgAj8Tk9Cr5DK6YF9iRVYurhaA269,buyNow,magiceden_v2,EppPaEiZiZcobmDzBEjzmA7X1JRfQD32WSrM8m3TbWaU,trippin_ape_tribe,135203652,1653524370,BupkCsit26VccQKSwvk4S6tcGCoq39qLHnXAXSUkPbpL,,69XM6Kyv8GPbFdcnxSmqB854oFnzGRA2kw5FmdXaDUcM,,48.5
