,Unnamed: 0,name,Background,Body,Eyes,Face,Hat,Outfit,trait_0_rarity,trait_2_rarity,trait_3_rarity,trait_4_rarity,trait_5_rarity,trait_1_rarity,rarity_rank,overall_rarity,min_rarity,mean_rarity,trait_n,mint,pred_SOL
102,102,Trippin' Ape Tribe #8830,Blotter,Diamond,Electric,Diamond Grill,Octopus,Patchwork Denim,0.99,1.81,1.04,1.98,3.66,2.19,103,2.9575867999392005e-11,0.99,1.9450000000000005,6,CpoTEHjAQuTYB5jqpbRyoTQ2EiUhHfCfvmnTQr5bLTLy,63.355076
104,104,Trippin' Ape Tribe #8806,Blotter,Fig,Electric,Trippy Grill,Valhalla Helm,Patchwork Denim,0.99,2.08,1.04,1.11,5.92,2.19,105,3.0819150895103996e-11,0.99,2.2216666666666662,6,7y9hdWdsxLanUfNU4zjNFXEygzHFoYsWGLgVW7nm7Waf,63.27526
99,99,Trippin' Ape Tribe #8896,Blotter,DMTree,Radioactive,Rainbow Vomit,Octopus,Patchwork Denim,0.99,1.88,1.91,0.8999999999999999,3.66,2.19,100,2.5644493203120003e-11,0.8999999999999999,1.9216666666666669,6,85FsYzLxE8S5Nn53QGG83bhHoDvjVhcE5i3hqJRvKz8W,62.84854
113,113,Trippin' Ape Tribe #8880,Blotter,Diamond,Radioactive,Ten Strip,Valhalla Helm,White Rabbit,0.99,1.81,1.91,1.98,5.92,0.95,114,3.8111640130080014e-11,0.95,2.26,6,DLf37duwMXQ9PFExKtEBTCp5cHp9zdXh4EtaKGxN8s3F,61.711945
112,112,Trippin' Ape Tribe #8861,Blotter,Diamond,Radioactive,Diamond Grill,Valhalla Helm,White Rabbit,0.99,1.81,1.91,1.98,5.92,0.95,113,3.8111640130080014e-11,0.95,2.26,6,4gvpb16kGNL2gsKPDSVui6DRG6nRmMNACubxHPWpvL2A,61.711945
118,118,Trippin' Ape Tribe #8800,Blotter,DMTree,Radioactive,J,Mad Hatter,Patchwork Denim,0.99,1.88,1.91,2.64,2.19,2.19,119,4.5010990255968e-11,0.99,1.9666666666666668,6,G5MMKJ8fdk25uD1E8vrrzFTkedKjpnHEnnnNUWzZSxZL,61.207985
120,120,Trippin' Ape Tribe #8869,Blotter,Fig,Radioactive,Substrate,Valhalla Helm,Patchwork Denim,0.99,2.08,1.91,0.99,5.92,2.19,121,5.0481576946944e-11,0.99,2.3466666666666667,6,BoaAxz97ky8MnnPX3t8Xa6H57vNr8B35S1Fexxgt3ohG,61.02001
107,107,Trippin' Ape Tribe #8802,Blotter,Fig,Rainbow Madness,Diamond Grill,Mad Hatter,Patchwork Denim,0.99,2.08,1.72,1.98,2.19,2.19,108,3.3634145331071996e-11,0.99,1.8583333333333332,6,4jewhMM8picruvJcTCHq2TmcS1kcnKCwoWSrATCRtYKj,60.868916
6,6,Trippin' Ape Tribe #10,Dark Shroom,Blue Paranoia,Radioactive,Acid Tab,Ceremonial Hood,Ceremonial Hood,2.48,3.5700000000000003,1.91,5.63,0.1,0.1,7,9.520541688000004e-13,0.1,2.2983333333333333,6,kge6gE4ut2gNg3nChTw8b8gwuTPAbKJAxSwD3fPUkRu,60.181343
105,105,Trippin' Ape Tribe #8810,Blotter,DMTree,Shroom Lennons,Eyeballs,Octopus,Patchwork Denim,0.99,1.88,1.03,2.01,3.66,2.19,106,3.0885278812344e-11,0.99,1.96,6,J3z89Y62PniqHj4LmTVaAp7WNhyufVQ7hYk3G8GApzs6,60.068428
101,101,Trippin' Ape Tribe #6,Watercolor,Diamond,Electric,Ten Strip Blue,Crown,Kimono,4.47,1.81,1.04,0.92,1.77,2.02,102,2.7677821264704004e-11,0.92,2.005,6,EX3rmvMCtVwGh5MMr7y6kQ9DQhY58joyFDxUnQW8WCR3,59.470333
129,129,Trippin' Ape Tribe #8864,Blotter,Diamond,Rainbow Madness,Ten Strip,Valhalla Helm,Patchwork Denim,0.99,1.81,1.72,1.98,5.92,2.19,130,7.911762250867202e-11,0.99,2.435,6,2QCDTznJrQ82kGVD5dY9G2yQVXybgSqSuAmmfCMVNCJ7,59.285267
4,4,Trippin' Ape Tribe #15,Purple Swirl,Galaxy Trypophobia,Radioactive,Ten Strip,Ceremonial Hood,Ceremonial Hood,2.39,2.97,1.91,1.98,0.1,0.1,5,2.6844350940000007e-13,0.1,1.5750000000000002,6,HYkpnuUjuX1ccKSJV3nKFUVzL1PUBkQLiph9MxDJPdWJ,58.632984
115,115,Trippin' Ape Tribe #8843,Blotter,Fig,HUD,Shroom,Valhalla Helm,Patchwork Denim,0.99,2.08,0.94,1.69,5.92,2.19,116,4.2411038731775995e-11,0.94,2.3016666666666663,6,6LNm6M2ApqynKvogMs1TSVGFCh1Y9w6tRv44bNmAchvy,58.579926
92,92,Trippin' Ape Tribe #5529,Green Flower,Skelly,Electric,Skull Shout,White Bucket,Psychonaut,1.34,1.93,1.04,0.77,7.46,1.13,93,1.7458359927008e-11,0.77,2.2783333333333333,6,7E77KymxaRAjB81e7gHQxTqgM4qP87HSQsS4kBxTHXro,58.152016
170,170,Trippin' Ape Tribe #180,Blue Tryptamine,Shroomin,Pit Vipers,Balloon Purple,Mad Hatter,Mad Hatter,1.89,1.11,2.01,2.86,2.19,5.47,171,1.44470213529642e-10,1.11,2.5883333333333334,6,8MzWzW2SUVjxXbcFHEp5cVr8PyZwBs8oJWHqyEgVxH89,58.119465
123,123,Trippin' Ape Tribe #8697,Pink Circles,Galaxy Trypophobia,Scuba Glasses,Eyeballs,Apesolem,White Rabbit,2.86,2.97,1.9,2.01,2.01,0.95,124,6.194293844310001e-11,0.95,2.1166666666666667,6,APsy1PQE5WUtsX8gASZwpmvHy1YwZqDQG2AdWSQ7J9Rn,57.91524
5,5,Trippin' Ape Tribe #8,Purple Swirl,Drippy Blue,Radioactive,Substrate,Ceremonial Hood,Ceremonial Hood,2.39,7.99,1.91,0.99,0.1,0.1,6,3.610881549e-13,0.1,2.2466666666666666,6,BjD6mgWLDbrtWU6UxurCvRiKZ6nezG3vz2yxGARjsPSK,57.90414
2,2,Trippin' Ape Tribe #14,Dark Shroom,Drippy Sol,Radioactive,Substrate,Ceremonial Hood,Ceremonial Hood,2.48,3.66,1.91,0.99,0.1,0.1,3,1.7163321120000002e-13,0.1,1.54,6,8NEcwpkSZVzyf2BiZJ7hnWAcapxkQE6mF3K6y8bqXwVg,57.822536
171,171,Trippin' Ape Tribe #3126,Green Flower,OJ,Fire,Ten Strip,Valhalla Helm,Mad Hatter,1.34,0.99,1.7000000000000002,1.98,5.92,5.47,172,1.4459828353344006e-10,0.99,2.9,6,9ci76W17sDN1iWhVujtH6pihTDnYShh6uPMX65mPmxWS,57.722515
9,9,Trippin' Ape Tribe #12,Red Tryptamine,Drippy Pink,Radioactive,Acid Tab,Ceremonial Hood,Ceremonial Hood,1.7399999999999998,8.06,1.91,5.63,0.1,0.1,10,1.5080858052e-12,0.1,2.9233333333333333,6,WEMfN7vtG663wCGwBV6EFd3ikmRymH9m4RJDDjaJncV,57.72137
3,3,Trippin' Ape Tribe #11,Magenta Swirl,Inferno Trypophobia,Radioactive,Ten Strip,Ceremonial Hood,Ceremonial Hood,2.74,2.46,1.91,1.98,0.1,0.1,4,2.549084472e-13,0.1,1.5483333333333331,6,Huve9tQoYLFQeiTNdneBiEfGZYxCXWLmjSWc5B6G4YXE,57.508057
152,152,Trippin' Ape Tribe #2306,Orange Flower,Fig,Shroom Lennons,Pizza,Solar System,Groovy Green,1.32,2.08,1.03,1.63,3.94,6.4,153,1.1623536697343998e-10,1.03,2.733333333333333,6,7i7tK9bTbo2GiRoWrXBDUFTz4cbbZB8h1BC8RX4VZt8X,57.04052
1,1,Trippin' Ape Tribe #16,Dark Shroom,Drippy Radioactive,Radioactive,Substrate,Ceremonial Hood,Ceremonial Hood,2.48,2.6100000000000003,1.91,0.99,0.1,0.1,2,1.2239417519999998e-13,0.1,1.3650000000000002,6,9ugemFAtBTdXCCLuwAcjbwko3AVwcRiWVPGDrvNK4irH,56.834415
103,103,Trippin' Ape Tribe #8859,Blotter,Gold,HUD,Eyeballs,Octopus,Patchwork Denim,0.99,2.03,0.94,2.01,3.66,2.19,104,3.0435493198572e-11,0.94,1.97,6,63ZeQy8ZS6ncRRRuAXEmneaqbQn59YpyEznG6e5tmDNZ,56.819992
93,93,Trippin' Ape Tribe #1,Watercolor,Shroomin,Fire,Ten Strip Blue,Apesolem,Mad Scientist,4.47,1.11,1.7000000000000002,0.92,2.01,1.14,94,1.7781490390320003e-11,0.92,1.8916666666666664,6,7WJLHw6ntkBskRPzL36KvS4VeiLaxGapehK8Dj5rWSBi,56.17849
154,154,Trippin' Ape Tribe #2353,Peach Flower,Gummy,Orange Hypno,Rainbow Vomit,White Bucket,Psychonaut,1.7000000000000002,3.63,2.54,0.8999999999999999,7.46,1.13,155,1.1891839619879998e-10,0.8999999999999999,2.893333333333333,6,GEfd2Vf9cwyLV9SF8oqnteGVDGCg8XLSzbRTWZ5wD7Ty,55.957962
8,8,Trippin' Ape Tribe #9,Magenta Swirl,Purple Paranoia,Radioactive,Acid Tab,Ceremonial Hood,Ceremonial Hood,2.74,3.98,1.91,5.63,0.1,0.1,9,1.1726688716e-12,0.1,2.41,6,EBEZeeh1UCkudcJaqbiQ5nHcnqA6KVSiD25wLSyFansT,55.50826
121,121,Trippin' Ape Tribe #8786,Green Flower,Skelly,Electric,Skull Quiet,Valhalla Helm,Bat Country,1.34,1.93,1.04,1.16,5.92,2.89,122,5.3379313654783996e-11,1.04,2.3799999999999994,6,82346wNYhfRgB1F5eyimSgPCfQsx2pUjLJbV2n9CYfk2,55.279564
7,7,Trippin' Ape Tribe #7,Magenta Swirl,Infrared Trypophobia,Radioactive,Acid Tab,Ceremonial Hood,Ceremonial Hood,2.74,3.39,1.91,5.63,0.1,0.1,8,9.988310238e-13,0.1,2.311666666666667,6,AKzVmCBQ3KyDpF4zG4Jzpgy8pcGf58RgB83K68kUygZS,55.000416
164,164,Trippin' Ape Tribe #0,Watercolor,Fig,Aviators,Rainbow Drool,Solar System,White Rabbit,4.47,2.08,3.7,1.0699999999999998,3.94,0.95,165,1.3777682961119994e-10,0.95,2.7016666666666667,6,3Swen2CFnnp3YmyGKJKSc9D7AenGV1RTg2AT3DyGkQgT,54.66418
160,160,Trippin' Ape Tribe #4793,Blue Tryptamine,Shroomin,Blue Shades,Ten Strip Blue,Banana Split,Paisley Suit,1.89,1.11,7.13,0.92,3.3300000000000005,2.74,161,1.25561627557128e-10,0.92,2.853333333333333,6,7uEnY98AgYVpRQ5CvUQLCkrNnNn8Mt5VfTWHvxLQkxR8,54.44744
138,138,Trippin' Ape Tribe #3575,Sand,Blue Paranoia,Laser Eyes,Acid Tab,Mad Hatter,White Rabbit,2.31,3.5700000000000003,0.94,5.63,2.19,0.95,139,9.079964793207e-11,0.94,2.598333333333333,6,AuQsemgEXqNN9TcAjZTM1Xp5GtwkmA5mSM5hHk5tbpyZ,53.05486
149,149,Trippin' Ape Tribe #5566,Green Flower,Gold,Electric,Diamond Grill,Mohawk,Birthday Suit,1.34,2.03,1.04,1.98,6.29,3.24,150,1.1415502184486401e-10,1.04,2.6533333333333333,6,5NSVgaiF13k97KzQuHZjyBnXoXKckt6dPCvxpCV3PFyP,53.03377
96,96,Trippin' Ape Tribe #7205,Red Tryptamine,XRay,Pop Out,XRay Shout,Mind Blown,Mad Scientist,1.7399999999999998,1.51,2.36,0.7000000000000001,4.61,1.14,97,2.2810878709920002e-11,0.7000000000000001,2.01,6,H3pVWAqCg2djrJRTxp5f5kCdfvuWvxaVXHah2CDBgdbo,52.873135
150,150,Trippin' Ape Tribe #8044,Pink Circles,Drippy Sol,Orange Hypno,Solana Shout,Crown,Varsity,2.86,3.66,2.54,0.8500000000000001,1.77,2.87,151,1.1480344591716e-10,0.8500000000000001,2.4250000000000003,6,FFroVLDpbPXj3KdNJe8dxDmX9pmKxw1bHRetszEibNRU,52.61064
596,596,Trippin' Ape Tribe #1260,Red Circles,OJ,Blue Swirl,Acid Tab,Third Eye,White Robe,2.0500000000000003,0.99,3.45,5.63,5.1400000000000015,3.39,597,6.8687761438395e-10,0.99,3.4416666666666664,6,FyqKjc9Rmp8WvuG5XYhTeCUnSZuA897gCMsMSXcWzVj1,52.40468
184,184,Trippin' Ape Tribe #3557,Peach Flower,Diamond,Laser Eyes,Shout,Valhalla Helm,Psychonaut,1.7000000000000002,1.81,0.94,7.91,5.92,1.13,185,1.5304952411168005e-10,0.94,3.235,6,CMbDgtDPteiBxiPnqKeypyezVyQRomdyzcefQ6wv9Nzf,51.359085
136,136,Trippin' Ape Tribe #2187,Orange Shroom,Infrared Trypophobia,Electric,Trippy Grill,Crown,Tribal,2.09,3.39,1.04,1.11,1.77,5.87,137,8.497940187765602e-11,1.04,2.545,6,Fr6cYkH51w2ph1xQw8kPkv1RJbtr9SC8E5rkMmccyvp7,51.33614
761,761,Trippin' Ape Tribe #239,Lava Green,OJ,Pit Vipers,Pipe,Cap,Coogi,2.68,0.99,2.01,5.79,7.55,3.68,762,8.5790535776352e-10,0.99,3.783333333333333,6,3B9WQojg2Aa72SpvQwPD2H56osjRGNJEwFvTx9wjs9UQ,50.590637
161,161,Trippin' Ape Tribe #3832,Green Flower,Skelly,420 Glasses,Skull Quiet,Mad Hatter,Coogi,1.34,1.93,5.36,1.16,2.19,3.68,162,1.2959159042150404e-10,1.16,2.61,6,Bw18zrSxTF1X5VwgyAf2KZZRdDJ8pNJJdz3QYuX1pnmb,50.446823
261,261,Trippin' Ape Tribe #84,Orange Shroom,Galaxy Trypophobia,Radioactive,Gold Grill,Crown,Kimono,2.09,2.97,1.91,5.94,1.77,2.02,262,2.51795047297068e-10,1.77,2.783333333333333,6,BfpiXCCsuPjL7UXfAK9RgvD38NjGr3kT65tVFjcTHpGH,50.073425
725,725,Trippin' Ape Tribe #2330,Light,OJ,Holy F_k,J,Headband,Black Robe,5.09,0.99,3.32,2.64,6.619999999999999,2.81,726,8.215978551960961e-10,0.99,3.578333333333333,6,8F76fdd8DEpmvSB7zeYN1t8HipfVqjSaZhiXmmaknGV3,50.061527
147,147,Trippin' Ape Tribe #8480,Mulberry Shroom,Marble,Pit Vipers,Solana Shout,Field Hat,White Rabbit,1.37,10.78,2.01,0.8500000000000001,4.69,0.95,148,1.1242185813705e-10,0.8500000000000001,3.441666666666667,6,2NRU8Vxcwp8VFDMVYW1dKq8xhPcejmKET1PkxPBqZFZU,49.98547
196,196,Trippin' Ape Tribe #7291,Shroom,Purple Paranoia,Radioactive,Diamond Grill,Valhalla Helm,White Rabbit,1.99,3.98,1.91,1.98,5.92,0.95,197,1.6845349191264003e-10,0.95,2.7883333333333336,6,71YiPHoSTNm9iSyZugnctPkNGegiR43baidggfi3zWUC,49.87378
110,110,Trippin' Ape Tribe #4384,Green Flower,Diamond,Laser Eyes,Trippy Grill,Shroom Cap,Hoodie,1.34,1.81,0.94,1.11,4.23,3.44,111,3.6824174132832e-11,0.94,2.145,6,EMuV6WTjxU4QBiyXbjgcagkzR9HHyoEpKyp5UaAXmMsq,49.65205
133,133,Trippin' Ape Tribe #2213,Peach Flower,Feathers,Blue Swirl,Ten Strip Blue,Valhalla Helm,Mad Scientist,1.7000000000000002,2.27,3.45,0.92,5.92,1.14,134,8.266244734080001e-11,0.92,2.5666666666666664,6,6cS1hknF86fLk8nrreeBym2uyiS28gm8mKDnyWfCSM8a,49.464943
114,114,Trippin' Ape Tribe #2911,Dark Shroom,XRay,Blue Hypno,XRay Quiet,Valhalla Helm,Mad Scientist,2.48,1.51,1.97,0.8099999999999999,5.92,1.14,115,4.0327976487168e-11,0.8099999999999999,2.305,6,66TbP4A8u21DHnWNqqbTypRnUpJxcKt6xQx1VkVxq9Bt,49.025272
176,176,Trippin' Ape Tribe #3556,Green Flower,Feathers,Wired,Solana Shout,Octopus,Patchwork Denim,1.34,2.27,7.17,0.8500000000000001,3.66,2.19,177,1.4859148985154002e-10,0.8500000000000001,2.9133333333333336,6,4j5P9vqn7gAJ7xKdzinVc3AjgZdpq5mx1EBJCTaEXLXC,49.017853
169,169,Trippin' Ape Tribe #5447,Blue Tryptamine,Diamond,Pop Out,Rainbow Vomit,Banana Split,Groovy Blue,1.89,1.81,2.36,0.8999999999999999,3.3300000000000005,5.96,170,1.4420668208688e-10,0.8999999999999999,2.708333333333333,6,7PenMSFeTQZuHXar1Eoc61zV6XxVTXyowkvmnegVd3mv,48.847805
166,166,Trippin' Ape Tribe #6520,Green Flower,XRay,Blue Hypno,XRay Quiet,Cap,Purple Tank,1.34,1.51,1.97,0.8099999999999999,7.55,5.7700000000000005,167,1.4065518798062999e-10,0.8099999999999999,3.1583333333333337,6,AeX9ubad3C5aqJdA6wuf7R3rwKLL6mBdqaBm99Q5VRAa,48.727802
602,602,Trippin' Ape Tribe #5818,Lilac,OJ,Scuba Glasses,Balloon Purple,Third Eye,Suspenders,6.43,0.99,1.9,2.86,5.1400000000000015,3.89,603,6.916374834454801e-10,0.99,3.535,6,3RZ8QWwaz4zJepJKHKFBJNgzkpMQZgHQQxovUSpj6YpK,48.6191
142,142,Trippin' Ape Tribe #5320,Lava Purple,XRay,Pop Out,XRay Quiet,Headband,Black Robe,1.87,1.51,2.36,0.8099999999999999,6.619999999999999,2.81,143,1.0041067463882401e-10,0.8099999999999999,2.663333333333333,6,4Lc6Y5Vy3kbPyrTyoitqo2P2U2dp6BcEymJrvytyfZgZ,48.53593
163,163,Trippin' Ape Tribe #4615,Sand,Gold,Orange Hypno,Trippy Grill,Field Hat,Patchwork Denim,2.31,2.03,2.54,1.11,4.69,2.19,164,1.3579434066706194e-10,1.11,2.478333333333333,6,E1s92uwgLmem3yJY1Roat8kftjBQzyorS47Au8g96XMq,48.35367
119,119,Trippin' Ape Tribe #8624,Watercolor,XRay,Aviators,XRay Quiet,Mad Hatter,Psychonaut,4.47,1.51,3.7,0.8099999999999999,2.19,1.13,120,5.006033732222998e-11,0.8099999999999999,2.3016666666666667,6,kVxm8cWMky1zFZ2yDa4LxZGGrmKxrRnDmRHdu8kseSb,48.352547
134,134,Trippin' Ape Tribe #4401,Mandala,Skelly,Radioactive,Skull Quiet,,Coogi,0.58,1.93,1.91,1.16,9.26,3.68,135,8.451532471475198e-11,0.58,3.0866666666666664,5,9KGjcA2QyJSV8k3DjBWVcokyiAFequqyEXKKzWaH8JND,48.281483
178,178,Trippin' Ape Tribe #7956,Green Flower,Galaxy Trypophobia,Radioactive,Trippy Grill,Third Eye,Hoodie,1.34,2.97,1.91,1.11,5.1400000000000015,3.44,179,1.4918980808476804e-10,1.11,2.651666666666667,6,XpiThJuMuX48DiQWSA3wziW4jGJiezGdGBYmXkxwuh9,48.279312
183,183,Trippin' Ape Tribe #6081,Mulberry Shroom,Fig,Holy F_k,Balloon Blue,Third Eye,Mad Scientist,1.37,2.08,3.32,2.76,5.1400000000000015,1.14,184,1.53002680077312e-10,1.14,2.635,6,6iERgE6yqbGt9iWcpgkY36zvdFrNheyNEUSQVbmQf4Wi,48.26352
126,126,Trippin' Ape Tribe #3404,Blue Tryptamine,OJ,Scuba Glasses,Trippy Grill,Crown,I _3 Chorles,1.89,0.99,1.9,1.11,1.77,9.71,127,6.782129448633001e-11,0.99,2.895,6,ht98eduQj5dMD7MysKFS47GnuHxSbBNbZ7t3bR2hNut,47.993553
157,157,Trippin' Ape Tribe #5623,Peach Flower,DMTree,Aviators,Shroom,Mad Hatter,Black Robe,1.7000000000000002,1.88,3.7,1.69,2.19,2.81,158,1.229831560932e-10,1.69,2.3283333333333336,6,4ZJpZVTdZ8EHzyTgifjpSAAe9xBuqj6pEmNKtsq25bmb,47.945625
181,181,Trippin' Ape Tribe #8734,Green Shroom,DMTree,HUD,Eyeball,Third Eye,Mad Scientist,1.9,1.88,0.94,7.689999999999999,5.1400000000000015,1.14,182,1.5129814868832002e-10,0.94,3.115,6,39ZejwyqUwaDb2qRYnsschpJnvAn51cUKSLRzrUsEDSi,47.9435
145,145,Trippin' Ape Tribe #245,Lava Purple,Skelly,Scuba Glasses,Skull Quiet,Paisley Cowboy,Patchwork Denim,1.87,1.93,1.9,1.16,5.8500000000000005,2.19,146,1.0190851816860001e-10,1.16,2.483333333333334,6,DiyzmidBnPRuRxU5BiVU6n5dWh7CT7sUYvxVs2ioT59g,47.908115
732,732,Trippin' Ape Tribe #3412,Lime,OJ,Holy F_k,Substrate,Cap,Mad Hatter,6.16,0.99,3.32,0.99,7.55,5.47,733,8.277962659243201e-10,0.99,4.079999999999999,6,BLzEQewpfuZWyPqZVCyHf57LbcW4NWgtAFgC43PHw4NC,47.79001
139,139,Trippin' Ape Tribe #3270,Green Flower,XRay,Blue Shades,XRay Quiet,Mind Blown,Scarf,1.34,1.51,7.13,0.8099999999999999,4.61,1.71,140,9.211987291786201e-11,0.8099999999999999,2.8516666666666666,6,CQKRpKw4MbPPeN9paHYQkyYEkfTVdf1hNE6Wj5QcvrzY,47.280403
135,135,Trippin' Ape Tribe #5569,Red Circles,Fig,Shroom Lennons,Rainbow Vomit,Octopus,Tribal,2.0500000000000003,2.08,1.03,0.8999999999999999,3.66,5.87,136,8.492119889759999e-11,0.8999999999999999,2.5983333333333336,6,33FEL17dMhZARjeBnSzMo7AXeeeSJQBYHNVmwrmbQ85m,47.02562
173,173,Trippin' Ape Tribe #8325,Lava Green,Infrared Trypophobia,3D Glasses,Rainbow Vomit,Shroom Cap,Mad Scientist,2.68,3.39,3.7,0.8999999999999999,4.23,1.14,174,1.458894692952e-10,0.8999999999999999,2.6733333333333333,6,8X6fdSSu2kYhtDMdCeM5jxFoauyD9Te4PWD3bgYS7osw,47.002174
111,111,Trippin' Ape Tribe #6094,Watercolor,Shroomin,Orange Slices,Rainbow Vomit,Solar System,Varsity,4.47,1.11,0.75,0.8999999999999999,3.94,2.87,112,3.7871490100499997e-11,0.75,2.34,6,6JjGaWmt8WmUdJNro8v53GC4AoiHrWo6dqdfbSCsQgkm,46.75152
148,148,Trippin' Ape Tribe #992,Orange Flower,XRay,Pop Out,XRay Shout,Valhalla Helm,Purple Tank,1.32,1.51,2.36,0.7000000000000001,5.92,5.7700000000000005,149,1.1247563179776001e-10,0.7000000000000001,2.93,6,vrPtMsCfTQti53jWAenCW9XSEX9UBUSiMtgZ1o8RecE,46.650845
1087,1087,Trippin' Ape Tribe #6001,Purple,OJ,Pop Out,Fangs,Mind Blown,White Robe,6.260000000000002,0.99,2.36,5.67,4.61,3.39,1088,1.296000631831752e-09,0.99,3.88,6,aJFpiJmpiQuurXWP8AMNi7yauXzcJD48NehDRBaUxmY,46.632378
158,158,Trippin' Ape Tribe #8033,Lava Green,XRay,Holy F_k,XRay Quiet,Solar System,Varsity,2.68,1.51,3.32,0.8099999999999999,3.94,2.87,159,1.23058881233568e-10,0.8099999999999999,2.5216666666666665,6,EGNk94397DAGAdL313gKyDbSU6p6J3jyB72XBiVhjTdd,46.23752
536,536,Trippin' Ape Tribe #3474,Sky Blue,OJ,Blue Swirl,Rainbow Vomit,Valhalla Helm,Blue Tank,6.19,0.99,3.45,0.8999999999999999,5.92,5.3900000000000015,537,6.071526851544001e-10,0.8999999999999999,3.806666666666666,6,9qGaUPBgvMCT7mJA63EMz9oBwEuafsnov6BMZR6d4T7H,46.185234
125,125,Trippin' Ape Tribe #8294,Green Shroom,XRay,Shroom Lennons,XRay Quiet,Field Hat,Groovy Blue,1.9,1.51,1.03,0.8099999999999999,4.69,5.96,126,6.690705192108e-11,0.8099999999999999,2.65,6,3GDZc8CkHNpNK5Hc8uqyxVzwb4nSew6saEM9qHzVJ3Ga,46.169865
1194,1194,Trippin' Ape Tribe #6662,Peach,OJ,Blue Shades,Acid Tab,Headband,Mad Scientist,4.88,0.99,7.13,5.63,6.619999999999999,1.14,1195,1.4635776946127045e-09,0.99,4.3983333333333325,6,2cKmVjcKRDKknSpqfDwkcGeTr2Qv6N2W5zHrcL2ARrvR,45.70034
242,242,Trippin' Ape Tribe #2452,Pink Circles,Drippy Sol,Scuba Glasses,Pipe,Crown,Mad Scientist,2.86,3.66,1.9,5.79,1.77,1.14,243,2.3235787760328003e-10,1.14,2.853333333333333,6,EDpivfmR1EH4j7WfxpjR5moFKQpGP9Np6BtS8s3oKyUK,45.577084
172,172,Trippin' Ape Tribe #8428,Beige,XRay,Shroom Lennons,XRay Quiet,Headband,Paisley Suit,6.36,1.51,1.03,0.8099999999999999,6.619999999999999,2.74,173,1.45333207587024e-10,0.8099999999999999,3.178333333333333,6,AaFMhnrhVDDFkNU1mZJnwugk5MQKV3rkDi2pDZFhPPWQ,45.558666
167,167,Trippin' Ape Tribe #3040,Cotton Candy,Feathers,Blue Hypno,Rainbow Vomit,Octopus,Kimono,4.73,2.27,1.97,0.8999999999999999,3.66,2.02,168,1.4074344864756005e-10,0.8999999999999999,2.591666666666667,6,DWiXBaddmz46gzHr7znLHa7awWEVTHJreRFqsLfpjkgi,45.541714
130,130,Trippin' Ape Tribe #666,Sand,XRay,Shroom Lennons,XRay Quiet,Field Hat,Tribal,2.31,1.51,1.03,0.8099999999999999,4.69,5.87,131,8.0116527016449e-11,0.8099999999999999,2.703333333333333,6,7mgfcxzPj8nzbfg4kwYjPb7botcph38ER15eU1LMYEDH,45.525475
106,106,Trippin' Ape Tribe #7254,Orange Flower,XRay,Rainbow Shades,XRay Shout,Mind Blown,White Rabbit,1.32,1.51,5.09,0.7000000000000001,4.61,0.95,107,3.11022087222e-11,0.7000000000000001,2.3633333333333337,6,Cb5XhAR2AaFQUEU6tZEA4V9fjZGfcetTiRkhfCkpJfeq,45.385555
581,581,Trippin' Ape Tribe #7612,Magenta Swirl,OJ,Aviators,Shroom,Headband,Tribal,2.74,0.99,3.7,1.69,6.619999999999999,5.87,582,6.5912878277532e-10,0.99,3.601666666666666,6,41yTeXcYu4NW7eB56Bg9nCy8vi1qu5XVu15YyZn6Sc25,45.04947
236,236,Trippin' Ape Tribe #1807,Light,Purple Paranoia,Fire,Substrate,Crown,Coogi,5.09,3.98,1.7000000000000002,0.99,1.77,3.68,237,2.2207826478816005e-10,0.99,2.8683333333333336,6,AmQAtHFRc4CassXqn8Htr2TVknLmTPxHd7YTRaEzYJod,44.58574
370,370,Trippin' Ape Tribe #7807,Green Shroom,OJ,Holy F_k,Fangs,Headband,Scarf,1.9,0.99,3.32,5.67,6.619999999999999,1.71,371,4.0083352498728007e-10,0.99,3.3683333333333323,6,2rYi3z8ZguZ6Qy1CwDZrfNot7d2tXTGCVgbCo7aaTned,44.551373
159,159,Trippin' Ape Tribe #2290,Cloudy Orange,Skelly,Pit Vipers,Skull Shout,Banana Split,Black Robe,4.46,1.93,2.01,0.77,3.3300000000000005,2.81,160,1.24660683493038e-10,0.77,2.5516666666666663,6,9TJpqEoJbYVb8QatRuV5eVxqzx1tBqVZnDrs39LNET5A,44.528507
144,144,Trippin' Ape Tribe #2157,Sand,Feathers,Orange Slices,Shroom,Beanie,Scarf,2.31,2.27,0.75,1.69,8.93,1.71,145,1.01492365399425e-10,0.75,2.9433333333333334,6,4KaqF8qbr1CcFg8eonex3fh9yamQ9FJE9UFzPmtsekkZ,44.409985
175,175,Trippin' Ape Tribe #4104,Orange Flower,XRay,Orange Hypno,XRay Shout,White Bucket,TyeDye,1.32,1.51,2.54,0.7000000000000001,7.46,5.6099999999999985,176,1.4831474310576e-10,0.7000000000000001,3.19,6,ACYD7MgkFaczHWetk9BgqpvamLbT6wHD7qxG4vncbeYU,44.303284
109,109,Trippin' Ape Tribe #5775,Green Flower,XRay,Pit Vipers,XRay Shout,Octopus,Brown Robe,1.34,1.51,2.01,0.7000000000000001,3.66,3.44,110,3.584390941152001e-11,0.7000000000000001,2.11,6,3NAMWcYkY2NRVCmMddRctYVGRCh7YaVo3hhHuso6cBev,44.292976
