,name,background,clothes,eyes,head,mouth,neck,skin,speciality,specialty,version,background_rarity,skin_rarity,speciality_rarity,clothes_rarity,neck_rarity,head_rarity,eyes_rarity,mouth_rarity,specialty_rarity,version_rarity,min_rarity,max_rarity,mean_rarity,factoral_rarity,rarity_rank,id,tokenAddress,collectionAddress,collectionName,imageUrl,chain
2143,DeGod #3035,Hell,God Scout Uniform,None,Fade,Clown Nose,None,Pastel,,Quarterback,,0.0276,0.029733333333333334,0.9998666666666667,0.03693333333333333,0.5170666666666667,0.05173333333333333,0.5158666666666667,0.023066666666666666,0.08173333333333334,0.8954666666666666,0.023066666666666666,0.9998666666666667,0.31790666666666667,177.84673315982027,2143,3035,CY311pX5o5UHkcB5LLLYifJCjvTNnkbgkBjwAuW1FJM8,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/3034.png,SOL
2144,DeGod #6192,Blue,World Champion Robe,Glowing Eyes,Mad Scientist,None,None,Lavender Stripe,,None,,0.1416,0.09853333333333333,0.9998666666666667,0.014933333333333333,0.5170666666666667,0.0516,0.015066666666666667,0.5281333333333333,0.5205333333333333,0.8954666666666666,0.014933333333333333,0.9998666666666667,0.37827999999999995,177.79223268028193,2144,6192,EPYjX8WqoT8YRn2rq51aaWVwAZV7QcmGVJbr6ymVCMeY,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/6191.png,SOL
2145,DeGod #9263,Olive Green,Bloody Beater,Night Vision Goggles,Headband,None,None,Solar Spiral,,Devil Wings,,0.1288,0.102,0.9998666666666667,0.0236,0.5170666666666667,0.0516,0.014,0.5281333333333333,0.047466666666666664,0.8954666666666666,0.014,0.9998666666666667,0.3308,177.76092754175926,2145,9263,7qvoCvUBY8M24raE3cjNuNfNu6L9k6h4uzizxJ2eH5cQ,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/9262.png,SOL
2146,DeGod #2739,Olive Green,FTX Jersey,Swirly Glasses,Plank,None,None,Blue Sky,,Black Eye,,0.1288,0.0468,0.9998666666666667,0.015066666666666667,0.5170666666666667,0.03333333333333333,0.0388,0.5281333333333333,0.0488,0.8954666666666666,0.015066666666666667,0.9998666666666667,0.3252133333333333,177.71249443547853,2146,2739,GqexvSVwuQvgJsS6STdhaPY1rSmycUaMhaMoVaeunqVR,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/2738.png,SOL
2147,DeGod #5207,Olive Green,Tourist Tee,Swirly Glasses,Skull Mask,Heavenly Wood,Silver Chain,Lavender Stripe,,None,,0.1288,0.09853333333333333,0.9998666666666667,0.0504,0.06666666666666667,0.0196,0.0388,0.02266666666666667,0.5205333333333333,0.8954666666666666,0.0196,0.9998666666666667,0.2841333333333333,177.70332195291206,2147,5207,DurgYQDqnwgY96KBzHJhRs9bR8DHnZDozie825MaNKWs,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/5206.png,SOL
2148,DeGod #7731,Purple,FTX Jersey,Playboy Bunny Glasses,Headband,Vape God,None,Pink Granite,,None,,0.12746666666666667,0.09653333333333333,0.9998666666666667,0.015066666666666667,0.5170666666666667,0.0516,0.021466666666666665,0.0472,0.5205333333333333,0.8954666666666666,0.015066666666666667,0.9998666666666667,0.32922666666666667,177.69808494541942,2148,7731,5BYo4PnpGpzszizTrtxAAEHxL3W5EShNkzajqXakwpE3,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/7730.png,SOL
2149,DeGod #9451,Teal,Tech God Vest,None,Mushroom Head,Santa Beard,Paperclip Necklace,Blue Sky,,Devil Wings,DeadGod,0.13013333333333332,0.0468,0.9998666666666667,0.031066666666666666,0.07,0.023333333333333334,0.5158666666666667,0.04733333333333333,0.047466666666666664,0.07053333333333334,0.023333333333333334,0.9998666666666667,0.19824000000000003,177.69413474499237,2149,9451,2rsR2ssdQ2aAnHCe1C2NvVe8E2iA9K8QqibhUeP3fWaZ,6XxjKYFbcndh2gDcsUrmZgVEsoDxXMnfsaGY6fpTJzNr,DeGods,https://metadata.degods.com/g/9450-dead.png,SOL
2150,DeGod #6640,Teal,Godchella Hoodie,DeGucci Goggles,Godhawk,Party Blower,Diamond Necklace,Marble,,None,,0.13013333333333332,0.0948,0.9998666666666667,0.049466666666666666,0.0416,0.030133333333333335,0.015066666666666667,0.08613333333333334,0.5205333333333333,0.8954666666666666,0.015066666666666667,0.9998666666666667,0.28632,177.69244970350044,2150,6640,AH64idAU4UGsVXvS6opZW57VPZ7tG2UChHTxN88q9Zcq,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/6639.png,SOL
2151,DeGod #2928,Red,Tattered Tee,Steampunk Goggles,Babushka,Party Blower,Gold Chain,Solar Spiral,,None,,0.126,0.102,0.9998666666666667,0.04493333333333333,0.04013333333333333,0.021866666666666666,0.019466666666666667,0.08613333333333334,0.5205333333333333,0.8954666666666666,0.019466666666666667,0.9998666666666667,0.28564,177.66201941754542,2151,2928,3zJLU8kmbvqNhozFwqjKQvGvkLzYNizw2jLdCxath1dN,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/2927.png,SOL
2152,DeGod #4457,Olive Green,Tattered Tee,Neon Shades,Prince Hair,None,Pimp Chain,Joker,,Archer,,0.1288,0.025333333333333333,0.9998666666666667,0.04493333333333333,0.021466666666666665,0.05093333333333333,0.03866666666666667,0.5281333333333333,0.0828,0.8954666666666666,0.021466666666666665,0.9998666666666667,0.28164,177.65990543147686,2152,4457,9PFyV3sWKuvKQTpFoiMtGdXB3UHDUUctaEri9q75Q4KA,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/4456.png,SOL
2153,DeGod #9021,Alaska,Tech God Vest,None,Bleached,None,None,Gold,,God of War,,0.0272,0.016266666666666665,0.9998666666666667,0.031066666666666666,0.5170666666666667,0.05213333333333333,0.5158666666666667,0.5281333333333333,0.0496,0.8954666666666666,0.016266666666666665,0.9998666666666667,0.3632666666666667,177.6546356589799,2153,9021,F8XJfYbVSMAEQcrF262tu9ctSLLuSZZgMTxZ1ia8jAgi,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/9020.png,SOL
2154,DeGod #6331,Teal,Bleached Tee,None,Godlielocks,Heavenly Wood,None,Zebra,,Quarterback,DeadGod,0.13013333333333332,0.0772,0.9998666666666667,0.03306666666666667,0.5170666666666667,0.019466666666666667,0.5158666666666667,0.02266666666666667,0.08173333333333334,0.07053333333333334,0.019466666666666667,0.9998666666666667,0.24676,177.6524490395715,2154,6331,39Sb5TSPCpeV7wQn8UZzfTrJKRkQ6FpfPWFW1o3k8TxF,6XxjKYFbcndh2gDcsUrmZgVEsoDxXMnfsaGY6fpTJzNr,DeGods,https://metadata.degods.com/g/6330-dead.png,SOL
2155,DeGod #6225,Red,Tourist Tee,All Seeing Eyes,Babushka,Santa Beard,Silver Chain,Leopard,,Archer,DeadGod,0.126,0.08106666666666666,0.9998666666666667,0.0504,0.06666666666666667,0.021866666666666666,0.0352,0.04733333333333333,0.0828,0.07053333333333334,0.021866666666666666,0.9998666666666667,0.15817333333333333,177.6359846820302,2155,6225,2e7zqpZQFvx7hG7Fk3rBxCZptc4rL3oRbwAzMsUFf834,6XxjKYFbcndh2gDcsUrmZgVEsoDxXMnfsaGY6fpTJzNr,DeGods,https://metadata.degods.com/g/6224-dead.png,SOL
2156,DeGod #3212,Supernova,Caesar Tunic,Neon Shades,Leaf Laurel,None,Double Diamond Necklace,Leopard,,Earring,,0.028933333333333332,0.08106666666666666,0.9998666666666667,0.04306666666666667,0.0212,0.053733333333333334,0.03866666666666667,0.5281333333333333,0.08453333333333334,0.8954666666666666,0.0212,0.9998666666666667,0.27746666666666664,177.59983840893304,2156,3212,Htm6u1YTykcMCmCGd7z8RBgKwRuPTEPQYVX2GQTQoLgE,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/3211.png,SOL
2157,DeGod #6316,Brown,Googod Tee,Steampunk Goggles,Bed Head,None,Gold Chain,X-Ray,,Black Eye,,0.1292,0.0436,0.9998666666666667,0.0368,0.04013333333333333,0.0528,0.019466666666666667,0.5281333333333333,0.0488,0.8954666666666666,0.019466666666666667,0.9998666666666667,0.27942666666666666,177.5779654446081,2157,6316,Dh6fYGF9vCmD79w2mwnr3S3d8bm2uWapSEw7XGrpVRQn,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/6315.png,SOL
2158,DeGod #8819,Red,Gym Tee,Rose Tinted Shades,Babushka,None,Paperclip Necklace,Marble,,Black Eye,DeadGod,0.126,0.0948,0.9998666666666667,0.0488,0.07,0.021866666666666666,0.0244,0.5281333333333333,0.0488,0.07053333333333334,0.021866666666666666,0.9998666666666667,0.20332,177.54095422088858,2158,8819,3VWsu4o1G7a4KSEsRPghMcPW9js8A7TT1o9aH6a1qWyz,6XxjKYFbcndh2gDcsUrmZgVEsoDxXMnfsaGY6fpTJzNr,DeGods,https://metadata.degods.com/g/8818-dead.png,SOL
2159,DeGod #6161,Olive Green,Googod Tee,Eye Patch,Skull Mask,Cigarette,None,Pastel,,None,,0.1288,0.029733333333333334,0.9998666666666667,0.0368,0.5170666666666667,0.0196,0.0324,0.047466666666666664,0.5205333333333333,0.8954666666666666,0.0196,0.9998666666666667,0.32277333333333336,177.49415927072857,2159,6161,F4zSJMvyrhnSr2HSxgRxL7eYD67mJ9M9zi59F9sPr55S,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/6160.png,SOL
2160,DeGod #9677,Red,Bloody Beater,Swirly Glasses,DeGod Pro Trucker,Party Blower,Friendship Necklace,Lavender Stripe,,Rockstar Tats,,0.126,0.09853333333333333,0.9998666666666667,0.0236,0.06426666666666667,0.052533333333333335,0.0388,0.08613333333333334,0.023333333333333334,0.8954666666666666,0.023333333333333334,0.9998666666666667,0.24085333333333336,177.41105341725049,2160,9677,yDZF46Z4g6RkixDwGmkFmSqd8bPySNdfjfB2D9Mgo7E,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/9676.png,SOL
2161,DeGod #7671,Teal,Godchella Hoodie,None,Leaf Laurel,Hipster Beard,None,Transcendent,,None,,0.13013333333333332,0.009066666666666667,0.9998666666666667,0.049466666666666666,0.5170666666666667,0.053733333333333334,0.5158666666666667,0.0788,0.5205333333333333,0.8954666666666666,0.009066666666666667,0.9998666666666667,0.377,177.405402514657,2161,7671,FoVprFE1Nte8EcBeL4VT41mmQCFNZMC39TrLyQMHcn1N,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/7670.png,SOL
2162,DeGod #2977,Brown,Hazmat Suit,Rugrat Frames,Bleached Curls,Porn Stashe,None,Lavender Stripe,,Earring,,0.1292,0.09853333333333333,0.9998666666666667,0.0188,0.5170666666666667,0.031733333333333336,0.0212,0.08506666666666667,0.08453333333333334,0.8954666666666666,0.0188,0.9998666666666667,0.28814666666666666,177.39868858686586,2162,2977,7JUchtaUy6CMjh991xsUzPE8EKhAuB8WC8pykLrwAXte,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/2976.png,SOL
2163,DeGod #5334,Hell,Jean Jacket,None,Ushanka,None,Friendship Necklace,Zombie,,None,,0.0276,0.0172,0.9998666666666667,0.046533333333333336,0.06426666666666667,0.026266666666666667,0.5158666666666667,0.5281333333333333,0.5205333333333333,0.8954666666666666,0.0172,0.9998666666666667,0.36417333333333335,177.36254495821365,2163,5334,5J9ox12Wp68WCXfoRp8Yb7msV3zT7mNW3N8vW1Kxa2cV,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/5333.png,SOL
2164,DeGod #8883,Hell,God Beater,Rugrat Frames,Fade,None,None,Ape,,Quarterback,DeadGod,0.0276,0.0448,0.9998666666666667,0.047466666666666664,0.5170666666666667,0.05173333333333333,0.0212,0.5281333333333333,0.08173333333333334,0.07053333333333334,0.0212,0.9998666666666667,0.23901333333333338,177.36062181614685,2164,8883,2Yvdoz8ciiGBxAiJYArfddR8SBGHRUhhfwBmLzCD6vcq,6XxjKYFbcndh2gDcsUrmZgVEsoDxXMnfsaGY6fpTJzNr,DeGods,https://metadata.degods.com/g/8882-dead.png,SOL
2165,DeGod #7014,Deep Ocean Blue,Tourist Tee,None,Heavenly Crown,None,Christmas Lights Chain,Zebra,,None,,0.1232,0.0772,0.9998666666666667,0.0504,0.06693333333333333,0.0088,0.5158666666666667,0.5281333333333333,0.5205333333333333,0.8954666666666666,0.0088,0.9998666666666667,0.37864,177.35804621885435,2165,7014,BKMhrK4DrjVCn68teuq73sgFXLp1vTZVhAuRw8xF8EYf,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/7013.png,SOL
2166,DeGod #8874,Red,Godly Tunic,Eye Patch,Gold Leaf Laurel,Porn Stashe,Christmas Lights Chain,Leopard,,God of War,,0.126,0.08106666666666666,0.9998666666666667,0.022,0.06693333333333333,0.031466666666666664,0.0324,0.08506666666666667,0.0496,0.8954666666666666,0.022,0.9998666666666667,0.23898666666666668,177.34432301806368,2166,8874,EuHJtEJsGs4Z16UcXyPsG5kDcoDSHaHL6nFs8cXEXi8x,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/8873.png,SOL
2167,DeGod #7082,Red,Caesar Tunic,Steampunk Goggles,DeGod Pro Trucker,Santa Beard,Friendship Necklace,Poker,,Earring,,0.126,0.03986666666666667,0.9998666666666667,0.04306666666666667,0.06426666666666667,0.052533333333333335,0.019466666666666667,0.04733333333333333,0.08453333333333334,0.8954666666666666,0.019466666666666667,0.9998666666666667,0.23723999999999998,177.2787792656649,2167,7082,G7strUmm4fhcnT7PgbB6dn4JuG8GNx3JdBNQvaGSQBer,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/7081.png,SOL
2168,DeGod #6751,Teal,Hazmat Suit,Red Wine Glasses,Headband,None,Cannibal Necklace,Turquoise,,Earring,,0.13013333333333332,0.09533333333333334,0.9998666666666667,0.0188,0.0388,0.0516,0.022266666666666667,0.5281333333333333,0.08453333333333334,0.8954666666666666,0.0188,0.9998666666666667,0.2864933333333333,177.26863030655878,2168,6751,4miit8Y1T5GPJYs7pBiEHLeMZbyCeH6aZSzUgvp8Fyse,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/6750.png,SOL
2169,DeGod #8751,Brown,DeDoctor Coat,Playboy Bunny Glasses,Skull Mask,None,Diamond Necklace,Zebra,,None,,0.1292,0.0772,0.9998666666666667,0.03453333333333333,0.0416,0.0196,0.021466666666666665,0.5281333333333333,0.5205333333333333,0.8954666666666666,0.0196,0.9998666666666667,0.32676,177.22499285519788,2169,8751,GXWp53WMePgh9eeFDKBTqzLG7sjKjKeK4G26y3w4JuDs,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/8750.png,SOL
2170,DeGod #6929,Deep Ocean Blue,God Beater,All Seeing Eyes,DeGucci Bucket Hat,Party Blower,Gold Chain,Solar Spiral,,Black Eye,,0.1232,0.102,0.9998666666666667,0.047466666666666664,0.04013333333333333,0.019733333333333332,0.0352,0.08613333333333334,0.0488,0.8954666666666666,0.019733333333333332,0.9998666666666667,0.2398,177.20851042522563,2170,6929,6zJkD9Q9oPgtVay9Tc5ZNQxavsRHjssdKsbi3pi9PkHv,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/6928.png,SOL
2171,DeGod #4740,Brown,God Jersey,None,Babushka,None,Pimp Chain,Zebra,,Quarterback,,0.1292,0.0772,0.9998666666666667,0.021733333333333334,0.021466666666666665,0.021866666666666666,0.5158666666666667,0.5281333333333333,0.08173333333333334,0.8954666666666666,0.021466666666666665,0.9998666666666667,0.3292533333333333,177.2048605683565,2171,4740,8FHiXKUsGCvYWew3paTD4m2hcCq9qJ9g2UNsghVMqeKa,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/4739.png,SOL
2172,DeGod #9666,Teal,Godchella Hoodie,All Seeing Eyes,Gold Leaf Laurel,Cigarette,Silver Chain,Pink Granite,,Angel Wings,,0.13013333333333332,0.09653333333333333,0.9998666666666667,0.049466666666666666,0.06666666666666667,0.031466666666666664,0.0352,0.047466666666666664,0.024666666666666667,0.8954666666666666,0.024666666666666667,0.9998666666666667,0.23769333333333337,177.1727533752911,2172,9666,3zEPuzGqAnURWqNAyH1m4rBVkbFhbMadngiPsp522u9M,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/9665.png,SOL
2173,DeGod #5649,Blue,Druglord Suit,Playboy Bunny Glasses,Godfro,Hipster Beard,None,Lavender Stripe,,Devil Wings,DeadGod,0.1416,0.09853333333333333,0.9998666666666667,0.03333333333333333,0.5170666666666667,0.0308,0.021466666666666665,0.0788,0.047466666666666664,0.07053333333333334,0.021466666666666665,0.9998666666666667,0.20394666666666666,177.1319648531287,2173,5649,3LihdtzbCF6T882akfz1MpwXpBmqCiGQXkV85bz8YH3L,6XxjKYFbcndh2gDcsUrmZgVEsoDxXMnfsaGY6fpTJzNr,DeGods,https://metadata.degods.com/g/5648-dead.png,SOL
2174,DeGod #3851,Teal,Caesar Tunic,None,Mullet,None,Double Diamond Necklace,Zombie,,None,,0.13013333333333332,0.0172,0.9998666666666667,0.04306666666666667,0.0212,0.030266666666666667,0.5158666666666667,0.5281333333333333,0.5205333333333333,0.8954666666666666,0.0172,0.9998666666666667,0.37017333333333335,177.1231569574278,2174,3851,6iEL5DWVzEeKvTVGPTTGcLJq1BrPdbTq9v4P4uNkMp4c,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/3850.png,SOL
2175,DeGod #9047,Teal,Godly Tunic,Money Sign Shades,Fade,None,Silver Chain,Zebra,,None,,0.13013333333333332,0.0772,0.9998666666666667,0.022,0.06666666666666667,0.05173333333333333,0.014133333333333333,0.5281333333333333,0.5205333333333333,0.8954666666666666,0.014133333333333333,0.9998666666666667,0.3305866666666667,177.10839075617193,2175,9047,8YbBia53Y2i8HFxM9VSNCnSNaWp7oWpETRzFkk6bvFNd,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/9046.png,SOL
2176,DeGod #4318,Teal,Tattered Tee,Night Vision Goggles,Prince Hair,Hipster Beard,Paperclip Necklace,Poker,,None,,0.13013333333333332,0.03986666666666667,0.9998666666666667,0.04493333333333333,0.07,0.05093333333333333,0.014,0.0788,0.5205333333333333,0.8954666666666666,0.014,0.9998666666666667,0.28445333333333334,177.0993561065806,2176,4318,Ba7LJMFJsFMaAn49tsWGuEnRHmUgAuGiPi2wnhg41vCD,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/4317.png,SOL
2177,DeGod #7736,Blue,God Jersey,None,Propeller Hat,None,Paperclip Necklace,Zombie,,Quarterback,,0.1416,0.0172,0.9998666666666667,0.021733333333333334,0.07,0.03,0.5158666666666667,0.5281333333333333,0.08173333333333334,0.8954666666666666,0.0172,0.9998666666666667,0.33016,177.01672575888722,2177,7736,6BpMyKGQVFMnFg475hYb5PTFtRzb78ZjmWNytprMh9Fd,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/7735.png,SOL
2178,DeGod #2527,Teal,Bleached Tee,Swirly Glasses,Skull Mask,Clown Nose,None,Zebra,,None,,0.13013333333333332,0.0772,0.9998666666666667,0.03306666666666667,0.5170666666666667,0.0196,0.0388,0.023066666666666666,0.5205333333333333,0.8954666666666666,0.0196,0.9998666666666667,0.32548,176.9978974366387,2178,2527,DPJcg7RXf8PHvnxvzXMU1eBDhdciUyCrXV2jcFWH5pwe,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/2526.png,SOL
2179,DeGod #6867,Red,Tourist Tee,None,Prince Hair,None,None,Radioactive,,None,DeGod,0.126,0.010933333333333333,0.9998666666666667,0.0504,0.5170666666666667,0.05093333333333333,0.5158666666666667,0.5281333333333333,0.5205333333333333,0.034,0.010933333333333333,0.9998666666666667,0.33537333333333336,176.97363811462958,2179,6867,37Nf2bFdaEGYbccVUEruTHK2riqmixydQ5XyR4ZuWW5p,6XxjKYFbcndh2gDcsUrmZgVEsoDxXMnfsaGY6fpTJzNr,DeGods,https://metadata.degods.com/g/6866.png,SOL
2180,DeGod #5750,Alaska,Tech God Vest,Neon Shades,DeGucci Bucket Hat,None,None,Turquoise,,None,DeadGod,0.0272,0.09533333333333334,0.9998666666666667,0.031066666666666666,0.5170666666666667,0.019733333333333332,0.03866666666666667,0.5281333333333333,0.5205333333333333,0.07053333333333334,0.019733333333333332,0.9998666666666667,0.2848133333333333,176.90718372326447,2180,5750,3QhAzqENSNP37exbzbxG2KPKPSiVQS5UvbHWMBgvhtFh,6XxjKYFbcndh2gDcsUrmZgVEsoDxXMnfsaGY6fpTJzNr,DeGods,https://metadata.degods.com/g/5749-dead.png,SOL
2181,DeGod #6008,Olive Green,Googod Tee,DeGucci Goggles,Prince Hair,None,Gold Chain,Poker,,None,,0.1288,0.03986666666666667,0.9998666666666667,0.0368,0.04013333333333333,0.05093333333333333,0.015066666666666667,0.5281333333333333,0.5205333333333333,0.8954666666666666,0.015066666666666667,0.9998666666666667,0.32555999999999996,176.8750703379406,2181,6008,AYxuozZf6Me8E7kN4YxpcYzKgbDGuZRYNhCFDNnV26VM,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/6007.png,SOL
2182,DeGod #5026,Deep Ocean Blue,FTX Jersey,Eye Patch,Curly,None,Friendship Necklace,Blue Sky,,Earring,,0.1232,0.0468,0.9998666666666667,0.015066666666666667,0.06426666666666667,0.05346666666666667,0.0324,0.5281333333333333,0.08453333333333334,0.8954666666666666,0.015066666666666667,0.9998666666666667,0.28432,176.82367504915388,2182,5026,GgnPuXBWwMiLb7UbSLrTy5nRxojRrgwTCoNGLkewdovi,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/5025.png,SOL
2183,DeGod #3068,Hell,Bloody Beater,Playboy Bunny Glasses,Godhawk,None,None,Marble,,None,,0.0276,0.0948,0.9998666666666667,0.0236,0.5170666666666667,0.030133333333333335,0.021466666666666665,0.5281333333333333,0.5205333333333333,0.8954666666666666,0.021466666666666665,0.9998666666666667,0.3658666666666667,176.78840415944424,2183,3068,7R4EzLHRqeub17LaXjysr6kPx2ZveWZHPdXQqFL9NTzh,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/3067.png,SOL
2184,DeGod #2530,Supernova,God Beater,Money Sign Shades,Mad Scientist,None,Christmas Lights Chain,Lavender Stripe,,None,,0.028933333333333332,0.09853333333333333,0.9998666666666667,0.047466666666666664,0.06693333333333333,0.0516,0.014133333333333333,0.5281333333333333,0.5205333333333333,0.8954666666666666,0.014133333333333333,0.9998666666666667,0.32516,176.78471580324603,2184,2530,3oKKDUENmrVZFQLf8tM76UppZXcH748sfnCZTQD3xtNs,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/2529.png,SOL
2185,DeGod #4509,Purple,Godly Tunic,Red Wine Glasses,Leaf Laurel,None,Friendship Necklace,Navi,,Devil Wings,,0.12746666666666667,0.051866666666666665,0.9998666666666667,0.022,0.06426666666666667,0.053733333333333334,0.022266666666666667,0.5281333333333333,0.047466666666666664,0.8954666666666666,0.022,0.9998666666666667,0.28125333333333336,176.73845332772393,2185,4509,BaBUXqwxzZ5VShLrNk5oD8LwGhU9Dhy2ernbzQJZomUG,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/4508.png,SOL
2186,DeGod #6982,Brown,Godly Tunic,Money Sign Shades,God Dome,None,None,Pink Granite,,None,,0.1292,0.09653333333333333,0.9998666666666667,0.022,0.5170666666666667,0.028933333333333332,0.014133333333333333,0.5281333333333333,0.5205333333333333,0.8954666666666666,0.014133333333333333,0.9998666666666667,0.37518666666666667,176.7359524189875,2186,6982,CXXFNe6TQDaHBPGaLB5gWrMaANFeZLHhejiS2Hu6Ti9k,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/6981.png,SOL
2187,DeGod #8679,Red,Tracksuit,Laser Eyes,Bleached,None,None,Lavender Stripe,,God of War,,0.126,0.09853333333333333,0.9998666666666667,0.022133333333333335,0.5170666666666667,0.05213333333333333,0.014666666666666666,0.5281333333333333,0.0496,0.8954666666666666,0.014666666666666666,0.9998666666666667,0.33035999999999993,176.73509214901668,2187,8679,3gvyJyesJypnwYMTUkbdzUgr67qjngzHMFhZxPey97Qd,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/8678.png,SOL
2188,DeGod #5274,Red,Gym Tee,Swirly Glasses,Bloody Horns,Hipster Beard,None,Blue Sky,,Forehead Diamond,,0.126,0.0468,0.9998666666666667,0.0488,0.5170666666666667,0.021066666666666668,0.0388,0.0788,0.027066666666666666,0.8954666666666666,0.021066666666666668,0.9998666666666667,0.2799733333333333,176.72440712182873,2188,5274,6sg3s4HTNHqr1USbDmdnBycCxXZHCa6BFeMpjRpcneJN,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/5273.png,SOL
2189,DeGod #3363,Hell,Peasant Blouse,Swirly Glasses,Prince Hair,None,Silver Chain,Joker,,None,DeadGod,0.0276,0.025333333333333333,0.9998666666666667,0.046266666666666664,0.06666666666666667,0.05093333333333333,0.0388,0.5281333333333333,0.5205333333333333,0.07053333333333334,0.025333333333333333,0.9998666666666667,0.23746666666666663,176.71849976868015,2189,3363,24ZpFL9JtU9WZ7eeZfuyVZaBp9macBzCXmAhQu79FHjU,6XxjKYFbcndh2gDcsUrmZgVEsoDxXMnfsaGY6fpTJzNr,DeGods,https://metadata.degods.com/g/3362-dead.png,SOL
